全国编号,地区编号,名称,属性,普通特性,隐藏特性,类别,身高,体重,捕获率,种族值
#0756,#179,灯罩夜菇,草/妖精,发光/孢子,雨盘,发光宝可梦,1.0m,11.5kg,75,"['60', '45', '80', '90', '100', '30', '405']"
#0046,#180,派拉斯,蟲/草,干燥皮肤/孢子,湿气,蘑菇宝可梦,0.3m,5.4kg,190,"['35', '70', '55', '45', '55', '25', '285']"
#0047,#181,派拉斯特,蟲/草,干燥皮肤/孢子,湿气,蘑菇宝可梦,1.0m,29.5kg,75,"['60', '95', '80', '60', '80', '30', '405']"
#0060,#182,蚊香蝌蚪,水,储水/湿气,悠游自如,蝌蚪宝可梦,0.6m,12.4kg,255,"['40', '50', '40', '40', '40', '90', '300']"
#0061,#183,蚊香君,水,储水/湿气,悠游自如,蝌蚪宝可梦,1.0m,20.0kg,120,"['65', '65', '65', '50', '50', '90', '385']"
#0062,#184,蚊香泳士,水/格鬥,储水/湿气,悠游自如,蝌蚪宝可梦,1.3m,54.0kg,45,"['90', '95', '95', '70', '90', '70', '510']"
#0186,#185,蚊香蛙皇,水,储水/湿气,降雨,蛙宝可梦,1.1m,33.9kg,45,"['90', '75', '75', '90', '100', '70', '500']"
#0118,#186,角金鱼,水,悠游自如/水幕,避雷针,金鱼宝可梦,0.6m,15.0kg,225,"['45', '67', '60', '35', '50', '63', '320']"
#0119,#187,金鱼王,水,悠游自如/水幕,避雷针,金鱼宝可梦,1.3m,39.0kg,60,"['80', '92', '65', '65', '80', '68', '450']"
#0550,#188,野蛮鲈鱼,水,舍身/適應力,破格,粗暴宝可梦,1.0m,18.0kg,190,"['70', '92', '65', '80', '55', '98', '460']"
#0349,#189,丑丑鱼,水,迟钝/悠游自如,适应力,鱼宝可梦,0.6m,7.4kg,255,"['20', '15', '20', '10', '55', '80', '200']"
#0350,#190,美纳斯,水,神奇鳞片/好胜,迷人之躯,慈爱宝可梦,6.2m,162.0kg,60,"['95', '60', '79', '100', '125', '81', '540']"
#0594,#191,保姆曼波,水,治愈之心/湿润之躯,再生力,看护宝可梦,1.2m,31.6kg,75,"['165', '75', '80', '40', '45', '65', '470']"
#0661,#192,小箭雀,一般/飛行,健壮胸肌,疾风之翼,知更鸟宝可梦,0.3m,1.7kg,255,"['45', '50', '43', '40', '38', '62', '278']"
#0662,#193,火箭雀,火/飛行,火焰之軀,疾风之翼,火花宝可梦,0.7m,16.0kg,120,"['62', '73', '55', '56', '52', '84', '382']"
#0663,#194,烈箭鹰,火/飛行,火焰之躯,疾风之翼,烈火宝可梦,1.2m,24.5kg,45,"['78', '81', '71', '74', '69', '126', '499']"
#0757,#195,夜盗火蜥,毒/火,腐蚀,迟钝,毒蜥宝可梦,0.6m,4.8kg,120,"['48', '44', '40', '71', '40', '77', '320']"
#0758,#196,焰后蜥,毒/火,腐蚀,迟钝,毒蜥宝可梦,1.2m,22.2kg,45,"['68', '64', '60', '111', '60', '117', '480']"
#0104,#197,卡拉卡拉,地面,坚硬脑袋/避雷针,战斗盔甲,孤独宝可梦,0.4m,6.5kg,190,"['50', '50', '95', '40', '50', '35', '320']"
#0105,#198,嘎拉嘎拉,火/幽靈,坚硬脑袋/避雷针,战斗盔甲,爱骨宝可梦,1.0m,45.0kg,75,"['60', '80', '110', '50', '80', '45', '425']"
#0115,#199,袋兽,一般,胆量/早起,精神力,亲子宝可梦,2.2m,80.0kg,45,"['105', '95', '80', '40', '80', '90', '490']"
#0240,#200,鸭嘴宝宝,火,火焰之躯,干劲,火种宝可梦,0.7m,21.4kg,45,"['45', '75', '37', '70', '55', '83', '365']"
#0126,#201,鸭嘴火兽,火,火焰之躯,干劲,吐火宝可梦,1.3m,44.5kg,45,"['65', '95', '57', '100', '85', '93', '495']"
#0467,#202,鸭嘴炎兽,火,火焰之躯,干劲,爆炎宝可梦,1.6m,68.0kg,30,"['75', '95', '67', '125', '95', '83', '540']"
#0636,#203,燃烧虫,虫/火,火焰之躯,蟲之預感,火炬宝可梦,1.1m,28.8kg,45,"['55', '85', '55', '50', '55', '60', '360']"
#0637,#204,火神蛾,虫/火,火焰之躯,蟲之預感,太阳宝可梦,1.6m,46.0kg,15,"['85', '60', '65', '135', '105', '100', '550']"
#0759,#205,童偶熊,一般/格斗,笨拙/毛茸茸,迷人之躯,抓狂宝可梦,0.5m,6.8kg,140,"['70', '75', '50', '45', '50', '50', '340']"
#0760,#206,穿着熊,一般/格斗,笨拙/毛茸茸,紧张感,强臂宝可梦,2.1m,135.0kg,70,"['120', '125', '80', '55', '60', '60', '500']"
#0761,#207,甜竹竹,草,迟钝/叶子防守,甜幕,水果宝可梦,0.3m,3.2kg,235,"['42', '30', '38', '30', '38', '32', '210']"
#0762,#208,甜舞妮,草,迟钝/叶子防守,甜幕,水果宝可梦,0.7m,8.2kg,120,"['52', '40', '48', '40', '48', '62', '290']"
#0763,#209,甜冷美后,草,叶子防守/女王的威严,甜幕,水果宝可梦,1.2m,21.4kg,45,"['72', '120', '98', '50', '98', '72', '510']"
#0764,#210,花疗环环,妖精,先行治疗/花幕,自然回复,摘花宝可梦,0.1m,0.3kg,60,"['51', '52', '90', '82', '110', '100', '485']"
#0127,#211,凯罗斯,虫,怪力钳/破格,自信过度,锹形虫宝可梦,1.5m,55.0kg,45,"['65', '125', '100', '55', '70', '85', '500']"
#0163,#212,咕咕,一般/飞行,不眠/锐利目光,有色眼镜,猫头鹰宝可梦,0.7m,21.2kg,255,"['60', '30', '30', '36', '56', '50', '262']"
#0164,#213,猫头夜鹰,一般/飞行,不眠/锐利目光,有色眼镜,猫头鹰宝可梦,1.6m,40.8kg,90,"['100', '50', '50', '86', '96', '70', '452']"
#0352,#214,变隐龙,一般,变色,變幻自如,变色宝可梦,1.0m,22.0kg,200,"['60', '90', '70', '60', '120', '40', '440']"
#0765,#215,智挥猩,一般/超能力,心灵感应/精神力,共生,贤者宝可梦,1.5m,76.0kg,45,"['90', '60', '80', '90', '110', '60', '490']"
#0766,#216,投掷猴,格斗,接球手,不服输,配合宝可梦,2.0m,82.8kg,45,"['100', '120', '90', '40', '60', '80', '490']"
#0704,#217,黏黏宝,龙,食草/湿润之躯,黏滑,软体生物宝可梦,0.3m,2.8kg,45,"['45', '50', '35', '55', '75', '40', '300']"
#0705,#218,黏美儿,龙,食草/湿润之躯,黏滑,软体生物宝可梦,0.8m,17.5kg,45,"['68', '75', '53', '83', '113', '60', '452']"
#0706,#219,黏美龙,龙,食草/湿润之躯,黏滑,龙宝可梦,2.0m,150.5kg,45,"['90', '100', '70', '110', '150', '80', '600']"
#0351,#220,飘浮泡泡,一般,阴晴不定,,天气宝可梦,0.3m,0.8kg,45,"['70', '70', '70', '70', '70', '70', '420']"
#0767,#221,胆小虫,虫/水,跃跃欲逃,,疾行宝可梦,0.5m,12.0kg,90,"['25', '35', '40', '20', '30', '80', '230']"
#0768,#222,具甲武者,虫/水,危险回避,,装甲宝可梦,2.0m,108.0kg,45,"['75', '125', '140', '60', '90', '40', '530']"
#0120,#223,海星星,水,发光/自然回复,分析,星形宝可梦,0.8m,34.5kg,225,"['30', '45', '55', '70', '55', '85', '340']"
#0121,#224,宝石海星,水/超能力,发光/自然回复,分析,谜宝可梦,1.1m,80.0kg,60,"['60', '75', '85', '100', '85', '115', '520']"
#0769,#225,沙丘娃,幽灵/地面,遇水凝固,沙隐,沙丘宝可梦,0.5m,70.0kg,140,"['55', '55', '80', '70', '45', '15', '320']"
#0770,#226,噬沙堡爷,幽灵/地面,遇水凝固,沙隐,沙堡宝可梦,1.3m,250.0kg,60,"['85', '75', '110', '100', '75', '35', '480']"
#0138,#227,菊石兽,岩石/水,硬壳盔甲/悠游自如,碎裂铠甲,漩涡宝可梦,0.4m,7.5kg,45,"['35', '40', '100', '90', '55', '35', '355']"
#0139,#228,多刺菊石兽,岩石/水,硬壳盔甲/悠游自如,碎裂铠甲,漩涡宝可梦,1.0m,35.0kg,45,"['70', '60', '125', '115', '70', '55', '495']"
#0140,#229,化石盔,岩石/水,战斗盔甲/悠游自如,碎裂铠甲,甲壳宝可梦,0.5m,11.5kg,45,"['30', '80', '90', '55', '45', '55', '355']"
#0141,#230,镰刀盔,岩石/水,战斗盔甲/悠游自如,碎裂铠甲,甲壳宝可梦,1.3m,40.5kg,45,"['60', '115', '105', '65', '70', '80', '495']"
#0345,#231,触手百合,岩石/草,吸盘,引水,海百合宝可梦,1.0m,23.8kg,45,"['66', '41', '77', '61', '87', '23', '355']"
#0346,#232,摇篮百合,岩石/草,吸盘,引水,藤壶宝可梦,1.5m,60.4kg,45,"['86', '81', '97', '81', '107', '43', '495']"
#0347,#233,太古羽虫,岩石/虫,战斗盔甲,悠游自如,古虾宝可梦,0.7m,12.5kg,45,"['45', '95', '50', '40', '50', '75', '355']"
#0348,#234,太古盔甲,岩石/虫,战斗盔甲,悠游自如,甲胄宝可梦,1.5m,68.2kg,45,"['75', '125', '100', '70', '80', '45', '495']"
#0408,#235,头盖龙,岩石,破格,强行,头锤宝可梦,0.9m,31.5kg,45,"['67', '125', '40', '30', '30', '58', '350']"
#0409,#236,战槌龙,岩石,破格,强行,头锤宝可梦,1.6m,102.5kg,45,"['97', '165', '60', '65', '50', '58', '495']"
#0410,#237,盾甲龙,岩石/钢,结实,隔音,护盾宝可梦,0.5m,57.0kg,45,"['30', '42', '118', '42', '88', '30', '350']"
#0411,#238,护城龙,岩石/钢,结实,隔音,护盾宝可梦,1.3m,149.5kg,45,"['60', '52', '168', '47', '138', '30', '495']"
#0566,#239,始祖小鸟,岩石/飞行,软弱,,远古鸟宝可梦,0.5m,9.5kg,45,"['55', '112', '45', '74', '45', '70', '401']"
#0567,#240,始祖大鸟,岩石/飞行,软弱,,远古鸟宝可梦,1.4m,32.0kg,45,"['75', '140', '65', '112', '65', '110', '567']"
#0564,#241,原盖海龟,水/岩石,坚硬岩石/结实,悠游自如,古代龟宝可梦,0.7m,16.5kg,45,"['54', '78', '103', '53', '45', '22', '355']"
#0565,#242,肋骨海龟,水/岩石,坚硬岩石/结实,悠游自如,古代龟宝可梦,1.2m,81.0kg,45,"['74', '108', '133', '83', '65', '32', '495']"
#0696,#243,宝宝暴龙,岩石/龍,强壮之颚,结实,幼君宝可梦,0.8m,26.0kg,45,"['58', '89', '77', '45', '45', '48', '362']"
#0697,#244,怪颚龙,岩石/龍,强壮之颚,坚硬脑袋,暴君宝可梦,2.5m,270.0kg,45,"['82', '121', '119', '69', '59', '71', '521']"
#0698,#245,冰雪龙,岩石/冰,冰冻皮肤,降雪,冻原宝可梦,1.3m,25.2kg,45,"['77', '59', '50', '67', '63', '46', '362']"
#0699,#246,冰雪巨龙,岩石/冰,冰凍皮膚,降雪,冻原宝可梦,2.7m,225.0kg,45,"['123', '77', '72', '99', '92', '58', '521']"
#0246,#247,幼基拉斯,岩石/地面,毅力,沙隐,岩石肤宝可梦,0.6m,72.0kg,45,"['50', '64', '50', '45', '50', '41', '300']"
#0247,#248,沙基拉斯,岩石/地面,蜕皮,,子弹宝可梦,1.2m,152.0kg,45,"['70', '84', '70', '65', '70', '51', '410']"
#0248,#249,班基拉斯,岩石/惡,扬沙,紧张感,铠甲宝可梦,2.0m,202.0kg,45,"['100', '134', '110', '95', '100', '61', '600']"
#0708,#250,小木灵,幽灵/草,察觉/自然回复,收获,树桩宝可梦,0.4m,7.0kg,120,"['43', '70', '48', '50', '60', '38', '309']"
#0709,#251,朽木妖,幽灵/草,察觉/自然回复,收获,老树宝可梦,1.5m,71.0kg,60,"['85', '110', '76', '65', '82', '56', '474']"
#0177,#252,天然雀,超能力/飞行,早起/同步,魔法镜,小鸟宝可梦,0.2m,2.0kg,190,"['40', '50', '45', '70', '45', '70', '320']"
#0178,#253,天然鸟,超能力/飞行,早起/同步,魔法镜,神秘宝可梦,1.5m,15.0kg,75,"['65', '75', '70', '95', '70', '95', '470']"
#0299,#254,朝北鼻,岩石,磁力/结实,沙之力,罗盘宝可梦,1.0m,97.0kg,255,"['30', '45', '135', '45', '90', '30', '375']"
#0476,#255,大朝北鼻,岩石/钢,磁力/结实,沙之力,罗盘宝可梦,1.4m,340.0kg,60,"['60', '55', '145', '75', '150', '40', '525']"
#0771,#256,拳海参,水,飞出的内在物,纯朴,海参宝可梦,0.3m,1.2kg,60,"['55', '60', '130', '30', '130', '5', '410']"
#0170,#257,灯笼鱼,水/电,蓄电/发光,储水,琵琶鱼宝可梦,0.5m,12.0kg,190,"['75', '38', '38', '56', '56', '67', '330']"
#0171,#258,电灯怪,水/电,蓄电/发光,储水,灯宝可梦,1.2m,22.5kg,75,"['125', '58', '58', '76', '76', '67', '460']"
#0772,#259,属性：空,一般,战斗盔甲,,人工宝可梦,1.9m,120.5kg,3,"['95', '95', '95', '95', '95', '59', '534']"
#0773,#260,银伴战兽,一般,ＡＲ系统,,人工宝可梦,2.3m,100.5kg,3,"['95', '95', '95', '95', '95', '95', '570']"
#0803,#261,毒贝比,毒,异兽提升,,毒针宝可梦,0.6m,1.8kg,45,"['67', '73', '67', '73', '67', '73', '420']"
#0804,#262,四颚针龙,毒/龙,异兽提升,,毒针宝可梦,3.6m,150.0kg,45,"['73', '73', '73', '127', '73', '121', '540']"
#0718,#263,基格尔德,龙/地面,,,秩序宝可梦,m,kg,3,"['54', '100', '71', '61', '85', '115', '486']"
#0568,#264,破破袋,毒,黏着/恶臭,引爆,垃圾袋宝可梦,0.6m,31.0kg,190,"['50', '50', '62', '40', '62', '65', '329']"
#0569,#265,灰尘山,毒,恶臭/碎裂铠甲,引爆,垃圾场宝可梦,1.9m,107.3kg,60,"['80', '95', '82', '60', '82', '75', '474']"
#0572,#266,泡沫栗鼠,一般,迷人之躯/技术高手,连续攻击,栗鼠宝可梦,0.4m,5.8kg,255,"['55', '50', '40', '40', '40', '75', '300']"
#0573,#267,奇诺栗鼠,一般,迷人之躯/技术高手,连续攻击,围巾宝可梦,0.5m,7.5kg,60,"['75', '95', '60', '65', '60', '115', '470']"
#0204,#268,榛果球,虫,结实,防尘,蓑衣虫宝可梦,0.6m,7.2kg,190,"['50', '65', '90', '35', '35', '15', '290']"
#0205,#269,佛烈托斯,虫/钢,结实,防尘,蓑衣虫宝可梦,1.2m,125.8kg,75,"['75', '90', '140', '60', '60', '40', '465']"
#0227,#270,盔甲鸟,钢/飞行,锐利目光/结实,碎裂铠甲,钢甲鸟宝可梦,1.7m,50.5kg,25,"['65', '80', '140', '40', '70', '70', '465']"
#0132,#271,百变怪,一般,柔软,变身者,变身宝可梦,0.3m,4.0kg,35,"['48', '48', '48', '48', '48', '48', '288']"
#0173,#272,皮宝宝,妖精,迷人之躯/魔法防守,友情防守,星形宝可梦,0.3m,3.0kg,150,"['50', '25', '28', '45', '55', '15', '218']"
#0035,#273,皮皮,妖精,迷人之躯/魔法防守,友情防守,妖精宝可梦,0.6m,7.5kg,150,"['70', '45', '48', '60', '65', '35', '323']"
#0036,#274,皮可西,妖精,迷人之躯/魔法防守,纯朴,妖精宝可梦,1.3m,40.0kg,25,"['95', '70', '73', '95', '90', '60', '483']"
#0605,#275,小灰怪,超能力,心灵感应/同步,分析,脑宝可梦,0.5m,9.0kg,255,"['55', '55', '55', '85', '55', '30', '335']"
#0606,#276,大宇怪,超能力,心灵感应/同步,分析,脑宝可梦,1.0m,34.5kg,90,"['75', '75', '75', '125', '95', '40', '485']"
#0774,#277,小陨星,岩石/飞行,界限盾壳,,流星宝可梦,0.3m,40.0kg,30,"['60', '60', '100', '60', '100', '60', '440']"
#0374,#278,铁哑铃,钢/超能力,恒净之躯,轻金属,铁球宝可梦,0.6m,95.2kg,3,"['40', '55', '80', '35', '60', '30', '300']"
#0375,#279,金属怪,钢/超能力,恒净之躯,轻金属,铁爪宝可梦,1.2m,202.5kg,3,"['60', '75', '100', '55', '80', '50', '420']"
#0376,#280,巨金怪,钢/超能力,恒净之躯,轻金属,铁足宝可梦,1.6m,550.0kg,3,"['80', '135', '130', '95', '90', '70', '600']"
#0137,#281,多边兽,一般,复制/下载,分析,虚拟宝可梦,0.8m,36.5kg,45,"['65', '60', '70', '85', '75', '40', '395']"
#0233,#282,多边兽II,一般,复制/下载,分析,虚拟宝可梦,0.6m,32.5kg,45,"['85', '80', '90', '105', '95', '60', '515']"
#0474,#283,多边兽Ｚ,一般,适应力/下载,分析,虚拟宝可梦,0.9m,34.0kg,30,"['85', '80', '70', '135', '75', '90', '535']"
#0674,#284,顽皮熊猫,格斗,铁拳/破格,胆量,顽皮宝可梦,0.6m,8.0kg,220,"['67', '82', '62', '46', '48', '43', '348']"
#0675,#285,流氓熊猫,格斗/恶,铁拳/破格,胆量,恶颜宝可梦,2.1m,136.0kg,65,"['95', '124', '78', '69', '71', '58', '495']"
#0775,#286,树枕尾熊,一般,绝对睡眠,,半梦半醒宝可梦,0.4m,19.9kg,45,"['65', '115', '65', '75', '95', '65', '480']"
#0324,#287,煤炭龟,火,日照/白色煙霧,硬壳盔甲,煤炭宝可梦,0.5m,80.4kg,90,"['70', '85', '140', '85', '70', '20', '470']"
#0776,#288,爆焰龟兽,火/龙,硬壳盔甲,,爆炸龟宝可梦,2.0m,212.0kg,70,"['60', '78', '135', '91', '85', '36', '485']"
#0228,#289,戴鲁比,惡/火,早起/引火,紧张感,阴暗宝可梦,0.6m,10.8kg,120,"['45', '60', '30', '80', '50', '65', '330']"
#0229,#290,黑鲁加,惡/火,早起/引火,紧张感,阴暗宝可梦,1.4m,35.0kg,45,"['75', '90', '50', '110', '80', '95', '500']"
#0702,#291,咚咚鼠,電/妖精,颊囊/捡拾,正电,天线宝可梦,0.2m,2.2kg,200,"['67', '58', '57', '81', '67', '101', '431']"
#0777,#292,托戈德玛尔,电/钢,铁刺/避雷针,结实,蜷缩宝可梦,0.3m,3.3kg,180,"['65', '98', '63', '40', '73', '96', '435']"
#0309,#293,落雷兽,电,避雷针/静电,负电,闪电宝可梦,0.6m,15.2kg,120,"['40', '45', '40', '65', '40', '65', '295']"
#0310,#294,雷电兽,电,避雷针/静电,负电,放电宝可梦,1.5m,40.2kg,45,"['70', '75', '60', '105', '60', '105', '475']"
#0239,#295,电击怪,电,静电,干劲,电气宝可梦,0.6m,23.5kg,45,"['45', '63', '37', '65', '55', '95', '360']"
#0125,#296,电击兽,电,静电,干劲,电击宝可梦,1.1m,30.0kg,45,"['65', '83', '57', '95', '85', '105', '490']"
#0466,#297,电击魔兽,电,电气引擎,干劲,雷电宝可梦,1.8m,138.6kg,30,"['75', '123', '67', '95', '85', '95', '540']"
#0074,#298,小拳石,岩石/电,坚硬脑袋/结实,沙隐,岩石宝可梦,0.4m,20.0kg,255,"['40', '80', '100', '30', '30', '20', '300']"
#0075,#299,隆隆石,岩石/电,坚硬脑袋/结实,沙隐,岩石宝可梦,1.0m,105.0kg,120,"['55', '95', '115', '45', '45', '35', '390']"
#0076,#300,隆隆岩,岩石/电,坚硬脑袋/结实,沙隐,重量级宝可梦,1.4m,300.0kg,45,"['80', '120', '130', '55', '65', '45', '495']"
#0551,#301,黑眼鳄,地面/恶,自信过度/威吓,愤怒穴位,沙漠鳄鱼宝可梦,0.7m,15.2kg,180,"['50', '72', '35', '35', '35', '65', '292']"
#0552,#302,混混鳄,地面/恶,自信过度/威吓,愤怒穴位,沙漠鳄鱼宝可梦,1.0m,33.4kg,90,"['60', '82', '45', '45', '45', '74', '351']"
#0553,#303,流氓鳄,地面/恶,自信过度/威吓,愤怒穴位,威吓宝可梦,1.5m,96.3kg,45,"['95', '117', '80', '65', '70', '92', '519']"
#0328,#304,大颚蚁,地面,怪力钳/沙穴,强行,蚁狮宝可梦,0.7m,15.0kg,255,"['45', '100', '45', '45', '45', '10', '290']"
#0329,#305,超音波幼虫,地面/龙,飘浮,,震动宝可梦,1.1m,15.3kg,120,"['50', '70', '50', '50', '50', '70', '340']"
#0330,#306,沙漠蜻蜓,地面/龙,飘浮,,神秘宝可梦,2.0m,82.0kg,45,"['80', '100', '80', '80', '80', '100', '520']"
#0443,#307,圆陆鲨,龙/地面,沙隐,粗糙皮肤,陆鲨宝可梦,0.7m,20.5kg,45,"['58', '70', '45', '40', '45', '42', '300']"
#0444,#308,尖牙陆鲨,龙/地面,沙隐,粗糙皮肤,洞穴宝可梦,1.4m,56.0kg,45,"['68', '90', '65', '50', '55', '82', '410']"
#0445,#309,烈咬陆鲨,龙/地面,沙隐,粗糙皮肤,音速宝可梦,1.9m,95.0kg,45,"['108', '130', '95', '80', '85', '102', '600']"
#0343,#310,天秤偶,地面/超能力,飘浮,,泥偶宝可梦,0.5m,21.5kg,255,"['40', '40', '55', '40', '70', '55', '300']"
#0344,#311,念力土偶,地面/超能力,飘浮,,泥偶宝可梦,1.5m,108.0kg,90,"['60', '70', '105', '70', '120', '75', '500']"
#0622,#312,泥偶小人,地面/幽灵,笨拙/铁拳,无防守,魔像宝可梦,1.0m,92.0kg,190,"['59', '74', '50', '35', '50', '35', '303']"
#0623,#313,泥偶巨人,地面/幽灵,笨拙/铁拳,无防守,魔像宝可梦,2.8m,330.0kg,90,"['89', '124', '80', '55', '80', '55', '483']"
#0707,#314,钥圈儿,钢/妖精,恶作剧之心,魔术师,钥匙串宝可梦,0.2m,3.0kg,60,"['57', '80', '91', '80', '87', '75', '470']"
#0778,#315,谜拟Ｑ,幽灵/妖精,画皮,,画皮宝可梦,0.2m,0.7kg,45,"['55', '90', '80', '50', '105', '96', '476']"
#0353,#316,怨影娃娃,幽灵,不眠/察觉,诅咒之躯,人偶宝可梦,0.6m,2.3kg,225,"['44', '75', '35', '63', '33', '45', '295']"
#0354,#317,诅咒娃娃,幽灵,不眠/察觉,诅咒之躯,布偶宝可梦,1.1m,12.5kg,45,"['64', '115', '65', '83', '63', '65', '455']"
#0592,#318,轻飘飘,水/幽灵,储水/诅咒之躯,湿气,漂浮宝可梦,1.2m,33.0kg,190,"['55', '40', '50', '65', '85', '40', '335']"
#0593,#319,胖嘟嘟,水/幽灵,储水/诅咒之躯,湿气,漂浮宝可梦,2.2m,135.0kg,60,"['100', '60', '70', '85', '105', '60', '480']"
#0779,#320,磨牙彩皮鱼,水/超能力,鮮艷之軀/强壮之颚,奇迹皮肤,磨牙宝可梦,0.9m,19.0kg,80,"['68', '105', '70', '70', '70', '92', '475']"
#0780,#321,老翁龙,一般/龙,食草/怒火冲天,无关天气,悠游宝可梦,3.0m,185.0kg,70,"['78', '60', '85', '135', '91', '36', '485']"
#0359,#322,阿勃梭鲁,恶,压迫感/超幸运,正义之心,灾祸宝可梦,1.2m,47.0kg,30,"['65', '130', '60', '75', '60', '75', '465']"
#0361,#323,雪童子,冰,精神力/冰冻之躯,心情不定,雪笠宝可梦,0.7m,16.8kg,190,"['50', '50', '50', '50', '50', '50', '300']"
#0362,#324,冰鬼护,冰,精神力/冰冻之躯,心情不定,脸面宝可梦,1.5m,256.5kg,75,"['80', '80', '80', '80', '80', '80', '480']"
#0478,#325,雪妖女,冰/幽灵,雪隐,诅咒之躯,雪国宝可梦,1.3m,26.6kg,75,"['70', '80', '70', '80', '70', '110', '480']"
#0215,#326,狃拉,恶/冰,锐利目光/精神力,顺手牵羊,钩爪宝可梦,0.9m,28.0kg,60,"['55', '95', '55', '35', '75', '115', '430']"
#0461,#327,玛狃拉,恶/冰,压迫感,顺手牵羊,钩爪宝可梦,1.1m,34.0kg,45,"['70', '120', '65', '45', '85', '125', '510']"
#0027,#328,穿山鼠,冰/钢,沙隐,拨沙,鼠宝可梦,0.6m,12.0kg,255,"['50', '75', '85', '20', '30', '40', '300']"
#0028,#329,穿山王,冰/钢,沙隐,拨沙,鼠宝可梦,1.0m,29.5kg,90,"['75', '100', '110', '45', '55', '65', '450']"
#0037,#330,六尾,冰,引火,日照,狐狸宝可梦,0.6m,9.9kg,190,"['38', '41', '40', '50', '65', '65', '299']"
#0038,#331,九尾,冰/妖精,引火,日照,狐狸宝可梦,1.1m,19.9kg,75,"['73', '76', '75', '81', '100', '100', '505']"
#0582,#332,迷你冰,冰,冰冻之躯/雪隐,碎裂铠甲,新雪宝可梦,0.4m,5.7kg,255,"['36', '50', '50', '65', '60', '44', '305']"
#0583,#333,多多冰,冰,冰冻之躯/雪隐,碎裂铠甲,冰雪宝可梦,1.1m,41.0kg,120,"['51', '65', '65', '80', '75', '59', '395']"
#0584,#334,双倍多多冰,冰,冰冻之躯/降雪,碎裂铠甲,暴风雪宝可梦,1.3m,57.5kg,45,"['71', '95', '85', '110', '95', '79', '535']"
#0559,#335,滑滑小子,惡/格斗,自信过度/蜕皮,威吓,蜕皮宝可梦,0.6m,11.8kg,180,"['50', '75', '70', '35', '70', '48', '348']"
#0560,#336,头巾混混,惡/格斗,自信过度/蜕皮,威吓,恶党宝可梦,1.1m,30.0kg,90,"['65', '90', '115', '45', '115', '58', '488']"
#0624,#337,驹刀小兵,惡/钢,不服输/精神力,压迫感,利器宝可梦,0.5m,10.2kg,120,"['45', '85', '70', '40', '40', '60', '340']"
#0625,#338,劈斩司令,惡/钢,不服输/精神力,压迫感,刀刃宝可梦,1.6m,70.0kg,45,"['65', '125', '100', '60', '70', '70', '490']"
#0209,#339,布鲁,妖精,威吓/逃跑,胆怯,妖精宝可梦,0.6m,7.8kg,190,"['60', '80', '50', '40', '40', '30', '300']"
#0210,#340,布鲁皇,妖精,威吓/飞毛腿,胆怯,妖精宝可梦,1.4m,48.7kg,75,"['90', '120', '75', '60', '60', '45', '450']"
#0422,#341,无壳海兔,水,黏着/引水,沙之力,海兔宝可梦,0.3m,6.3kg,190,"['76', '48', '48', '57', '62', '34', '325']"
#0423,#342,海兔兽,水/地面,黏着/引水,沙之力,海兔宝可梦,0.9m,29.9kg,75,"['111', '83', '68', '92', '82', '39', '475']"
#0369,#343,古空棘鱼,水/岩石,坚硬脑袋/悠游自如,结实,长寿宝可梦,1.0m,23.4kg,25,"['100', '90', '130', '45', '65', '55', '485']"
#0781,#344,破破舵轮,幽灵/草,钢能力者,,碎藻宝可梦,3.9m,210.0kg,25,"['70', '131', '100', '86', '90', '40', '517']"
#0318,#345,利牙鱼,水/恶,粗糙皮肤,加速,凶猛宝可梦,0.8m,20.8kg,225,"['45', '90', '20', '65', '20', '65', '305']"
#0319,#346,巨牙鲨,水/恶,粗糙皮肤,加速,凶暴宝可梦,1.8m,88.8kg,60,"['70', '120', '40', '95', '40', '95', '460']"
#0690,#347,垃垃藻,毒/水,毒手/毒刺,适应力,似草宝可梦,0.5m,7.3kg,225,"['50', '60', '60', '60', '60', '30', '320']"
#0691,#348,毒藻龙,毒/龍,毒手/毒刺,适应力,似草宝可梦,1.8m,81.5kg,55,"['65', '75', '90', '97', '123', '44', '494']"
#0692,#349,铁臂枪虾,水,超级发射器,,水枪宝可梦,0.5m,8.3kg,225,"['50', '53', '62', '58', '63', '44', '330']"
#0693,#350,钢炮臂虾,水,超級發射器,,发射器宝可梦,1.3m,35.3kg,55,"['71', '73', '88', '120', '89', '59', '500']"
#0320,#351,吼吼鲸,水,迟钝/水幕,压迫感,球鲸宝可梦,2.0m,130.0kg,125,"['130', '70', '35', '70', '35', '60', '400']"
#0321,#352,吼鲸王,水,迟钝/水幕,压迫感,浮鲸宝可梦,14.5m,398.0kg,60,"['170', '90', '45', '90', '45', '60', '500']"
#0131,#353,拉普拉斯,水/冰,储水/硬壳盔甲,湿润之躯,乘载宝可梦,2.5m,220.0kg,45,"['130', '85', '80', '85', '95', '60', '535']"
#0357,#354,热带龙,草/飞行,太阳之力/叶绿素,收获,水果宝可梦,2.0m,100.0kg,200,"['99', '68', '83', '72', '87', '51', '460']"
#0102,#355,蛋蛋,草/超能力,叶绿素,收获,蛋宝可梦,0.4m,2.5kg,90,"['60', '40', '80', '60', '45', '40', '325']"
