全国编号,地区编号,名称,属性,普通特性,隐藏特性,类别,身高,体重,捕获率,种族值
#0837,#176,小炭仔,岩石,耐热/蒸汽机,引火,煤炭宝可梦,0.3m,12.0kg,255,"['30', '40', '50', '40', '50', '30', '240']"
#0838,#177,大炭车,岩石/火,火焰之躯/蒸汽机,引火,煤炭宝可梦,1.1m,78.0kg,120,"['80', '60', '90', '60', '70', '50', '410']"
#0839,#178,巨炭山,岩石/火,火焰之躯/蒸汽机,引火,煤炭宝可梦,2.8m,310.5kg,45,"['110', '80', '120', '80', '90', '30', '510']"
#0597,#179,种子铁球,草/钢,,铁刺,刺果宝可梦,0.6m,18.8kg,255,"['44', '50', '91', '24', '86', '10', '305']"
#0598,#180,坚果哑铃,草/钢,铁刺,危險預知,刺球宝可梦,1.0m,110.0kg,90,"['74', '94', '131', '54', '116', '20', '489']"
#0714,#181,嗡蝠,飞行/龙,察觉/穿透,心灵感应,音波宝可梦,0.5m,8.0kg,190,"['40', '30', '35', '45', '40', '55', '245']"
#0715,#182,音波龙,飞行/龙,察觉/穿透,心灵感应,音波宝可梦,1.5m,85.0kg,45,"['85', '70', '80', '97', '80', '123', '535']"
#0345,#183,触手百合,岩石/草,吸盘,引水,海百合宝可梦,1.0m,23.8kg,45,"['66', '41', '77', '61', '87', '23', '355']"
#0346,#184,摇篮百合,岩石/草,吸盘,引水,藤壶宝可梦,1.5m,60.4kg,45,"['86', '81', '97', '81', '107', '43', '495']"
#0347,#185,太古羽虫,岩石/虫,战斗盔甲,悠游自如,古虾宝可梦,0.7m,12.5kg,45,"['45', '95', '50', '40', '50', '75', '355']"
#0348,#186,太古盔甲,岩石/虫,战斗盔甲,悠游自如,甲胄宝可梦,1.5m,68.2kg,45,"['75', '125', '100', '70', '80', '45', '495']"
#0369,#187,古空棘鱼,水/岩石,坚硬脑袋/悠游自如,结实,长寿宝可梦,1.0m,23.4kg,25,"['100', '90', '130', '45', '65', '55', '485']"
#0349,#188,丑丑鱼,水,迟钝/悠游自如,适应力,鱼宝可梦,0.6m,7.4kg,255,"['20', '15', '20', '10', '55', '80', '200']"
#0350,#189,美纳斯,水,神奇鳞片/好胜,迷人之躯,慈爱宝可梦,6.2m,162.0kg,60,"['95', '60', '79', '100', '125', '81', '540']"
#0131,#190,拉普拉斯,水/冰,储水/硬壳盔甲,湿润之躯,乘载宝可梦,2.5m,220.0kg,45,"['130', '85', '80', '85', '95', '60', '535']"
#0304,#191,可可多拉,钢/岩石,坚硬脑袋/结实,重金属,铁铠宝可梦,0.4m,60.0kg,180,"['50', '70', '100', '40', '40', '30', '330']"
#0305,#192,可多拉,钢/岩石,坚硬脑袋/结实,重金属,铁铠宝可梦,0.9m,120.0kg,90,"['60', '90', '140', '50', '50', '40', '430']"
#0306,#193,波士可多拉,钢/岩石,坚硬脑袋/结实,重金属,铁铠宝可梦,2.1m,360.0kg,45,"['70', '110', '180', '60', '60', '50', '530']"
#0147,#194,迷你龙,龙,蜕皮,神奇鱗片,龙宝可梦,1.8m,3.3kg,45,"['41', '64', '45', '50', '50', '50', '300']"
#0148,#195,哈克龙,龙,蜕皮,神奇鱗片,龙宝可梦,4.0m,16.5kg,45,"['61', '84', '65', '70', '70', '70', '420']"
#0149,#196,快龙,龙/飞行,精神力,多重鳞片,龙宝可梦,2.2m,210.0kg,45,"['91', '134', '95', '100', '100', '80', '600']"
#0377,#197,雷吉洛克,岩石,恒净之躯,结实,岩山宝可梦,1.7m,230.0kg,3,"['80', '100', '200', '50', '100', '50', '580']"
#0378,#198,雷吉艾斯,冰,恒净之躯,冰冻之躯,冰山宝可梦,1.8m,175.0kg,3,"['80', '50', '100', '100', '200', '50', '580']"
#0379,#199,雷吉斯奇鲁,钢,恒净之躯,轻金属,黑金宝可梦,1.9m,205.0kg,3,"['80', '75', '150', '75', '150', '50', '580']"
#0894,#200,雷吉艾勒奇,电,电晶体,,电子宝可梦,1.2m,145.0kg,3,"['80', '100', '50', '100', '50', '200', '580']"
#0895,#201,雷吉铎拉戈,龙,龙颚,,龙玉宝可梦,2.1m,200.0kg,3,"['200', '100', '50', '100', '50', '80', '580']"
#0144,#202,急冻鸟,超能力/飞行,压迫感,雪隐,冰冻宝可梦,1.7m,55.4kg,3,"['90', '85', '100', '95', '125', '85', '580']"
#0145,#203,闪电鸟,格斗/飞行,压迫感,静电,电击宝可梦,1.6m,52.6kg,3,"['90', '90', '85', '125', '90', '100', '580']"
#0146,#204,火焰鸟,恶/飞行,压迫感,火焰之躯,火焰宝可梦,2.0m,60.0kg,3,"['90', '100', '90', '125', '85', '90', '580']"
#0638,#205,勾帕路翁,钢/格斗,正义之心,,铁心宝可梦,2.1m,250.0kg,3,"['91', '90', '129', '90', '72', '108', '580']"
#0639,#206,代拉基翁,岩石/格斗,正义之心,,岩窟宝可梦,1.9m,260.0kg,3,"['91', '129', '90', '72', '90', '108', '580']"
#0640,#207,毕力吉翁,草/格斗,正义之心,,草原宝可梦,2.0m,200.0kg,3,"['91', '90', '72', '90', '129', '108', '580']"
#0896,#208,雪暴马,冰,苍白嘶鸣,,烈马宝可梦,2.2m,800.0kg,3,"['100', '145', '130', '65', '110', '30', '580']"
#0897,#209,灵幽马,幽灵,漆黑嘶鸣,,骏马宝可梦,2.0m,44.5kg,3,"['100', '65', '60', '145', '80', '130', '580']"
#0898,#210,蕾冠王,超能力/草,紧张感,,国王宝可梦,1.1m,7.7kg,3,"['100', '80', '80', '80', '80', '80', '500']"
