全国编号,地区编号,名称,属性,普通特性,隐藏特性,类别,身高,体重,捕获率,种族值
#0114,#181,蔓藤怪,草,叶绿素/叶子防守,再生力,藤蔓状宝可梦,1.0m,35.0kg,45,"['65', '55', '115', '100', '40', '60', '435']"
#0465,#182,巨蔓藤,草,叶绿素/叶子防守,再生力,藤蔓状宝可梦,2.0m,128.6kg,30,"['100', '100', '125', '110', '50', '50', '535']"
#0193,#183,蜻蜻蜓,虫/飞行,加速/复眼,察觉,薄翼宝可梦,1.2m,38.0kg,75,"['65', '65', '45', '75', '45', '95', '390']"
#0469,#184,远古巨蜓,虫/飞行,加速/有色眼镜,察觉,勾蜓宝可梦,1.9m,51.5kg,30,"['86', '76', '86', '116', '56', '95', '515']"
#0357,#185,热带龙,草/飞行,叶绿素/太阳之力,收获,水果宝可梦,2.0m,100.0kg,200,"['99', '68', '83', '72', '87', '51', '460']"
#0111,#186,独角犀牛,地面/岩石,避雷针/坚硬脑袋,舍身,尖尖宝可梦,1.0m,115.0kg,120,"['80', '85', '95', '30', '30', '25', '345']"
#0112,#187,钻角犀兽,地面/岩石,避雷针/坚硬脑袋,舍身,钻锥宝可梦,1.9m,120.0kg,60,"['105', '130', '120', '45', '45', '40', '485']"
#0464,#188,超甲狂犀,地面/岩石,坚硬岩石/避雷针,舍身,钻锥宝可梦,2.4m,282.8kg,30,"['115', '140', '130', '55', '55', '40', '535']"
#0355,#189,夜巡灵,幽灵,飘浮,察觉,渡魂宝可梦,0.8m,15.0kg,190,"['20', '40', '90', '30', '90', '25', '295']"
#0356,#190,彷徨夜灵,幽灵,压迫感,察觉,招手宝可梦,1.6m,30.6kg,90,"['40', '70', '130', '60', '130', '25', '455']"
#0477,#191,黑夜魔灵,幽灵,压迫感,察觉,抓握宝可梦,2.2m,106.6kg,45,"['45', '100', '135', '65', '135', '45', '525']"
#0137,#192,多边兽,一般,复制/下载,分析,虚拟宝可梦,0.8m,36.5kg,45,"['65', '60', '70', '85', '75', '40', '395']"
#0233,#193,多边兽Ⅱ,一般,复制/下载,分析,虚拟宝可梦,0.6m,32.5kg,45,"['85', '80', '90', '105', '95', '60', '515']"
#0474,#194,多边兽Ｚ,一般,适应力/下载,分析,虚拟宝可梦,0.9m,34.0kg,30,"['85', '80', '70', '135', '75', '90', '535']"
#0123,#195,飞天螳螂,虫/飞行,蟲之預感/技术高手,不屈之心,螳螂宝可梦,1.5m,56.0kg,45,"['70', '110', '80', '55', '80', '105', '500']"
#0212,#196,巨钳螳螂,虫/钢,蟲之預感/技术高手,轻金属,钳子宝可梦,1.8m,118.0kg,25,"['70', '130', '100', '55', '80', '65', '500']"
#0239,#197,电击怪,电,静电,干劲,电气宝可梦,0.6m,23.5kg,45,"['45', '63', '37', '65', '55', '95', '360']"
#0125,#198,电击兽,电,静电,干劲,电击宝可梦,1.1m,30.0kg,45,"['65', '83', '57', '95', '85', '105', '490']"
#0466,#199,电击魔兽,电,电气引擎,干劲,雷电宝可梦,1.8m,138.6kg,30,"['75', '123', '67', '95', '85', '95', '540']"
#0240,#200,鸭嘴宝宝,火,火焰之躯,干劲,火种宝可梦,0.7m,21.4kg,45,"['45', '75', '37', '70', '55', '83', '365']"
#0126,#201,鸭嘴火兽,火,火焰之躯,干劲,吐火宝可梦,1.3m,44.5kg,45,"['65', '95', '57', '100', '85', '93', '495']"
#0467,#202,鸭嘴炎兽,火,火焰之躯,干劲,爆炎宝可梦,1.6m,68.0kg,30,"['75', '95', '67', '125', '95', '83', '540']"
#0220,#203,小山猪,冰/地面,雪隐/迟钝,厚脂肪,小猪宝可梦,0.4m,6.5kg,225,"['50', '50', '40', '30', '30', '50', '250']"
#0221,#204,长毛猪,冰/地面,雪隐/迟钝,厚脂肪,野猪宝可梦,1.1m,55.8kg,75,"['100', '100', '80', '60', '60', '50', '450']"
#0473,#205,象牙猪,冰/地面,雪隐/迟钝,厚脂肪,双牙宝可梦,2.5m,291.0kg,50,"['110', '130', '80', '70', '60', '80', '530']"
#0361,#206,雪童子,冰,精神力/冰冻之躯,心情不定,雪笠宝可梦,0.7m,16.8kg,190,"['50', '50', '50', '50', '50', '50', '300']"
#0362,#207,冰鬼护,冰,精神力/冰冻之躯,心情不定,脸面宝可梦,1.5m,256.5kg,75,"['80', '80', '80', '80', '80', '80', '480']"
#0478,#208,雪妖女,冰/幽灵,雪隐,诅咒之躯,雪国宝可梦,1.3m,26.6kg,75,"['70', '80', '70', '80', '70', '110', '480']"
#0359,#209,阿勃梭鲁,惡,超幸运/压迫感,正义之心,灾祸宝可梦,1.2m,47.0kg,30,"['65', '130', '60', '75', '60', '75', '465']"
#0487,#210,骑拉帝纳,幽灵/龙,压迫感,心灵感应,反抗宝可梦,4.5m,750.0kg,3,"['150', '100', '120', '100', '120', '90', '680']"
