全国编号,地区编号,名称,属性,普通特性,隐藏特性,类别,身高,体重,捕获率,种族值
#0158,#179,小锯鳄,水,激流,强行,大颚宝可梦,0.6m,9.5kg,45,"['50', '65', '64', '44', '48', '43', '314']"
#0159,#180,蓝鳄,水,激流,强行,大颚宝可梦,1.1m,25.0kg,45,"['65', '80', '80', '59', '63', '58', '405']"
#0160,#181,大力鳄,水,激流,强行,大颚宝可梦,2.3m,88.8kg,45,"['85', '105', '100', '79', '83', '78', '530']"
#0252,#182,木守宫,草,茂盛,轻装,林蜥宝可梦,0.5m,5.0kg,45,"['40', '45', '35', '65', '55', '70', '310']"
#0253,#183,森林蜥蜴,草,茂盛,轻装,林蜥宝可梦,0.9m,21.6kg,45,"['50', '65', '45', '85', '65', '95', '405']"
#0254,#184,蜥蜴王,草,茂盛,轻装,密林宝可梦,1.7m,52.2kg,45,"['70', '85', '65', '105', '85', '120', '530']"
#0255,#185,火稚鸡,火,猛火,加速,雏鸡宝可梦,0.4m,2.5kg,45,"['45', '60', '40', '70', '50', '45', '310']"
#0256,#186,力壮鸡,火/格斗,猛火,加速,幼鸡宝可梦,0.9m,19.5kg,45,"['60', '85', '60', '85', '60', '55', '405']"
#0257,#187,火焰鸡,火/格斗,猛火,加速,猛火宝可梦,1.9m,52.0kg,45,"['80', '120', '70', '110', '70', '80', '530']"
#0258,#188,水跃鱼,水,激流,湿气,沼鱼宝可梦,0.4m,7.6kg,45,"['50', '70', '50', '50', '50', '40', '310']"
#0259,#189,沼跃鱼,水/地面,激流,湿气,沼鱼宝可梦,0.7m,28.0kg,45,"['70', '85', '70', '60', '70', '50', '405']"
#0260,#190,巨沼怪,水/地面,激流,湿气,沼鱼宝可梦,1.5m,81.9kg,45,"['100', '110', '90', '85', '90', '60', '535']"
#0387,#191,草苗龟,草,茂盛,硬壳盔甲,嫩叶宝可梦,0.4m,10.2kg,45,"['55', '68', '64', '45', '55', '31', '318']"
#0388,#192,树林龟,草,茂盛,硬壳盔甲,树丛宝可梦,1.1m,97.0kg,45,"['75', '89', '85', '55', '65', '36', '405']"
#0389,#193,土台龟,草/地面,茂盛,硬壳盔甲,大陆宝可梦,2.2m,310.0kg,45,"['95', '109', '105', '75', '85', '56', '525']"
#0390,#194,小火焰猴,火,猛火,铁拳,小猴宝可梦,0.5m,6.2kg,45,"['44', '58', '44', '58', '44', '61', '309']"
#0391,#195,猛火猴,火/格斗,猛火,铁拳,顽皮宝可梦,0.9m,22.0kg,45,"['64', '78', '52', '78', '52', '81', '405']"
#0392,#196,烈焰猴,火/格斗,猛火,铁拳,火焰宝可梦,1.2m,55.0kg,45,"['76', '104', '71', '104', '71', '108', '534']"
#0393,#197,波加曼,水,激流,好胜,企鹅宝可梦,0.4m,5.2kg,45,"['53', '51', '53', '61', '56', '40', '314']"
#0394,#198,波皇子,水,激流,好胜,企鹅宝可梦,0.8m,23.0kg,45,"['64', '66', '68', '81', '76', '50', '405']"
#0395,#199,帝王拿波,水/钢,激流,好胜,皇帝宝可梦,1.7m,84.5kg,45,"['84', '86', '88', '111', '101', '60', '530']"
#0495,#200,藤藤蛇,草,茂盛,唱反调,草蛇宝可梦,0.6m,8.1kg,45,"['45', '45', '55', '45', '55', '63', '308']"
#0496,#201,青藤蛇,草,茂盛,唱反调,草蛇宝可梦,0.8m,16.0kg,45,"['60', '60', '75', '60', '75', '83', '413']"
#0497,#202,君主蛇,草,茂盛,唱反调,皇家宝可梦,3.3m,63.0kg,45,"['75', '75', '95', '75', '95', '113', '528']"
#0498,#203,暖暖猪,火,猛火,厚脂肪,火猪宝可梦,0.5m,9.9kg,45,"['65', '63', '45', '45', '45', '45', '308']"
#0499,#204,炒炒猪,火/格斗,猛火,厚脂肪,火猪宝可梦,1.0m,55.0kg,45,"['90', '93', '55', '70', '55', '55', '418']"
#0500,#205,炎武王,火/格斗,猛火,舍身,大火猪宝可梦,1.6m,150.0kg,45,"['110', '123', '65', '100', '65', '65', '528']"
#0501,#206,水水獭,水,激流,硬壳盔甲,海獭宝可梦,0.5m,5.9kg,45,"['55', '55', '45', '63', '45', '45', '308']"
#0502,#207,双刃丸,水,激流,硬壳盔甲,修行宝可梦,0.8m,24.5kg,45,"['75', '75', '60', '83', '60', '60', '413']"
#0503,#208,大剑鬼,水,激流,硬壳盔甲,威严宝可梦,1.5m,94.6kg,45,"['95', '100', '85', '108', '70', '70', '528']"
#0650,#209,哈力栗,草,茂盛,防弹,刺栗宝可梦,0.4m,9.0kg,45,"['56', '61', '65', '48', '45', '38', '313']"
#0651,#210,胖胖哈力,草,茂盛,防弹,刺铠宝可梦,0.7m,29.0kg,45,"['61', '78', '95', '56', '58', '57', '405']"
#0652,#211,布里卡隆,草/格斗,茂盛,防弹,刺铠宝可梦,1.6m,90.0kg,45,"['88', '107', '122', '74', '75', '64', '530']"
#0653,#212,火狐狸,火,猛火,魔术师,狐狸宝可梦,0.4m,9.4kg,45,"['40', '45', '40', '62', '60', '60', '307']"
#0654,#213,长尾火狐,火,猛火,魔术师,狐狸宝可梦,1.0m,14.5kg,45,"['59', '59', '58', '90', '70', '73', '409']"
#0655,#214,妖火红狐,火/超能力,猛火,魔术师,狐狸宝可梦,1.5m,39.0kg,45,"['75', '69', '72', '114', '100', '104', '534']"
#0656,#215,呱呱泡蛙,水,激流,变幻自如,泡蛙宝可梦,0.3m,7.0kg,45,"['41', '56', '40', '62', '44', '71', '314']"
#0657,#216,呱头蛙,水,激流,变幻自如,泡蛙宝可梦,0.6m,10.9kg,45,"['54', '63', '52', '83', '56', '97', '405']"
#0658,#217,甲贺忍蛙,水/恶,激流,变幻自如,忍者宝可梦,1.5m,40.0kg,45,"['72', '95', '67', '103', '71', '122', '530']"
#0722,#218,木木枭,草/飞行,茂盛,远隔,草羽宝可梦,0.3m,1.5kg,45,"['68', '55', '55', '50', '50', '42', '320']"
#0723,#219,投羽枭,草/飞行,茂盛,远隔,刃羽宝可梦,0.7m,16.0kg,45,"['78', '75', '75', '70', '70', '52', '420']"
#0724,#220,狙射树枭,草/幽灵,茂盛,远隔,箭羽宝可梦,1.6m,36.6kg,45,"['78', '107', '75', '100', '100', '70', '530']"
#0725,#221,火斑喵,火,猛火,威吓,火猫宝可梦,0.4m,4.3kg,45,"['45', '65', '40', '60', '40', '70', '320']"
#0726,#222,炎热喵,火,猛火,威吓,火猫宝可梦,0.7m,25.0kg,45,"['65', '85', '50', '80', '50', '90', '420']"
#0727,#223,炽焰咆哮虎,火/恶,猛火,威吓,反派宝可梦,1.8m,83.0kg,45,"['95', '115', '90', '80', '90', '60', '530']"
#0728,#224,球球海狮,水,激流,湿润之声,海狮宝可梦,0.4m,7.5kg,45,"['50', '54', '54', '66', '56', '40', '320']"
#0729,#225,花漾海狮,水,激流,湿润之声,偶像宝可梦,0.6m,17.5kg,45,"['60', '69', '69', '91', '81', '50', '420']"
#0730,#226,西狮海壬,水/妖精,激流,湿润之声,独唱者宝可梦,1.8m,44.0kg,45,"['80', '74', '74', '126', '116', '60', '530']"
#0810,#227,敲音猴,草,茂盛,青草制造者,小猴宝可梦,0.3m,5.0kg,45,"['50', '65', '50', '40', '40', '65', '310']"
#0811,#228,啪咚猴,草,茂盛,青草制造者,节拍宝可梦,0.7m,14.0kg,45,"['70', '85', '70', '55', '60', '80', '420']"
#0812,#229,轰擂金刚猩,草,茂盛,青草制造者,鼓手宝可梦,2.1m,90.0kg,45,"['100', '125', '90', '60', '70', '85', '530']"
#0813,#230,炎兔儿,火,猛火,自由者,兔子宝可梦,0.3m,4.5kg,45,"['50', '71', '40', '40', '40', '69', '310']"
#0814,#231,腾蹴小将,火,猛火,自由者,兔子宝可梦,0.6m,9.0kg,45,"['65', '86', '60', '55', '60', '94', '420']"
#0815,#232,闪焰王牌,火,猛火,自由者,前锋宝可梦,1.4m,33.0kg,45,"['80', '116', '75', '65', '75', '119', '530']"
#0816,#233,泪眼蜥,水,激流,狙击手,水蜥宝可梦,0.3m,4.0kg,45,"['50', '40', '40', '70', '40', '70', '310']"
#0817,#234,变涩蜥,水,激流,狙击手,水蜥宝可梦,0.7m,11.5kg,45,"['65', '60', '55', '95', '55', '90', '420']"
#0818,#235,千面避役,水,激流,狙击手,特工宝可梦,1.9m,45.2kg,45,"['70', '85', '65', '125', '65', '120', '530']"
#1020,#236,破空焰,火/龙,古代活性,,悖谬宝可梦,3.5m,590.0kg,10,"['105', '115', '121', '65', '93', '91', '590']"
#1021,#237,猛雷鼓,电/龙,古代活性,,悖谬宝可梦,5.2m,480.0kg,10,"['125', '73', '91', '137', '89', '75', '590']"
#1023,#238,铁头壳,钢/超能力,夸克充能,,悖谬宝可梦,1.6m,156.0kg,10,"['90', '72', '100', '122', '108', '98', '590']"
#1022,#239,铁磐岩,岩石/超能力,夸克充能,,悖谬宝可梦,1.5m,162.5kg,10,"['90', '120', '80', '68', '108', '124', '590']"
#1024,#240,太乐巴戈斯,一般,太晶变形,,太晶宝可梦,0.2m,6.5kg,255,"['90', '65', '85', '65', '85', '60', '450']"
#1009,#241,波荡水,水/龙,古代活性,,悖谬宝可梦,3.5m,280.0kg,5,"['99', '83', '91', '125', '83', '109', '590']"
#1010,#242,铁斑叶,草/超能力,夸克充能,,悖谬宝可梦,1.5m,125.0kg,5,"['90', '130', '88', '70', '108', '104', '590']"
#1025,#243,桃歹郎,毒/幽灵,毒傀儡,,支配宝可梦,0.3m,0.3kg,3,"['88', '88', '160', '88', '88', '88', '600']"
