全国编号,地区编号,名称,属性,普通特性,隐藏特性,类别,身高,体重,捕获率,种族值
#0073,#026,毒刺水母,水/毒,污泥浆/恒净之躯,雨盘,水母宝可梦,1.6m,55.0kg,60,"['80', '70', '65', '80', '120', '100', '515']"
#0320,#027,吼吼鲸,水,水幕/迟钝,压迫感,球鲸宝可梦,2.0m,130.0kg,125,"['130', '70', '35', '70', '35', '60', '400']"
#0321,#028,吼鲸王,水,水幕/迟钝,压迫感,浮鲸宝可梦,14.5m,398.0kg,60,"['170', '90', '45', '90', '45', '60', '500']"
#0370,#029,爱心鱼,水,悠游自如,湿润之躯,相随宝可梦,0.6m,8.7kg,225,"['43', '30', '55', '40', '65', '97', '330']"
#0690,#030,垃垃藻,毒/水,毒刺/毒手,适应力,似草宝可梦,0.5m,7.3kg,225,"['50', '60', '60', '60', '60', '30', '320']"
#0691,#031,毒藻龙,毒/龍,毒刺/毒手,适应力,似草宝可梦,1.8m,81.5kg,55,"['65', '75', '90', '97', '123', '44', '494']"
#0692,#032,铁臂枪虾,水,超级发射器,,水枪宝可梦,0.5m,8.3kg,225,"['50', '53', '62', '58', '63', '44', '330']"
#0693,#033,钢炮臂虾,水,超級發射器,,发射器宝可梦,1.3m,35.3kg,55,"['71', '73', '88', '120', '89', '59', '500']"
#0120,#034,海星星,水,发光/自然回复,分析,星形宝可梦,0.8m,34.5kg,225,"['30', '45', '55', '70', '55', '85', '340']"
#0121,#035,宝石海星,水/超能力,发光/自然回复,分析,谜宝可梦,1.1m,80.0kg,60,"['60', '75', '85', '100', '85', '115', '520']"
#0090,#036,大舌贝,水,硬壳盔甲/连续攻击,防尘,双壳贝宝可梦,0.3m,4.0kg,190,"['30', '65', '100', '45', '25', '40', '305']"
#0091,#037,刺甲贝,水/冰,硬壳盔甲/连续攻击,防尘,双壳贝宝可梦,1.5m,132.5kg,60,"['50', '95', '180', '85', '45', '70', '525']"
#0211,#038,千针鱼,水/毒,悠游自如/毒刺,威吓,气球宝可梦,0.5m,3.9kg,45,"['65', '95', '85', '55', '55', '85', '440']"
#0116,#039,墨海马,水,悠游自如/狙击手,湿气,龙宝可梦,0.4m,8.0kg,225,"['30', '40', '70', '70', '25', '60', '295']"
#0117,#040,海刺龙,水,狙击手/毒刺,湿气,龙宝可梦,1.2m,25.0kg,75,"['55', '65', '95', '95', '45', '85', '440']"
#0230,#041,刺龙王,水/龙,悠游自如/狙击手,湿气,龙宝可梦,1.8m,152.0kg,45,"['75', '95', '95', '95', '95', '85', '540']"
#0369,#042,古空棘鱼,水/岩石,悠游自如/坚硬脑袋,结实,长寿宝可梦,1.0m,23.4kg,25,"['100', '90', '130', '45', '65', '55', '485']"
#0551,#043,黑眼鳄,地面/惡,威吓/自信过度,愤怒穴位,沙漠鳄鱼宝可梦,0.7m,15.2kg,180,"['50', '72', '35', '35', '35', '65', '292']"
#0552,#044,混混鳄,地面/惡,威吓/自信过度,愤怒穴位,沙漠鳄鱼宝可梦,1.0m,33.4kg,90,"['60', '82', '45', '45', '45', '74', '351']"
#0553,#045,流氓鳄,地面/惡,威吓/自信过度,愤怒穴位,威吓宝可梦,1.5m,96.3kg,45,"['95', '117', '80', '65', '70', '92', '519']"
#0694,#046,伞电蜥,電/一般,干燥皮肤/沙隐,太阳之力,发电宝可梦,0.5m,6.0kg,190,"['44', '38', '33', '61', '43', '70', '289']"
#0695,#047,光电伞蜥,電/一般,干燥皮肤/沙隐,太阳之力,发电宝可梦,1.0m,21.0kg,75,"['62', '55', '52', '109', '94', '109', '481']"
#0449,#048,沙河马,地面,扬沙,沙之力,河马宝可梦,0.8m,49.5kg,140,"['68', '72', '78', '38', '42', '32', '330']"
#0450,#049,河马兽,地面,扬沙,沙之力,重量宝可梦,2.0m,300.0kg,60,"['108', '112', '118', '68', '72', '47', '525']"
#0111,#050,独角犀牛,地面/岩石,避雷针/坚硬脑袋,舍身,尖尖宝可梦,1.0m,115.0kg,120,"['80', '85', '95', '30', '30', '25', '345']"
#0112,#051,钻角犀兽,地面/岩石,避雷针/坚硬脑袋,舍身,钻锥宝可梦,1.9m,120.0kg,60,"['105', '130', '120', '45', '45', '40', '485']"
#0464,#052,超甲狂犀,地面/岩石,坚硬岩石/避雷针,舍身,钻锥宝可梦,2.4m,282.8kg,30,"['115', '140', '130', '55', '55', '40', '535']"
#0095,#053,大岩蛇,岩石/地面,结实/坚硬脑袋,碎裂铠甲,岩蛇宝可梦,8.8m,210.0kg,45,"['35', '45', '160', '30', '45', '70', '385']"
#0208,#054,大钢蛇,钢/地面,结实/坚硬脑袋,强行,铁蛇宝可梦,9.2m,400.0kg,25,"['75', '85', '200', '55', '65', '30', '510']"
#0527,#055,滚滚蝙蝠,超能力/飞行,笨拙/纯朴,单纯,蝙蝠宝可梦,0.4m,2.1kg,190,"['65', '45', '43', '55', '43', '72', '323']"
#0528,#056,心蝙蝠,超能力/飞行,笨拙/纯朴,单纯,求爱宝可梦,0.9m,10.5kg,45,"['67', '57', '55', '77', '55', '114', '425']"
#0066,#057,腕力,格斗,毅力/无防守,不屈之心,怪力宝可梦,0.8m,19.5kg,180,"['70', '80', '50', '35', '35', '35', '305']"
#0067,#058,豪力,格斗,毅力/无防守,不屈之心,怪力宝可梦,1.5m,70.5kg,90,"['80', '100', '70', '50', '60', '45', '405']"
#0068,#059,怪力,格斗,毅力/无防守,不屈之心,怪力宝可梦,1.6m,130.0kg,45,"['90', '130', '80', '65', '85', '55', '505']"
#0104,#060,卡拉卡拉,地面,坚硬脑袋/避雷针,战斗盔甲,孤独宝可梦,0.4m,6.5kg,190,"['50', '50', '95', '40', '50', '35', '320']"
#0105,#061,嘎啦嘎啦,地面,坚硬脑袋/避雷针,战斗盔甲,爱骨宝可梦,1.0m,45.0kg,75,"['60', '80', '110', '50', '80', '45', '425']"
#0115,#062,袋兽,一般,胆量/早起,精神力,亲子宝可梦,2.2m,80.0kg,45,"['105', '95', '80', '40', '80', '90', '490']"
#0303,#063,大嘴娃,钢/妖精,威吓/怪力钳,强行,欺骗宝可梦,0.6m,11.5kg,45,"['50', '85', '85', '55', '55', '50', '380']"
#0696,#064,宝宝暴龙,岩石/龍,强壮之颚,结实,幼君宝可梦,0.8m,26.0kg,45,"['58', '89', '77', '45', '45', '48', '362']"
#0697,#065,怪颚龙,岩石/龍,强壮之颚,坚硬脑袋,暴君宝可梦,2.5m,270.0kg,45,"['82', '121', '119', '69', '59', '71', '521']"
#0698,#066,冰雪龙,岩石/冰,冰冻皮肤,降雪,冻原宝可梦,1.3m,25.2kg,45,"['77', '59', '50', '67', '63', '46', '362']"
#0699,#067,冰雪巨龙,岩石/冰,冰凍皮膚,降雪,冻原宝可梦,2.7m,225.0kg,45,"['123', '77', '72', '99', '92', '58', '521']"
#0142,#068,化石翼龙,岩石/飞行,压迫感/坚硬脑袋,紧张感,化石宝可梦,1.8m,59.0kg,45,"['80', '105', '65', '60', '75', '130', '515']"
#0597,#069,种子铁球,草/钢,,铁刺,刺果宝可梦,0.6m,18.8kg,255,"['44', '50', '91', '24', '86', '10', '305']"
#0598,#070,坚果哑铃,草/钢,铁刺,危險預知,刺球宝可梦,1.0m,110.0kg,90,"['74', '94', '131', '54', '116', '20', '489']"
#0209,#071,布鲁,妖精,威吓/逃跑,胆怯,妖精宝可梦,0.6m,7.8kg,190,"['60', '80', '50', '40', '40', '30', '300']"
#0210,#072,布鲁皇,妖精,威吓/飞毛腿,胆怯,妖精宝可梦,1.4m,48.7kg,75,"['90', '120', '75', '60', '60', '45', '450']"
#0309,#073,落雷兽,电,静电/避雷针,负电,闪电宝可梦,0.6m,15.2kg,120,"['40', '45', '40', '65', '40', '65', '295']"
#0310,#074,雷电兽,电,静电/避雷针,负电,放电宝可梦,1.5m,40.2kg,45,"['70', '75', '60', '105', '60', '105', '475']"
#0228,#075,戴鲁比,惡/火,引火/早起,紧张感,阴暗宝可梦,0.6m,10.8kg,120,"['45', '60', '30', '80', '50', '65', '330']"
#0229,#076,黑鲁加,惡/火,引火/早起,紧张感,阴暗宝可梦,1.4m,35.0kg,45,"['75', '90', '50', '110', '80', '95', '500']"
#0133,#077,伊布,一般,逃跑/适应力,危险预知,进化宝可梦,0.3m,6.5kg,45,"['55', '55', '50', '45', '65', '55', '325']"
#0134,#078,水伊布,水,储水,湿润之躯,吐泡宝可梦,1.0m,29.0kg,45,"['130', '65', '60', '110', '95', '65', '525']"
#0135,#079,雷伊布,电,蓄电,飞毛腿,雷宝可梦,0.8m,24.5kg,45,"['65', '65', '60', '110', '95', '130', '525']"
#0136,#080,火伊布,火,引火,毅力,火宝可梦,0.9m,25.0kg,45,"['65', '130', '60', '95', '110', '65', '525']"
#0196,#081,太阳伊布,超能力,同步,魔法镜,太阳宝可梦,0.9m,26.5kg,45,"['65', '65', '60', '130', '95', '110', '525']"
#0197,#082,月亮伊布,惡,同步,精神力,月光宝可梦,1.0m,27.0kg,45,"['95', '65', '110', '60', '130', '65', '525']"
#0470,#083,叶伊布,草,叶子防守,叶绿素,新绿宝可梦,1.0m,25.5kg,45,"['65', '110', '130', '60', '65', '95', '525']"
#0471,#084,冰伊布,冰,雪隐,冰冻之躯,新雪宝可梦,0.8m,25.9kg,45,"['65', '60', '110', '130', '95', '65', '525']"
#0700,#085,仙子伊布,妖精,迷人之軀,妖精皮肤,连结宝可梦,1.0m,23.5kg,45,"['95', '65', '65', '110', '130', '60', '525']"
#0587,#086,电飞鼠,电/飞行,静电,电气引擎,飞鼠宝可梦,0.4m,5.0kg,200,"['55', '75', '60', '75', '60', '103', '428']"
#0193,#087,蜻蜻蜓,虫/飞行,加速/复眼,察觉,薄翼宝可梦,1.2m,38.0kg,75,"['65', '65', '45', '75', '45', '95', '390']"
#0469,#088,远古巨蜓,虫/飞行,加速/有色眼镜,察觉,勾蜓宝可梦,1.9m,51.5kg,30,"['86', '76', '86', '116', '56', '95', '515']"
#0701,#089,摔角鹰人,格斗/飞行,轻装/柔软,破格,摔角宝可梦,0.8m,21.5kg,100,"['78', '92', '75', '74', '63', '118', '500']"
#0561,#090,象征鸟,超能力/飞行,魔法防守/奇迹皮肤,有色眼镜,似鸟宝可梦,1.4m,14.0kg,45,"['72', '58', '80', '103', '80', '97', '490']"
#0622,#091,泥偶小人,地面/幽灵,笨拙/铁拳,无防守,魔像宝可梦,1.0m,92.0kg,190,"['59', '74', '50', '35', '50', '35', '303']"
#0623,#092,泥偶巨人,地面/幽灵,笨拙/铁拳,无防守,魔像宝可梦,2.8m,330.0kg,90,"['89', '124', '80', '55', '80', '55', '483']"
#0299,#093,朝北鼻,岩石,结实/磁力,沙之力,罗盘宝可梦,1.0m,97.0kg,255,"['30', '45', '135', '45', '90', '30', '375']"
#0476,#094,大朝北鼻,岩石/钢,结实/磁力,沙之力,罗盘宝可梦,1.4m,340.0kg,60,"['60', '55', '145', '75', '150', '40', '525']"
#0296,#095,幕下力士,格斗,毅力/厚脂肪,强行,毅力宝可梦,1.0m,86.4kg,180,"['72', '60', '30', '20', '30', '25', '237']"
#0297,#096,铁掌力士,格斗,毅力/厚脂肪,强行,猛推宝可梦,2.3m,253.8kg,200,"['144', '120', '60', '40', '60', '50', '474']"
#0538,#097,投摔鬼,格斗,毅力/精神力,破格,柔道宝可梦,1.3m,55.5kg,45,"['120', '100', '85', '30', '85', '45', '465']"
#0539,#098,打击鬼,格斗,结实/精神力,破格,空手道宝可梦,1.4m,51.0kg,45,"['75', '125', '75', '30', '75', '85', '465']"
#0396,#099,姆克儿,一般/飞行,锐利目光,捨身,椋鸟宝可梦,0.3m,2.0kg,255,"['40', '55', '30', '30', '30', '60', '245']"
#0397,#100,姆克鸟,一般/飞行,威吓,舍身,椋鸟宝可梦,0.6m,15.5kg,120,"['55', '75', '50', '40', '40', '80', '340']"
#0398,#101,姆克鹰,一般/飞行,威吓,舍身,猛禽宝可梦,1.2m,24.9kg,45,"['85', '120', '70', '50', '60', '100', '485']"
#0434,#102,臭鼬噗,毒/惡,恶臭/引爆,锐利目光,臭鼬宝可梦,0.4m,19.2kg,225,"['63', '63', '47', '41', '41', '74', '329']"
#0435,#103,坦克臭鼬,毒/惡,恶臭/引爆,锐利目光,臭鼬宝可梦,1.0m,38.0kg,60,"['103', '93', '67', '71', '61', '84', '479']"
#0029,#104,尼多兰,毒,斗争心/毒刺,活力,毒针宝可梦,0.4m,7.0kg,235,"['55', '47', '52', '40', '40', '41', '275']"
#0030,#105,尼多娜,毒,斗争心/毒刺,活力,毒针宝可梦,0.8m,20.0kg,120,"['70', '62', '67', '55', '55', '56', '365']"
#0031,#106,尼多后,毒/地面,斗争心/毒刺,强行,钻锥宝可梦,1.3m,60.0kg,45,"['90', '92', '87', '75', '85', '76', '505']"
#0032,#107,尼多朗,毒,斗争心/毒刺,活力,毒针宝可梦,0.5m,9.0kg,235,"['46', '57', '40', '40', '40', '50', '273']"
#0033,#108,尼多力诺,毒,斗争心/毒刺,活力,毒针宝可梦,0.9m,19.5kg,120,"['61', '72', '57', '55', '55', '65', '365']"
#0034,#109,尼多王,毒/地面,斗争心/毒刺,强行,钻锥宝可梦,1.4m,62.0kg,45,"['81', '102', '77', '85', '75', '85', '505']"
#0702,#110,咚咚鼠,電/妖精,捡拾/颊囊,正电,天线宝可梦,0.2m,2.2kg,200,"['67', '58', '57', '81', '67', '101', '431']"
#0433,#111,铃铛响,超能力,飘浮,,铃铛宝可梦,0.2m,0.6kg,120,"['45', '30', '50', '65', '50', '45', '285']"
#0358,#112,风铃铃,超能力,飘浮,,风铃宝可梦,0.6m,1.0kg,45,"['75', '50', '80', '95', '90', '65', '455']"
#0439,#113,魔尼尼,超能力/妖精,隔音/过滤,技术高手,默剧宝可梦,0.6m,13.0kg,145,"['20', '25', '45', '70', '90', '60', '310']"
#0122,#114,魔墙人偶,超能力/妖精,隔音/过滤,技术高手,屏障宝可梦,1.3m,54.5kg,45,"['40', '45', '65', '100', '120', '90', '460']"
#0577,#115,单卵细胞球,超能力,魔法防守/防尘,再生力,细胞宝可梦,0.3m,1.0kg,200,"['45', '30', '40', '105', '50', '20', '290']"
#0578,#116,双卵细胞球,超能力,魔法防守/防尘,再生力,分割宝可梦,0.6m,8.0kg,100,"['65', '40', '50', '125', '60', '30', '370']"
#0579,#117,人造细胞卵,超能力,魔法防守/防尘,再生力,增幅宝可梦,1.0m,20.1kg,50,"['110', '65', '75', '125', '85', '30', '490']"
#0360,#118,小果然,超能力,踩影,心灵感应,开朗宝可梦,0.6m,14.0kg,125,"['95', '23', '48', '23', '48', '23', '260']"
#0202,#119,果然翁,超能力,踩影,心灵感应,忍耐宝可梦,1.3m,28.5kg,45,"['190', '33', '58', '33', '58', '33', '405']"
#0524,#120,石丸子,岩石,结实/碎裂铠甲,沙之力,地幔宝可梦,0.4m,18.0kg,255,"['55', '75', '85', '25', '25', '15', '280']"
#0525,#121,地幔岩,岩石,结实/碎裂铠甲,沙之力,矿石宝可梦,0.9m,102.0kg,120,"['70', '105', '105', '50', '40', '20', '390']"
#0526,#122,庞岩怪,岩石,扬沙/结实,沙之力,高压宝可梦,1.7m,260.0kg,45,"['85', '135', '130', '60', '80', '25', '515']"
#0302,#123,勾魂眼,惡/幽灵,锐利目光/慢出,恶作剧之心,黑暗宝可梦,0.5m,11.0kg,45,"['50', '75', '75', '65', '65', '50', '380']"
#0703,#124,小碎钻,岩石/妖精,恆淨之軀,结实,宝石宝可梦,0.3m,5.7kg,60,"['50', '50', '150', '50', '150', '50', '500']"
#0128,#125,肯泰罗,一般,威吓/愤怒穴位,强行,暴牛宝可梦,1.4m,88.4kg,45,"['75', '100', '95', '40', '70', '110', '490']"
#0241,#126,大奶罐,一般,胆量/厚脂肪,食草,奶牛宝可梦,1.2m,75.5kg,45,"['95', '80', '105', '40', '70', '100', '490']"
#0179,#127,咩利羊,电,静电,正电,绵毛宝可梦,0.6m,7.8kg,235,"['55', '40', '40', '65', '45', '35', '280']"
#0180,#128,茸茸羊,电,静电,正电,绵毛宝可梦,0.8m,13.3kg,120,"['70', '55', '55', '80', '60', '45', '365']"
#0181,#129,电龙,电,静电,正电,灯宝可梦,1.4m,61.5kg,45,"['90', '75', '85', '115', '90', '55', '510']"
#0127,#130,凯罗斯,虫,破格/怪力钳,自信过度,锹形虫宝可梦,1.5m,55.0kg,45,"['65', '125', '100', '55', '70', '85', '500']"
#0214,#131,赫拉克罗斯,虫/格斗,蟲之預感/毅力,自信过度,独角宝可梦,1.5m,54.0kg,45,"['80', '125', '75', '40', '95', '85', '500']"
#0417,#132,帕奇利兹,电,捡拾/逃跑,蓄电,电松鼠宝可梦,0.4m,3.9kg,200,"['60', '45', '70', '45', '90', '95', '405']"
#0079,#133,呆呆兽,水/超能力,我行我素/迟钝,再生力,憨憨宝可梦,1.2m,36.0kg,190,"['90', '65', '65', '40', '40', '15', '315']"
#0080,#134,呆壳兽,水/超能力,我行我素/迟钝,再生力,寄居蟹宝可梦,1.6m,78.5kg,75,"['95', '75', '110', '100', '80', '30', '490']"
#0199,#135,呆呆王,水/超能力,我行我素/迟钝,再生力,王者宝可梦,2.0m,79.5kg,70,"['95', '75', '80', '100', '110', '30', '490']"
#0102,#136,蛋蛋,草/超能力,叶绿素,收获,蛋宝可梦,0.4m,2.5kg,90,"['60', '40', '80', '60', '45', '40', '325']"
#0103,#137,椰蛋树,草/超能力,叶绿素,收获,椰子宝可梦,2.0m,120.0kg,45,"['95', '95', '85', '125', '75', '55', '530']"
#0441,#138,聒噪鸟,一般/飞行,锐利目光/蹒跚,健壮胸肌,音符宝可梦,0.5m,1.9kg,30,"['76', '65', '45', '92', '42', '91', '411']"
#0458,#139,小球飞鱼,水/飞行,悠游自如/储水,水幕,风筝宝可梦,1.0m,65.0kg,25,"['45', '20', '50', '60', '120', '50', '345']"
#0226,#140,巨翅飞鱼,水/飞行,悠游自如/储水,水幕,风筝宝可梦,2.1m,220.0kg,25,"['85', '40', '70', '80', '140', '70', '485']"
#0366,#141,珍珠贝,水,硬壳盔甲,胆怯,双壳贝宝可梦,0.4m,52.5kg,255,"['35', '64', '85', '74', '55', '32', '345']"
#0367,#142,猎斑鱼,水,悠游自如,水幕,深海宝可梦,1.7m,27.0kg,60,"['55', '104', '105', '94', '75', '52', '485']"
#0368,#143,樱花鱼,水,悠游自如,湿润之躯,南海宝可梦,1.8m,22.6kg,60,"['55', '84', '105', '114', '75', '52', '485']"
#0223,#144,铁炮鱼,水,狙击手/活力,心情不定,喷射宝可梦,0.6m,12.0kg,190,"['35', '65', '35', '65', '35', '65', '300']"
#0224,#145,章鱼桶,水,吸盘/狙击手,心情不定,喷射宝可梦,0.9m,28.5kg,75,"['75', '105', '75', '105', '75', '45', '480']"
#0222,#146,太阳珊瑚,水/岩石,自然回复/活力,再生力,珊瑚宝可梦,0.6m,5.0kg,60,"['65', '55', '95', '65', '95', '35', '410']"
#0170,#147,灯笼鱼,水/电,发光/蓄电,储水,琵琶鱼宝可梦,0.5m,12.0kg,190,"['75', '38', '38', '56', '56', '67', '330']"
#0171,#148,电灯怪,水/电,发光/蓄电,储水,灯宝可梦,1.2m,22.5kg,75,"['125', '58', '58', '76', '76', '67', '460']"
#0594,#149,保姆曼波,水,治愈之心/湿润之躯,再生力,看护宝可梦,1.2m,31.6kg,75,"['165', '75', '80', '40', '45', '65', '470']"
#0131,#150,拉普拉斯,水/冰,硬壳盔甲/储水,湿润之躯,乘载宝可梦,2.5m,220.0kg,45,"['130', '85', '80', '85', '95', '60', '535']"
#0144,#151,急冻鸟,冰/飞行,压迫感,雪隐,冰冻宝可梦,1.7m,55.4kg,3,"['90', '85', '100', '95', '125', '85', '580']"
#0145,#152,闪电鸟,电/飞行,压迫感,静电,电击宝可梦,1.6m,52.6kg,3,"['90', '90', '85', '125', '90', '100', '580']"
#0146,#153,火焰鸟,火/飞行,压迫感,火焰之躯,火焰宝可梦,2.0m,60.0kg,3,"['90', '100', '90', '125', '85', '90', '580']"
#0050,#001,地鼠,地面,沙隐/沙穴,沙之力,鼹鼠宝可梦,0.2m,0.8kg,255,"['10', '55', '25', '35', '45', '95', '265']"
#0051,#002,三地鼠,地面,沙隐/沙穴,沙之力,鼹鼠宝可梦,0.7m,33.3kg,50,"['35', '100', '50', '50', '70', '120', '425']"
#0328,#003,大颚蚁,地面,怪力钳/沙穴,强行,蚁狮宝可梦,0.7m,15.0kg,255,"['45', '100', '45', '45', '45', '10', '290']"
#0329,#004,超音波幼虫,地面/龙,飘浮,,震动宝可梦,1.1m,15.3kg,120,"['50', '70', '50', '50', '50', '70', '340']"
#0330,#005,沙漠蜻蜓,地面/龙,飘浮,,神秘宝可梦,2.0m,82.0kg,45,"['80', '100', '80', '80', '80', '100', '520']"
#0443,#006,圆陆鲨,龙/地面,沙隐,粗糙皮肤,陆鲨宝可梦,0.7m,20.5kg,45,"['58', '70', '45', '40', '45', '42', '300']"
#0444,#007,尖牙陆鲨,龙/地面,沙隐,粗糙皮肤,洞穴宝可梦,1.4m,56.0kg,45,"['68', '90', '65', '50', '55', '82', '410']"
#0445,#008,烈咬陆鲨,龙/地面,沙隐,粗糙皮肤,音速宝可梦,1.9m,95.0kg,45,"['108', '130', '95', '80', '85', '102', '600']"
#0074,#009,小拳石,岩石/地面,结实/坚硬脑袋,沙隐,岩石宝可梦,0.4m,20.0kg,255,"['40', '80', '100', '30', '30', '20', '300']"
#0075,#010,隆隆石,岩石/地面,结实/坚硬脑袋,沙隐,岩石宝可梦,1.0m,105.0kg,120,"['55', '95', '115', '45', '45', '35', '390']"
#0076,#011,隆隆岩,岩石/地面,结实/坚硬脑袋,沙隐,重量级宝可梦,1.4m,300.0kg,45,"['80', '120', '130', '55', '65', '45', '495']"
#0218,#012,熔岩虫,火,熔岩铠甲/火焰之躯,碎裂铠甲,熔岩宝可梦,0.7m,35.0kg,190,"['40', '40', '40', '70', '40', '20', '250']"
#0219,#013,熔岩蜗牛,火/岩石,熔岩铠甲/火焰之躯,碎裂铠甲,熔岩宝可梦,0.8m,55.0kg,75,"['60', '50', '120', '90', '80', '30', '430']"
#0213,#014,壶壶,虫/岩石,结实/贪吃鬼,唱反调,发酵宝可梦,0.6m,20.5kg,190,"['20', '10', '230', '10', '230', '5', '505']"
#0451,#015,钳尾蝎,毒/虫,狙击手/战斗盔甲,锐利目光,蝎子宝可梦,0.8m,12.0kg,120,"['40', '50', '90', '30', '55', '65', '330']"
#0452,#016,龙王蝎,毒/惡,狙击手/战斗盔甲,锐利目光,蝎怪宝可梦,1.3m,61.5kg,45,"['70', '90', '110', '60', '75', '95', '500']"
#0194,#017,乌波,水/地面,储水/湿气,纯朴,水鱼宝可梦,0.4m,8.5kg,255,"['55', '45', '45', '25', '25', '15', '210']"
#0195,#018,沼王,水/地面,储水/湿气,纯朴,水鱼宝可梦,1.4m,75.0kg,90,"['95', '85', '85', '65', '65', '35', '430']"
#0704,#019,黏黏宝,龙,食草/湿润之躯,黏滑,软体生物宝可梦,0.3m,2.8kg,45,"['45', '50', '35', '55', '75', '40', '300']"
#0705,#020,黏美儿,龙,食草/湿润之躯,黏滑,软体生物宝可梦,0.8m,17.5kg,45,"['68', '75', '53', '83', '113', '60', '452']"
#0706,#021,黏美龙,龙,食草/湿润之躯,黏滑,龙宝可梦,2.0m,150.5kg,45,"['90', '100', '70', '110', '150', '80', '600']"
#0588,#022,盖盖虫,虫,蜕皮/虫之预感,无防守,啃咬宝可梦,0.5m,5.9kg,200,"['50', '75', '45', '40', '45', '60', '315']"
#0589,#023,骑士蜗牛,虫/钢,蟲之預感/硬壳盔甲,防尘,骑兵宝可梦,1.0m,33.0kg,75,"['70', '135', '105', '60', '105', '20', '495']"
#0616,#024,小嘴蜗,虫,硬壳盔甲/湿润之躯,防尘,蜗牛宝可梦,0.4m,7.7kg,200,"['50', '40', '85', '40', '65', '25', '305']"
#0617,#025,敏捷虫,虫,黏着/湿润之躯,轻装,脱壳宝可梦,0.8m,25.3kg,75,"['80', '70', '40', '100', '60', '145', '495']"
#0069,#026,喇叭芽,草/毒,叶绿素,贪吃鬼,花宝可梦,0.7m,4.0kg,255,"['50', '75', '35', '70', '30', '40', '300']"
#0070,#027,口呆花,草/毒,叶绿素,贪吃鬼,捕蝇宝可梦,1.0m,6.4kg,120,"['65', '90', '50', '85', '45', '55', '390']"
#0071,#028,大食花,草/毒,叶绿素,贪吃鬼,捕蝇宝可梦,1.7m,15.5kg,45,"['80', '105', '65', '100', '70', '70', '490']"
#0455,#029,尖牙笼,草,飘浮,,捕虫宝可梦,1.4m,27.0kg,200,"['74', '100', '72', '90', '72', '46', '454']"
#0092,#030,鬼斯,幽灵/毒,飘浮,,气体状宝可梦,1.3m,0.1kg,190,"['30', '35', '30', '100', '35', '80', '310']"
#0093,#031,鬼斯通,幽灵/毒,飘浮,,气体状宝可梦,1.6m,0.1kg,90,"['45', '50', '45', '115', '55', '95', '405']"
#0094,#032,耿鬼,幽灵/毒,诅咒之躯,,影子宝可梦,1.5m,40.5kg,45,"['60', '65', '60', '130', '75', '110', '500']"
#0060,#033,蚊香蝌蚪,水,储水/湿气,悠游自如,蝌蚪宝可梦,0.6m,12.4kg,255,"['40', '50', '40', '40', '40', '90', '300']"
#0061,#034,蚊香君,水,储水/湿气,悠游自如,蝌蚪宝可梦,1.0m,20.0kg,120,"['65', '65', '65', '50', '50', '90', '385']"
#0062,#035,蚊香泳士,水/格斗,储水/湿气,悠游自如,蝌蚪宝可梦,1.3m,54.0kg,45,"['90', '95', '95', '70', '90', '70', '510']"
#0186,#036,蚊香蛙皇,水,储水/湿气,降雨,蛙宝可梦,1.1m,33.9kg,45,"['90', '75', '75', '90', '100', '70', '500']"
#0023,#037,阿柏蛇,毒,威吓/蜕皮,紧张感,蛇宝可梦,2.0m,6.9kg,255,"['35', '60', '44', '40', '54', '55', '288']"
#0024,#038,阿柏怪,毒,威吓/蜕皮,紧张感,眼镜蛇宝可梦,3.5m,65.0kg,90,"['60', '95', '69', '65', '79', '80', '448']"
#0618,#039,泥巴鱼,电/地面,静电/柔软,沙隐,陷阱宝可梦,0.7m,11.0kg,75,"['109', '66', '84', '81', '99', '32', '471']"
#0339,#040,泥泥鳅,水/地面,危险预知/迟钝,湿润之躯,须鱼宝可梦,0.4m,1.9kg,190,"['50', '48', '43', '46', '41', '60', '288']"
#0340,#041,鲶鱼王,水/地面,危险预知/迟钝,湿润之躯,须鱼宝可梦,0.9m,23.6kg,75,"['110', '78', '73', '76', '71', '60', '468']"
#0509,#042,扒手猫,惡,轻装/柔软,恶作剧之心,坏心眼宝可梦,0.4m,10.1kg,255,"['41', '50', '37', '50', '37', '66', '281']"
#0510,#043,酷豹,惡,轻装/柔软,恶作剧之心,冷酷宝可梦,1.1m,37.5kg,90,"['64', '88', '50', '88', '50', '106', '446']"
#0261,#044,土狼犬,惡,飞毛腿/逃跑,胆怯,紧咬宝可梦,0.5m,13.6kg,255,"['35', '55', '35', '30', '30', '35', '220']"
#0262,#045,大狼犬,惡,威吓/飞毛腿,自信过度,紧咬宝可梦,1.0m,37.0kg,127,"['70', '90', '70', '60', '60', '70', '420']"
#0504,#046,探探鼠,一般,锐利目光/逃跑,分析,放哨宝可梦,0.5m,11.6kg,255,"['45', '55', '39', '35', '39', '42', '255']"
#0505,#047,步哨鼠,一般,发光/锐利目光,分析,警戒宝可梦,1.1m,27.0kg,255,"['60', '85', '69', '60', '69', '77', '420']"
#0624,#048,驹刀小兵,惡/钢,不服输/精神力,压迫感,利器宝可梦,0.5m,10.2kg,120,"['45', '85', '70', '40', '40', '60', '340']"
#0625,#049,劈斩司令,惡/钢,不服输/精神力,压迫感,刀刃宝可梦,1.6m,70.0kg,45,"['65', '125', '100', '60', '70', '70', '490']"
