全国编号,地区编号,名称,属性,普通特性,隐藏特性,类别,身高,体重,捕获率,种族值
#0082,#178,三合一磁怪,电/钢,磁力/结实,分析,磁铁宝可梦,1.0m,60.0kg,60,"['50', '60', '95', '120', '70', '70', '465']"
#0462,#179,自爆磁怪,电/钢,磁力/结实,分析,磁场宝可梦,1.2m,180.0kg,30,"['70', '70', '115', '130', '90', '60', '535']"
#0436,#180,铜镜怪,钢/超能力,耐热/飘浮,重金属,青铜宝可梦,0.5m,60.5kg,255,"['57', '24', '86', '24', '86', '23', '300']"
#0437,#181,青铜钟,钢/超能力,耐热/飘浮,重金属,铜钟宝可梦,1.3m,187.0kg,90,"['67', '89', '116', '79', '116', '33', '500']"
#0239,#182,电击怪,电,静电,干劲,电气宝可梦,0.6m,23.5kg,45,"['45', '63', '37', '65', '55', '95', '360']"
#0125,#183,电击兽,电,静电,干劲,电击宝可梦,1.1m,30.0kg,45,"['65', '83', '57', '95', '85', '105', '490']"
#0466,#184,电击魔兽,电,电气引擎,干劲,雷电宝可梦,1.8m,138.6kg,30,"['75', '123', '67', '95', '85', '95', '540']"
#0207,#185,天蝎,地面/飞行,怪力钳/沙隐,免疫,飞蝎宝可梦,1.1m,64.8kg,60,"['65', '75', '105', '35', '65', '85', '430']"
#0472,#186,天蝎王,地面/飞行,怪力钳/沙隐,毒疗,牙蝎宝可梦,2.0m,42.5kg,30,"['75', '95', '125', '45', '75', '95', '510']"
#0443,#187,圆陆鲨,龙/地面,沙隐,粗糙皮肤,陆鲨宝可梦,0.7m,20.5kg,45,"['58', '70', '45', '40', '45', '42', '300']"
#0444,#188,尖牙陆鲨,龙/地面,沙隐,粗糙皮肤,洞穴宝可梦,1.4m,56.0kg,45,"['68', '90', '65', '50', '55', '82', '410']"
#0445,#189,烈咬陆鲨,龙/地面,沙隐,粗糙皮肤,音速宝可梦,1.9m,95.0kg,45,"['108', '130', '95', '80', '85', '102', '600']"
#0299,#190,朝北鼻,岩石,磁力/结实,沙之力,罗盘宝可梦,1.0m,97.0kg,255,"['30', '45', '135', '45', '90', '30', '375']"
#0476,#191,大朝北鼻,岩石/钢,磁力/结实,沙之力,罗盘宝可梦,1.4m,340.0kg,60,"['60', '55', '145', '75', '150', '40', '525']"
#0100,#192,霹雳电球,电/草,隔音/静电,引爆,球宝可梦,0.5m,10.4kg,190,"['40', '30', '50', '55', '55', '100', '330']"
#0101,#193,顽皮雷弹,电/草,隔音/静电,引爆,球宝可梦,1.2m,66.6kg,60,"['60', '50', '70', '80', '80', '150', '490']"
#0479,#194,洛托姆,电/幽灵,飘浮,,等离子宝可梦,0.3m,0.3kg,45,"['50', '50', '77', '95', '77', '91', '440']"
#0433,#195,铃铛响,超能力,飘浮,,铃铛宝可梦,0.2m,0.6kg,120,"['45', '30', '50', '65', '50', '45', '285']"
#0358,#196,风铃铃,超能力,飘浮,,风铃宝可梦,0.6m,1.0kg,45,"['75', '50', '80', '95', '90', '65', '455']"
#0200,#197,梦妖,幽灵,飘浮,,夜啼宝可梦,0.7m,1.0kg,45,"['60', '60', '60', '85', '85', '85', '435']"
#0429,#198,梦妖魔,幽灵,飘浮,,魔法宝可梦,0.9m,4.4kg,45,"['60', '60', '60', '105', '105', '105', '495']"
#0173,#199,皮宝宝,妖精,迷人之躯/魔法防守,友情防守,星形宝可梦,0.3m,3.0kg,150,"['50', '25', '28', '45', '55', '15', '218']"
#0035,#200,皮皮,妖精,迷人之躯/魔法防守,友情防守,妖精宝可梦,0.6m,7.5kg,150,"['70', '45', '48', '60', '65', '35', '323']"
#0036,#201,皮可西,妖精,迷人之躯/魔法防守,纯朴,妖精宝可梦,1.3m,40.0kg,25,"['95', '70', '73', '95', '90', '60', '483']"
#0215,#202,狃拉,格斗/毒,锐利目光/精神力,顺手牵羊,钩爪宝可梦,0.9m,28.0kg,60,"['55', '95', '55', '35', '75', '115', '430']"
#0215,#202,狃拉,恶/冰,锐利目光/精神力,顺手牵羊,钩爪宝可梦,0.9m,28.0kg,60,"['55', '95', '55', '35', '75', '115', '430']"
#0903,#203,大狃拉,格斗/毒,轻装/压迫感,毒手,攀崖宝可梦,1.3m,43.0kg,20,"['80', '130', '60', '40', '80', '120', '510']"
#0461,#204,玛狃拉,恶/冰,压迫感,顺手牵羊,钩爪宝可梦,1.1m,34.0kg,45,"['70', '120', '65', '45', '85', '125', '510']"
#0361,#205,雪童子,冰,精神力/冰冻之躯,心情不定,雪笠宝可梦,0.7m,16.8kg,190,"['50', '50', '50', '50', '50', '50', '300']"
#0362,#206,冰鬼护,冰,精神力/冰冻之躯,心情不定,脸面宝可梦,1.5m,256.5kg,75,"['80', '80', '80', '80', '80', '80', '480']"
#0478,#207,雪妖女,冰/幽灵,雪隐,诅咒之躯,雪国宝可梦,1.3m,26.6kg,75,"['70', '80', '70', '80', '70', '110', '480']"
#0408,#208,头盖龙,岩石,破格,强行,头锤宝可梦,0.9m,31.5kg,45,"['67', '125', '40', '30', '30', '58', '350']"
#0409,#209,战槌龙,岩石,破格,强行,头锤宝可梦,1.6m,102.5kg,45,"['97', '165', '60', '65', '50', '58', '495']"
#0410,#210,盾甲龙,岩石/钢,结实,隔音,护盾宝可梦,0.5m,57.0kg,45,"['30', '42', '118', '42', '88', '30', '350']"
#0411,#211,护城龙,岩石/钢,结实,隔音,护盾宝可梦,1.3m,149.5kg,45,"['60', '52', '168', '47', '138', '30', '495']"
#0220,#212,小山猪,冰/地面,迟钝/雪隐,厚脂肪,小猪宝可梦,0.4m,6.5kg,225,"['50', '50', '40', '30', '30', '50', '250']"
#0221,#213,长毛猪,冰/地面,迟钝/雪隐,厚脂肪,野猪宝可梦,1.1m,55.8kg,75,"['100', '100', '80', '60', '60', '50', '450']"
#0473,#214,象牙猪,冰/地面,迟钝/雪隐,厚脂肪,双牙宝可梦,2.5m,291.0kg,50,"['110', '130', '80', '70', '60', '80', '530']"
#0712,#215,冰宝,冰,冰冻之躯/我行我素,结实,冰块宝可梦,1.0m,99.5kg,255,"['55', '69', '85', '32', '35', '28', '304']"
#0713,#216,冰岩怪,冰/岩石,冰冻之躯/我行我素,结实,冰山宝可梦,2.0m,505.0kg,55,"['95', '117', '184', '44', '46', '28', '514']"
#0459,#217,雪笠怪,草/冰,降雪,隔音,树冰宝可梦,1.0m,50.5kg,120,"['60', '62', '50', '62', '60', '40', '334']"
#0460,#218,暴雪王,草/冰,降雪,隔音,树冰宝可梦,2.2m,135.5kg,60,"['90', '92', '75', '92', '85', '60', '494']"
#0570,#219,索罗亚,一般/幽灵,幻觉,,恶狐宝可梦,0.7m,12.5kg,75,"['40', '65', '40', '80', '40', '65', '330']"
#0571,#220,索罗亚克,一般/幽灵,幻觉,,妖狐宝可梦,1.6m,81.1kg,45,"['60', '105', '60', '120', '60', '105', '510']"
#0627,#221,毛头小鹰,一般/飞行,锐利目光/强行,活力,雏鹰宝可梦,0.5m,10.5kg,190,"['70', '83', '50', '37', '50', '60', '350']"
#0628,#222,勇士雄鹰,超能力/飞行,锐利目光/强行,不服输,勇猛宝可梦,1.5m,41.0kg,60,"['100', '123', '75', '57', '75', '80', '510']"
#0447,#223,利欧路,格斗,不屈之心/精神力,恶作剧之心,波纹宝可梦,0.7m,20.2kg,75,"['40', '70', '40', '35', '40', '60', '285']"
#0448,#224,路卡利欧,格斗/钢,不屈之心/精神力,正义之心,波导宝可梦,1.2m,54.0kg,45,"['70', '110', '70', '115', '70', '90', '525']"
#0480,#225,由克希,超能力,飘浮,,知识宝可梦,0.3m,0.3kg,3,"['75', '75', '130', '75', '130', '95', '580']"
#0481,#226,艾姆利多,超能力,飘浮,,感情宝可梦,0.3m,0.3kg,3,"['80', '105', '105', '105', '105', '80', '580']"
#0482,#227,亚克诺姆,超能力,飘浮,,意志宝可梦,0.3m,0.3kg,3,"['75', '125', '70', '125', '70', '115', '580']"
#0485,#228,席多蓝恩,火/钢,引火,火焰之躯,火山口宝可梦,1.7m,430.0kg,3,"['91', '90', '106', '130', '106', '77', '600']"
#0486,#229,雷吉奇卡斯,一般,慢启动,,巨大宝可梦,3.7m,420.0kg,3,"['110', '160', '110', '80', '110', '100', '670']"
#0488,#230,克雷色利亚,超能力,飘浮,,新月宝可梦,1.5m,85.6kg,3,"['120', '70', '110', '75', '120', '85', '580']"
#0641,#231,龙卷云,飞行,恶作剧之心,不服输,旋风宝可梦,1.5m,63.0kg,3,"['79', '115', '70', '125', '80', '111', '580']"
#0642,#232,雷电云,电/飞行,恶作剧之心,不服输,雷击宝可梦,1.5m,61.0kg,3,"['79', '115', '70', '125', '80', '111', '580']"
#0645,#233,土地云,地面/飞行,沙之力,强行,丰饶宝可梦,1.5m,68.0kg,3,"['89', '125', '90', '115', '80', '101', '600']"
#0905,#234,眷恋云,妖精/飞行,迷人之躯,唱反调,爱憎宝可梦,1.6m,48.0kg,3,"['74', '115', '70', '135', '80', '106', '580']"
#0483,#235,帝牙卢卡,钢/龙,压迫感,心灵感应,时间宝可梦,5.4m,683.0kg,3,"['100', '120', '120', '150', '100', '90', '680']"
#0484,#236,帕路奇亚,水/龙,压迫感,心灵感应,空间宝可梦,4.2m,336.0kg,3,"['90', '120', '100', '150', '120', '100', '680']"
#0487,#237,骑拉帝纳,幽灵/龙,压迫感,心灵感应,反抗宝可梦,4.5m,750.0kg,3,"['150', '100', '120', '100', '120', '90', '680']"
#0493,#238,阿尔宙斯,一般,多属性,,创造宝可梦,3.2m,320.0kg,3,"['120', '120', '120', '120', '120', '120', '720']"
#0489,#239,霏欧纳,水,湿润之躯,,海洋宝可梦,0.4m,3.1kg,30,"['80', '80', '80', '80', '80', '80', '480']"
#0490,#240,玛纳霏,水,湿润之躯,,回游宝可梦,0.3m,1.4kg,3,"['100', '100', '100', '100', '100', '100', '600']"
#0492,#241,谢米,草,自然回复,,感谢宝可梦,0.2m,2.1kg,45,"['100', '100', '100', '100', '100', '100', '600']"
#0491,#242,达克莱伊,恶,梦魇,,暗黑宝可梦,1.5m,50.5kg,3,"['70', '90', '90', '135', '90', '125', '600']"
