全国编号,地区编号,名称,属性,普通特性,隐藏特性,类别,身高,体重,捕获率,种族值
#0095,#178,大岩蛇,岩石/地面,结实/坚硬脑袋,碎裂铠甲,岩蛇宝可梦,8.8m,210.0kg,45,"['35', '45', '160', '30', '45', '70', '385']"
#0208,#179,大钢蛇,钢/地面,结实/坚硬脑袋,强行,铁蛇宝可梦,9.2m,400.0kg,25,"['75', '85', '200', '55', '65', '30', '510']"
#0846,#180,刺梭鱼,水,悠游自如,螺旋尾鳍,突击宝可梦,0.5m,1.0kg,255,"['41', '63', '40', '40', '30', '66', '280']"
#0847,#181,戽斗尖梭,水,悠游自如,螺旋尾鳍,穿刺宝可梦,1.3m,30.0kg,60,"['61', '123', '60', '60', '50', '136', '490']"
#0052,#182,喵喵,钢,捡拾/技术高手,紧张感,妖怪猫宝可梦,0.4m,4.2kg,255,"['40', '45', '35', '40', '40', '90', '290']"
#0863,#183,喵头目,钢,硬爪/战斗盔甲,钢之意志,维京宝可梦,0.8m,28.0kg,90,"['70', '110', '100', '50', '60', '50', '440']"
#0053,#184,猫老大,一般,技术高手/柔软,紧张感,暹罗猫宝可梦,1.0m,32.0kg,90,"['65', '70', '60', '65', '65', '115', '440']"
#0868,#185,小仙奶,妖精,甜幕,芳香幕,鲜奶油宝可梦,0.2m,0.3kg,200,"['45', '40', '40', '50', '61', '34', '270']"
#0869,#186,霜奶仙,妖精,甜幕,芳香幕,鲜奶油宝可梦,0.3m,0.5kg,100,"['65', '60', '75', '110', '121', '64', '495']"
#0742,#187,萌虻,虫/妖精,采蜜/鳞粉,甜幕,蜂虻宝可梦,0.1m,0.2kg,190,"['40', '45', '40', '55', '40', '84', '304']"
#0743,#188,蝶结萌虻,虫/妖精,采蜜/鳞粉,甜幕,蜂虻宝可梦,0.2m,0.5kg,75,"['60', '55', '60', '95', '70', '124', '464']"
#0597,#189,种子铁球,草/钢,,铁刺,刺果宝可梦,0.6m,18.8kg,255,"['44', '50', '91', '24', '86', '10', '305']"
#0598,#190,坚果哑铃,草/钢,铁刺,危險預知,刺球宝可梦,1.0m,110.0kg,90,"['74', '94', '131', '54', '116', '20', '489']"
#0710,#191,南瓜精,幽灵/草,捡拾/察觉,不眠,南瓜宝可梦,0.4m,5.0kg,120,"['44', '66', '70', '44', '55', '56', '335']"
#0711,#192,南瓜怪人,幽灵/草,捡拾/察觉,不眠,南瓜宝可梦,0.9m,12.5kg,60,"['55', '85', '122', '58', '75', '99', '494']"
#0172,#193,皮丘,电,静电,避雷针,小鼠宝可梦,0.3m,2.0kg,190,"['20', '40', '15', '35', '35', '60', '205']"
#0025,#194,皮卡丘,电,静电,避雷针,鼠宝可梦,0.4m,6.0kg,190,"['35', '55', '40', '50', '50', '90', '320']"
#0026,#195,雷丘,电,静电,避雷针,鼠宝可梦,0.8m,30.0kg,75,"['60', '90', '55', '90', '80', '110', '485']"
#0133,#196,伊布,一般,逃跑/适应力,危险预知,进化宝可梦,0.3m,6.5kg,45,"['55', '55', '50', '45', '65', '55', '325']"
#0134,#197,水伊布,水,储水,湿润之躯,吐泡宝可梦,1.0m,29.0kg,45,"['130', '65', '60', '110', '95', '65', '525']"
#0135,#198,雷伊布,电,蓄电,飞毛腿,雷宝可梦,0.8m,24.5kg,45,"['65', '65', '60', '110', '95', '130', '525']"
#0136,#199,火伊布,火,引火,毅力,火宝可梦,0.9m,25.0kg,45,"['65', '130', '60', '95', '110', '65', '525']"
#0196,#200,太阳伊布,超能力,同步,魔法镜,太阳宝可梦,0.9m,26.5kg,45,"['65', '65', '60', '130', '95', '110', '525']"
#0197,#201,月亮伊布,恶,同步,精神力,月光宝可梦,1.0m,27.0kg,45,"['95', '65', '110', '60', '130', '65', '525']"
#0470,#202,叶伊布,草,叶子防守,叶绿素,新绿宝可梦,1.0m,25.5kg,45,"['65', '110', '130', '60', '65', '95', '525']"
#0471,#203,冰伊布,冰,雪隐,冰冻之躯,新雪宝可梦,0.8m,25.9kg,45,"['65', '60', '110', '130', '95', '65', '525']"
#0700,#204,仙子伊布,妖精,迷人之軀,妖精皮肤,连结宝可梦,1.0m,23.5kg,45,"['95', '65', '65', '110', '130', '60', '525']"
#0840,#205,啃果虫,草/龙,贪吃鬼/熟成,防弹,苹果居宝可梦,0.2m,0.5kg,255,"['40', '40', '80', '40', '40', '20', '260']"
#0841,#206,苹裹龙,草/龙,贪吃鬼/熟成,活力,苹果翅宝可梦,0.3m,1.0kg,45,"['70', '110', '80', '95', '60', '70', '485']"
#0842,#207,丰蜜龙,草/龙,贪吃鬼/熟成,厚脂肪,苹果汁宝可梦,0.4m,13.0kg,45,"['110', '85', '80', '100', '80', '30', '485']"
#0677,#208,妙喵,超能力,锐利目光/穿透,我行我素,自制宝可梦,0.3m,3.5kg,190,"['62', '48', '54', '63', '60', '68', '355']"
#0678,#209,超能妙喵,超能力,锐利目光/穿透,恶作剧之心,抑制宝可梦,0.6m,8.5kg,75,"['74', '48', '76', '83', '81', '104', '466']"
#0684,#210,绵绵泡芙,妖精,甜幕,轻装,棉花糖宝可梦,0.4m,3.5kg,200,"['62', '48', '66', '59', '57', '49', '341']"
#0685,#211,胖甜妮,妖精,甜幕,轻装,泡沫奶油宝可梦,0.8m,5.0kg,140,"['82', '80', '86', '85', '75', '72', '480']"
#0682,#212,粉香香,妖精,治愈之心,芳香幕,香水宝可梦,0.2m,0.5kg,200,"['78', '52', '60', '63', '65', '23', '341']"
#0683,#213,芳香精,妖精,治癒之心,芳香幕,芳香宝可梦,0.8m,15.5kg,140,"['101', '72', '72', '99', '89', '29', '462']"
#0751,#214,滴蛛,水/虫,水泡,储水,水泡宝可梦,0.3m,4.0kg,200,"['38', '40', '52', '40', '72', '27', '269']"
#0752,#215,滴蛛霸,水/虫,水泡,储水,水泡宝可梦,1.8m,82.0kg,100,"['68', '70', '92', '50', '132', '42', '454']"
#0360,#216,小果然,超能力,踩影,心灵感应,开朗宝可梦,0.6m,14.0kg,125,"['95', '23', '48', '23', '48', '23', '260']"
#0202,#217,果然翁,超能力,踩影,心灵感应,忍耐宝可梦,1.3m,28.5kg,45,"['190', '33', '58', '33', '58', '33', '405']"
#0083,#218,大葱鸭,格斗,锐利目光/精神力,不服输,黄嘴鸭宝可梦,0.8m,15.0kg,45,"['52', '90', '55', '58', '62', '60', '377']"
#0865,#219,葱游兵,格斗,不屈之心,胆量,黃嘴鴨宝可梦,0.8m,117.0kg,45,"['62', '135', '95', '68', '82', '65', '507']"
#0170,#220,灯笼鱼,水/电,发光/蓄电,储水,琵琶鱼宝可梦,0.5m,12.0kg,190,"['75', '38', '38', '56', '56', '67', '330']"
#0171,#221,电灯怪,水/电,发光/蓄电,储水,灯宝可梦,1.2m,22.5kg,75,"['125', '58', '58', '76', '76', '67', '460']"
#0453,#222,不良蛙,毒/格斗,危险预知/干燥皮肤,毒手,毒击宝可梦,0.7m,23.0kg,140,"['48', '61', '40', '61', '40', '50', '300']"
#0454,#223,毒骷蛙,毒/格斗,危险预知/干燥皮肤,毒手,毒击宝可梦,1.3m,44.4kg,75,"['83', '106', '65', '86', '65', '85', '490']"
#0559,#224,滑滑小子,恶/格斗,蜕皮/自信过度,威吓,蜕皮宝可梦,0.6m,11.8kg,180,"['50', '75', '70', '35', '70', '48', '348']"
#0560,#225,头巾混混,恶/格斗,蜕皮/自信过度,威吓,恶党宝可梦,1.1m,30.0kg,90,"['65', '90', '115', '45', '115', '58', '488']"
#0618,#226,泥巴鱼,地面/钢,静电/柔软,沙隐,陷阱宝可梦,0.7m,11.0kg,75,"['109', '66', '84', '81', '99', '32', '471']"
#0213,#227,壶壶,虫/岩石,结实/贪吃鬼,唱反调,发酵宝可梦,0.6m,20.5kg,190,"['20', '10', '230', '10', '230', '5', '505']"
#0339,#228,泥泥鳅,水/地面,危险预知/迟钝,湿润之躯,须鱼宝可梦,0.4m,1.9kg,190,"['50', '48', '43', '46', '41', '60', '288']"
#0340,#229,鲶鱼王,水/地面,危险预知/迟钝,湿润之躯,须鱼宝可梦,0.9m,23.6kg,75,"['110', '78', '73', '76', '71', '60', '468']"
#0422,#230,无壳海兔,水,黏着/引水,沙之力,海兔宝可梦,0.3m,6.3kg,190,"['76', '48', '48', '57', '62', '34', '325']"
#0423,#231,海兔兽,水/地面,黏着/引水,沙之力,海兔宝可梦,0.9m,29.9kg,75,"['111', '83', '68', '92', '82', '39', '475']"
#0767,#232,胆小虫,虫/水,跃跃欲逃,,疾行宝可梦,0.5m,12.0kg,90,"['25', '35', '40', '20', '30', '80', '230']"
#0768,#233,具甲武者,虫/水,危险回避,,装甲宝可梦,2.0m,108.0kg,45,"['75', '125', '140', '60', '90', '40', '530']"
#0688,#234,龟脚脚,岩石/水,狙击手/硬爪,顺手牵羊,双手宝可梦,0.5m,31.0kg,120,"['42', '52', '67', '39', '56', '50', '306']"
#0689,#235,龟足巨铠,岩石/水,狙击手/硬爪,顺手牵羊,集合宝可梦,1.3m,96.0kg,45,"['72', '105', '115', '54', '86', '68', '500']"
#0222,#236,太阳珊瑚,幽灵,自然回复/活力,再生力,珊瑚宝可梦,0.6m,5.0kg,60,"['65', '55', '95', '65', '95', '35', '410']"
#0864,#237,魔灵珊瑚,幽灵,碎裂铠甲,灭亡之躯,珊瑚宝可梦,1.0m,0.4kg,30,"['60', '95', '50', '145', '130', '30', '510']"
#0859,#238,捣蛋小妖,恶/妖精,恶作剧之心/察觉,顺手牵羊,捉弄宝可梦,0.4m,5.5kg,255,"['45', '45', '30', '55', '40', '50', '265']"
#0860,#239,诈唬魔,恶/妖精,恶作剧之心/察觉,顺手牵羊,坏心眼宝可梦,0.8m,12.5kg,120,"['65', '60', '45', '75', '55', '70', '370']"
#0861,#240,长毛巨魔,恶/妖精,恶作剧之心/察觉,顺手牵羊,健美宝可梦,1.5m,61.0kg,45,"['95', '120', '65', '95', '75', '60', '510']"
#0856,#241,迷布莉姆,超能力,危险预知/治愈之心,魔法镜,宁静宝可梦,0.4m,3.4kg,235,"['42', '30', '45', '56', '53', '39', '265']"
#0857,#242,提布莉姆,超能力,危险预知/治愈之心,魔法镜,肃静宝可梦,0.6m,4.8kg,120,"['57', '40', '65', '86', '73', '49', '370']"
#0858,#243,布莉姆温,超能力/妖精,危险预知/治愈之心,魔法镜,寂静宝可梦,2.1m,5.1kg,45,"['57', '90', '95', '136', '103', '29', '510']"
#0757,#244,夜盗火蜥,毒/火,腐蚀,迟钝,毒蜥宝可梦,0.6m,4.8kg,120,"['48', '44', '40', '71', '40', '77', '320']"
#0758,#245,焰后蜥,毒/火,腐蚀,迟钝,毒蜥宝可梦,1.2m,22.2kg,45,"['68', '64', '60', '111', '60', '117', '480']"
#0624,#246,驹刀小兵,恶/钢,不服输/精神力,压迫感,利器宝可梦,0.5m,10.2kg,120,"['45', '85', '70', '40', '40', '60', '340']"
#0625,#247,劈斩司令,恶/钢,不服输/精神力,压迫感,刀刃宝可梦,1.6m,70.0kg,45,"['65', '125', '100', '60', '70', '70', '490']"
#0538,#248,投摔鬼,格斗,毅力/精神力,破格,柔道宝可梦,1.3m,55.5kg,45,"['120', '100', '85', '30', '85', '45', '465']"
#0539,#249,打击鬼,格斗,结实/精神力,破格,空手道宝可梦,1.4m,51.0kg,45,"['75', '125', '75', '30', '75', '85', '465']"
#0109,#250,瓦斯弹,毒,飘浮/化学变化气体,恶臭,毒气宝可梦,0.6m,1.0kg,190,"['40', '65', '95', '60', '45', '35', '340']"
#0110,#251,双弹瓦斯,毒/妖精,飘浮/化学变化气体,恶臭,毒气宝可梦,1.2m,9.5kg,60,"['65', '90', '120', '85', '70', '60', '490']"
#0438,#252,盆才怪,岩石,结实/坚硬脑袋,胆怯,盆栽宝可梦,0.5m,15.0kg,255,"['50', '80', '95', '10', '45', '10', '290']"
#0185,#253,树才怪,岩石,结实/坚硬脑袋,胆怯,模仿宝可梦,1.2m,38.0kg,65,"['70', '100', '115', '30', '65', '30', '410']"
#0173,#254,皮宝宝,妖精,魔法防守/迷人之躯,友情防守,星形宝可梦,0.3m,3.0kg,150,"['50', '25', '28', '45', '55', '15', '218']"
#0035,#255,皮皮,妖精,魔法防守/迷人之躯,友情防守,妖精宝可梦,0.6m,7.5kg,150,"['70', '45', '48', '60', '65', '35', '323']"
#0036,#256,皮可西,妖精,魔法防守/迷人之躯,纯朴,妖精宝可梦,1.3m,40.0kg,25,"['95', '70', '73', '95', '90', '60', '483']"
#0175,#257,波克比,妖精,天恩/活力,超幸运,针球宝可梦,0.3m,1.5kg,190,"['35', '20', '65', '40', '65', '20', '245']"
#0176,#258,波克基古,妖精/飞行,天恩/活力,超幸运,幸福宝可梦,0.6m,3.2kg,75,"['55', '40', '85', '80', '105', '40', '405']"
#0468,#259,波克基斯,妖精/飞行,天恩/活力,超幸运,祝福宝可梦,1.5m,38.0kg,30,"['85', '50', '95', '120', '115', '80', '545']"
#0446,#260,小卡比兽,一般,捡拾/厚脂肪,贪吃鬼,大胃王宝可梦,0.6m,105.0kg,50,"['135', '85', '40', '40', '85', '5', '390']"
#0143,#261,卡比兽,一般,免疫/厚脂肪,贪吃鬼,瞌睡宝可梦,2.1m,460.0kg,25,"['160', '110', '65', '65', '110', '30', '540']"
#0546,#262,木棉球,草/妖精,恶作剧之心/穿透,叶绿素,棉球宝可梦,0.3m,0.6kg,190,"['40', '27', '60', '37', '50', '66', '280']"
#0547,#263,风妖精,草/妖精,恶作剧之心/穿透,叶绿素,风隐宝可梦,0.7m,6.6kg,75,"['60', '67', '85', '77', '75', '116', '480']"
#0111,#264,独角犀牛,地面/岩石,避雷针/坚硬脑袋,舍身,尖尖宝可梦,1.0m,115.0kg,120,"['80', '85', '95', '30', '30', '25', '345']"
#0112,#265,钻角犀兽,地面/岩石,避雷针/坚硬脑袋,舍身,钻锥宝可梦,1.9m,120.0kg,60,"['105', '130', '120', '45', '45', '40', '485']"
#0464,#266,超甲狂犀,地面/岩石,坚硬岩石/避雷针,舍身,钻锥宝可梦,2.4m,282.8kg,30,"['115', '140', '130', '55', '55', '40', '535']"
#0574,#267,哥德宝宝,超能力,好胜/察觉,踩影,凝视宝可梦,0.4m,5.8kg,200,"['45', '30', '50', '55', '65', '45', '290']"
#0575,#268,哥德小童,超能力,察觉/好勝,踩影,操纵宝可梦,0.7m,18.0kg,100,"['60', '45', '70', '75', '85', '55', '390']"
#0576,#269,哥德小姐,超能力,察觉/好勝,踩影,天体宝可梦,1.5m,44.0kg,50,"['70', '55', '95', '95', '110', '65', '490']"
#0577,#270,单卵细胞球,超能力,魔法防守/防尘,再生力,细胞宝可梦,0.3m,1.0kg,200,"['45', '30', '40', '105', '50', '20', '290']"
#0578,#271,双卵细胞球,超能力,魔法防守/防尘,再生力,分割宝可梦,0.6m,8.0kg,100,"['65', '40', '50', '125', '60', '30', '370']"
#0579,#272,人造细胞卵,超能力,魔法防守/防尘,再生力,增幅宝可梦,1.0m,20.1kg,50,"['110', '65', '75', '125', '85', '30', '490']"
#0588,#273,盖盖虫,虫,蜕皮/虫之预感,无防守,啃咬宝可梦,0.5m,5.9kg,200,"['50', '75', '45', '40', '45', '60', '315']"
#0589,#274,骑士蜗牛,虫/钢,蟲之預感/硬壳盔甲,防尘,骑兵宝可梦,1.0m,33.0kg,75,"['70', '135', '105', '60', '105', '20', '495']"
#0616,#275,小嘴蜗,虫,硬壳盔甲/湿润之躯,防尘,蜗牛宝可梦,0.4m,7.7kg,200,"['50', '40', '85', '40', '65', '25', '305']"
#0617,#276,敏捷虫,虫,黏着/湿润之躯,轻装,脱壳宝可梦,0.8m,25.3kg,75,"['80', '70', '40', '100', '60', '145', '495']"
#0605,#277,小灰怪,超能力,心灵感应/同步,分析,脑宝可梦,0.5m,9.0kg,255,"['55', '55', '55', '85', '55', '30', '335']"
#0606,#278,大宇怪,超能力,心灵感应/同步,分析,脑宝可梦,1.0m,34.5kg,90,"['75', '75', '75', '125', '95', '40', '485']"
#0613,#279,喷嚏熊,冰,雪隐/拨雪,胆怯,结冰宝可梦,0.5m,8.5kg,120,"['55', '70', '40', '60', '40', '40', '305']"
#0614,#280,冻原熊,冰,雪隐/拨雪,悠游自如,冻结宝可梦,2.6m,260.0kg,60,"['95', '130', '80', '70', '80', '50', '505']"
#0627,#281,毛头小鹰,一般/飞行,强行/锐利目光,活力,雏鹰宝可梦,0.5m,10.5kg,190,"['70', '83', '50', '37', '50', '60', '350']"
#0628,#282,勇士雄鹰,一般/飞行,强行/锐利目光,不服输,勇猛宝可梦,1.5m,41.0kg,60,"['100', '123', '75', '57', '75', '80', '510']"
#0629,#283,秃鹰丫头,恶/飞行,防尘/健壮胸肌,碎裂铠甲,尿布宝可梦,0.5m,9.0kg,190,"['70', '55', '75', '45', '65', '60', '370']"
#0630,#284,秃鹰娜,恶/飞行,防尘/健壮胸肌,碎裂铠甲,骨鹰宝可梦,1.2m,39.5kg,60,"['110', '65', '105', '55', '95', '80', '510']"
#0451,#285,钳尾蝎,毒/虫,狙击手/战斗盔甲,锐利目光,蝎子宝可梦,0.8m,12.0kg,120,"['40', '50', '90', '30', '55', '65', '330']"
#0452,#286,龙王蝎,毒/恶,狙击手/战斗盔甲,锐利目光,蝎怪宝可梦,1.3m,61.5kg,45,"['70', '90', '110', '60', '75', '95', '500']"
#0607,#287,烛光灵,幽灵/火,火焰之躯/引火,穿透,蜡烛宝可梦,0.3m,3.1kg,190,"['50', '30', '55', '65', '55', '20', '275']"
#0608,#288,灯火幽灵,幽灵/火,火焰之躯/引火,穿透,油灯宝可梦,0.6m,13.0kg,90,"['60', '40', '60', '95', '60', '55', '370']"
#0609,#289,水晶灯火灵,幽灵/火,火焰之躯/引火,穿透,引诱宝可梦,1.0m,34.3kg,45,"['60', '55', '90', '145', '90', '80', '520']"
#0686,#290,好啦鱿,恶/超能力,唱反调/吸盘,穿透,回转宝可梦,0.4m,3.5kg,190,"['53', '54', '53', '37', '46', '45', '288']"
#0687,#291,乌贼王,恶/超能力,唱反调/吸盘,穿透,倒转宝可梦,1.5m,47.0kg,80,"['86', '92', '88', '68', '75', '73', '482']"
#0215,#292,狃拉,恶/冰,锐利目光/精神力,顺手牵羊,钩爪宝可梦,0.9m,28.0kg,60,"['55', '95', '55', '35', '75', '115', '430']"
#0461,#293,玛狃拉,恶/冰,压迫感,顺手牵羊,钩爪宝可梦,1.1m,34.0kg,45,"['70', '120', '65', '45', '85', '125', '510']"
#0302,#294,勾魂眼,恶/幽灵,锐利目光/慢出,恶作剧之心,黑暗宝可梦,0.5m,11.0kg,45,"['50', '75', '75', '65', '65', '50', '380']"
#0303,#295,大嘴娃,钢/妖精,威吓/怪力钳,强行,欺骗宝可梦,0.6m,11.5kg,45,"['50', '85', '85', '55', '55', '50', '380']"
#0556,#296,沙铃仙人掌,草,叶绿素/储水,引水,仙人掌宝可梦,1.0m,28.0kg,255,"['75', '86', '67', '106', '67', '60', '461']"
#0561,#297,象征鸟,超能力/飞行,魔法防守/奇迹皮肤,有色眼镜,似鸟宝可梦,1.4m,14.0kg,45,"['72', '58', '80', '103', '80', '97', '490']"
#0447,#298,利欧路,格斗,精神力/不屈之心,恶作剧之心,波纹宝可梦,0.7m,20.2kg,75,"['40', '70', '40', '35', '40', '60', '285']"
#0448,#299,路卡利欧,格斗/钢,精神力/不屈之心,正义之心,波导宝可梦,1.2m,54.0kg,45,"['70', '110', '70', '115', '70', '90', '525']"
#0324,#300,煤炭龟,火,日照/白色煙霧,硬壳盔甲,煤炭宝可梦,0.5m,80.4kg,90,"['70', '85', '140', '85', '70', '20', '470']"
#0778,#301,谜拟Ｑ,幽灵/妖精,画皮,,画皮宝可梦,0.2m,0.7kg,45,"['55', '90', '80', '50', '105', '96', '476']"
#0878,#302,铜象,钢,强行,重金属,像铜宝可梦,1.2m,100.0kg,190,"['72', '80', '49', '40', '49', '40', '330']"
#0879,#303,大王铜象,钢,强行,重金属,像铜宝可梦,3.0m,650.0kg,90,"['122', '130', '69', '80', '69', '30', '500']"
#0211,#304,千针鱼,水/毒,悠游自如/毒刺,威吓,气球宝可梦,0.5m,3.9kg,45,"['65', '95', '85', '55', '55', '85', '440']"
#0592,#305,轻飘飘,水/幽灵,储水/诅咒之躯,湿气,漂浮宝可梦,1.2m,33.0kg,190,"['55', '40', '50', '65', '85', '40', '335']"
#0593,#306,胖嘟嘟,水/幽灵,储水/诅咒之躯,湿气,漂浮宝可梦,2.2m,135.0kg,60,"['100', '60', '70', '85', '105', '60', '480']"
#0747,#307,好坏星,毒/水,不仁不义/柔软,再生力,非星宝可梦,0.4m,8.0kg,190,"['50', '53', '62', '43', '52', '45', '305']"
#0748,#308,超坏星,毒/水,不仁不义/柔软,再生力,非星宝可梦,0.7m,14.5kg,75,"['50', '63', '152', '53', '142', '35', '495']"
#0845,#309,古月鸟,飞行/水,一口导弹,,一口吞宝可梦,0.8m,18.0kg,45,"['70', '85', '55', '85', '95', '85', '475']"
#0848,#310,毒电婴,电/毒,胆怯/静电,笨拙,婴儿宝可梦,0.4m,11.0kg,75,"['40', '38', '35', '54', '35', '40', '242']"
#0849,#311,颤弦蝾螈,电/毒,庞克摇滚/正电,技术高手,庞克宝可梦,1.6m,40.0kg,45,"['75', '98', '70', '114', '70', '75', '502']"
#0843,#312,沙包蛇,地面,蜕皮/吐沙,沙隐,沙蛇宝可梦,2.2m,7.6kg,255,"['52', '57', '75', '35', '50', '46', '315']"
#0844,#313,沙螺蟒,地面,蜕皮/吐沙,沙隐,沙蛇宝可梦,3.8m,65.5kg,120,"['72', '107', '125', '65', '70', '71', '510']"
#0449,#314,沙河马,地面,扬沙,沙之力,河马宝可梦,0.8m,49.5kg,140,"['68', '72', '78', '38', '42', '32', '330']"
#0450,#315,河马兽,地面,扬沙,沙之力,重量宝可梦,2.0m,300.0kg,60,"['108', '112', '118', '68', '72', '47', '525']"
#0632,#316,铁蚁,虫/钢,虫之预感/活力,懒惰,铁蚁宝可梦,0.3m,33.0kg,90,"['58', '109', '112', '48', '48', '109', '484']"
#0631,#317,熔蚁兽,火,贪吃鬼/引火,白色煙霧,食蚁兽宝可梦,1.4m,58.0kg,90,"['85', '97', '66', '105', '66', '65', '484']"
#0694,#318,伞电蜥,电/一般,干燥皮肤/沙隐,太阳之力,发电宝可梦,0.5m,6.0kg,190,"['44', '38', '33', '61', '43', '70', '289']"
#0695,#319,光电伞蜥,电/一般,干燥皮肤/沙隐,太阳之力,发电宝可梦,1.0m,21.0kg,75,"['62', '55', '52', '109', '94', '109', '481']"
#0701,#320,摔角鹰人,格斗/飞行,轻装/柔软,破格,摔角宝可梦,0.8m,21.5kg,100,"['78', '92', '75', '74', '63', '118', '500']"
#0328,#321,大颚蚁,地面,怪力钳/沙穴,强行,蚁狮宝可梦,0.7m,15.0kg,255,"['45', '100', '45', '45', '45', '10', '290']"
#0329,#322,超音波幼虫,地面/龙,飘浮,,震动宝可梦,1.1m,15.3kg,120,"['50', '70', '50', '50', '50', '70', '340']"
#0330,#323,沙漠蜻蜓,地面/龙,飘浮,,神秘宝可梦,2.0m,82.0kg,45,"['80', '100', '80', '80', '80', '100', '520']"
#0610,#324,牙牙,龙,斗争心/破格,紧张感,牙宝可梦,0.6m,18.0kg,75,"['46', '87', '60', '30', '40', '57', '320']"
#0611,#325,斧牙龙,龙,斗争心/破格,紧张感,颚斧宝可梦,1.0m,36.0kg,60,"['66', '117', '70', '40', '50', '67', '410']"
#0612,#326,双斧战龙,龙,斗争心/破格,紧张感,颚斧宝可梦,1.8m,105.5kg,45,"['76', '147', '90', '60', '70', '97', '540']"
#0562,#327,哭哭面具,地面/幽灵,木乃伊,,魂宝可梦,0.5m,1.5kg,190,"['38', '30', '85', '55', '65', '30', '303']"
#0867,#328,死神板,地面/幽灵,游魂,,怨念宝可梦,1.6m,66.6kg,90,"['58', '95', '145', '50', '105', '30', '483']"
#0563,#329,死神棺,幽灵,木乃伊,,棺木宝可梦,1.7m,76.5kg,90,"['58', '50', '145', '95', '105', '30', '483']"
#0679,#330,独剑鞘,钢/幽灵,无防守,,刀剑宝可梦,0.8m,2.0kg,180,"['45', '80', '100', '35', '37', '28', '325']"
#0680,#331,双剑鞘,钢/幽灵,无防守,,刀剑宝可梦,0.8m,4.5kg,90,"['59', '110', '150', '45', '49', '35', '448']"
#0681,#332,坚盾剑怪,钢/幽灵,战斗切换,,王剑宝可梦,1.7m,53.0kg,45,"['60', '50', '140', '50', '140', '60', '500']"
#0077,#333,小火马,超能力,引火/逃跑,火焰之躯,火马宝可梦,1.0m,30.0kg,190,"['50', '85', '55', '65', '65', '90', '410']"
#0078,#334,烈焰马,超能力/妖精,引火/逃跑,火焰之躯,火马宝可梦,1.7m,95.0kg,60,"['65', '100', '70', '80', '80', '105', '500']"
#0854,#335,来悲茶,幽灵,碎裂铠甲,诅咒之躯,红茶宝可梦,0.1m,0.2kg,120,"['40', '45', '45', '74', '54', '50', '308']"
#0855,#336,怖思壶,幽灵,碎裂铠甲,诅咒之躯,红茶宝可梦,0.2m,0.4kg,60,"['60', '65', '65', '134', '114', '70', '508']"
#0876,#337,爱管侍,超能力/一般,精神力/同步,精神制造者,感情宝可梦,0.9m,28.0kg,30,"['60', '65', '55', '105', '95', '95', '475']"
#0708,#338,小木灵,幽灵/草,自然回复/察觉,收获,树桩宝可梦,0.4m,7.0kg,120,"['43', '70', '48', '50', '60', '38', '309']"
#0709,#339,朽木妖,幽灵/草,自然回复/察觉,收获,老树宝可梦,1.5m,71.0kg,60,"['85', '110', '76', '65', '82', '56', '474']"
#0755,#340,睡睡菇,草/妖精,发光/孢子,雨盘,发光宝可梦,0.2m,1.5kg,190,"['40', '35', '55', '65', '75', '15', '285']"
#0756,#341,灯罩夜菇,草/妖精,发光/孢子,雨盘,发光宝可梦,1.0m,11.5kg,75,"['60', '45', '80', '90', '100', '30', '405']"
#0765,#342,智挥猩,一般/超能力,精神力/心灵感应,共生,贤者宝可梦,1.5m,76.0kg,45,"['90', '60', '80', '90', '110', '60', '490']"
#0766,#343,投掷猴,格斗,接球手,不服输,配合宝可梦,2.0m,82.8kg,45,"['100', '120', '90', '40', '60', '80', '490']"
#0877,#344,莫鲁贝可,电/恶,饱了又饿,,双面宝可梦,0.3m,3.0kg,180,"['58', '95', '58', '70', '58', '97', '436']"
#0870,#345,列阵兵,格斗,战斗盔甲,不服输,阵形宝可梦,3.0m,62.0kg,45,"['65', '100', '100', '70', '60', '75', '470']"
#0780,#346,老翁龙,一般/龙,食草/怒火冲天,无关天气,悠游宝可梦,3.0m,185.0kg,70,"['78', '60', '85', '135', '91', '36', '485']"
#0776,#347,爆焰龟兽,火/龙,硬壳盔甲,,爆炸龟宝可梦,2.0m,212.0kg,70,"['60', '78', '135', '91', '85', '36', '485']"
#0777,#348,托戈德玛尔,电/钢,铁刺/避雷针,结实,蜷缩宝可梦,0.3m,3.3kg,180,"['65', '98', '63', '40', '73', '96', '435']"
#0872,#349,雪吞虫,冰/虫,鳞粉,冰鳞粉,虫宝宝宝可梦,0.3m,3.8kg,190,"['30', '25', '35', '45', '30', '20', '185']"
#0873,#350,雪绒蛾,冰/虫,鳞粉,冰鳞粉,冰蛾宝可梦,1.3m,42.0kg,75,"['70', '65', '60', '125', '90', '65', '475']"
#0852,#351,拳拳蛸,格斗,柔软,技术高手,缠人宝可梦,0.6m,4.0kg,180,"['50', '68', '60', '50', '50', '32', '310']"
#0853,#352,八爪武师,格斗,柔软,技术高手,柔术宝可梦,1.6m,39.0kg,45,"['80', '118', '90', '70', '80', '42', '480']"
#0871,#353,啪嚓海胆,电,避雷针,电气制造者,海胆宝可梦,0.3m,1.0kg,75,"['48', '101', '95', '91', '85', '15', '435']"
