全国编号,地区编号,名称,属性,普通特性,隐藏特性,类别,身高,体重,捕获率,种族值
#0133,#179,伊布,一般,逃跑/适应力,危险预知,进化宝可梦,0.3m,6.5kg,45,"['55', '55', '50', '45', '65', '55', '325']"
#0134,#180,水伊布,水,储水,湿润之躯,吐泡宝可梦,1.0m,29.0kg,45,"['130', '65', '60', '110', '95', '65', '525']"
#0135,#181,雷伊布,电,蓄电,飞毛腿,雷宝可梦,0.8m,24.5kg,45,"['65', '65', '60', '110', '95', '130', '525']"
#0136,#182,火伊布,火,引火,毅力,火宝可梦,0.9m,25.0kg,45,"['65', '130', '60', '95', '110', '65', '525']"
#0196,#183,太阳伊布,超能力,同步,魔法镜,太阳宝可梦,0.9m,26.5kg,45,"['65', '65', '60', '130', '95', '110', '525']"
#0197,#184,月亮伊布,恶,同步,精神力,月光宝可梦,1.0m,27.0kg,45,"['95', '65', '110', '60', '130', '65', '525']"
#0470,#185,叶伊布,草,叶子防守,叶绿素,新绿宝可梦,1.0m,25.5kg,45,"['65', '110', '130', '60', '65', '95', '525']"
#0471,#186,冰伊布,冰,雪隐,冰冻之躯,新雪宝可梦,0.8m,25.9kg,45,"['65', '60', '110', '130', '95', '65', '525']"
#0700,#187,仙子伊布,妖精,迷人之軀,妖精皮肤,连结宝可梦,1.0m,23.5kg,45,"['95', '65', '65', '110', '130', '60', '525']"
#0206,#188,土龙弟弟,一般,天恩/逃跑,胆怯,地蛇宝可梦,1.5m,14.0kg,190,"['100', '70', '70', '65', '65', '45', '415']"
#0982,#189,土龙节节,一般,天恩/逃跑,胆怯,地蛇宝可梦,3.6m,39.2kg,45,"['125', '100', '80', '85', '75', '55', '520']"
#0585,#190,四季鹿,一般/草,叶绿素/食草,天恩,季节宝可梦,0.6m,19.5kg,190,"['60', '60', '50', '40', '50', '75', '335']"
#0586,#191,萌芽鹿,一般/草,叶绿素/食草,天恩,季节宝可梦,1.9m,92.5kg,75,"['80', '100', '70', '60', '70', '95', '475']"
#0203,#192,麒麟奇,一般/超能力,精神力/早起,食草,长颈宝可梦,1.5m,41.5kg,60,"['70', '80', '65', '90', '65', '85', '455']"
#0981,#193,奇麒麟,一般/超能力,反刍/尾甲,食草,长颈宝可梦,3.2m,160.0kg,45,"['120', '90', '70', '110', '70', '60', '520']"
#0088,#194,臭泥,毒,恶臭/黏着,毒手,污泥宝可梦,0.9m,30.0kg,190,"['80', '80', '50', '40', '50', '25', '325']"
#0089,#195,臭臭泥,毒,恶臭/黏着,毒手,污泥宝可梦,1.2m,30.0kg,75,"['105', '105', '75', '65', '100', '50', '500']"
#0942,#196,偶叫獒,恶,威吓/逃跑,蹲守,小辈宝可梦,0.5m,16.0kg,150,"['60', '78', '60', '40', '51', '51', '340']"
#0943,#197,獒教父,恶,威吓/看门犬,蹲守,大佬宝可梦,1.1m,61.0kg,75,"['80', '120', '90', '60', '70', '85', '505']"
#0848,#198,电音婴,电/毒,胆怯/静电,笨拙,婴儿宝可梦,0.4m,11.0kg,75,"['40', '38', '35', '54', '35', '40', '242']"
#0849,#199,颤弦蝾螈,电/毒,庞克摇滚/正电,技术高手,庞克宝可梦,1.6m,40.0kg,45,"['75', '98', '70', '114', '70', '75', '502']"
#0702,#200,咚咚鼠,电/妖精,捡拾/颊囊,正电,天线宝可梦,0.2m,2.2kg,200,"['67', '58', '57', '81', '67', '101', '431']"
#0417,#201,帕奇利兹,电,捡拾/逃跑,蓄电,电松鼠宝可梦,0.4m,3.9kg,200,"['60', '45', '70', '45', '90', '95', '405']"
#0944,#202,滋汁鼹,毒/一般,轻装/顺手牵羊,恶作剧之心,毒鼠宝可梦,0.2m,0.7kg,190,"['40', '65', '35', '40', '35', '75', '290']"
#0945,#203,涂标客,毒/一般,轻装/毒手,恶作剧之心,毒猴宝可梦,0.7m,27.2kg,90,"['63', '95', '65', '80', '72', '110', '485']"
#0234,#204,惊角鹿,一般,威吓/察觉,食草,大角宝可梦,1.4m,71.2kg,45,"['73', '95', '62', '85', '65', '85', '465']"
#0590,#205,哎呀球菇,草/毒,孢子,再生力,蘑菇宝可梦,0.2m,1.0kg,190,"['69', '55', '45', '55', '55', '15', '294']"
#0591,#206,败露球菇,草/毒,孢子,再生力,蘑菇宝可梦,0.6m,10.5kg,75,"['114', '85', '70', '85', '80', '30', '464']"
#0100,#207,霹雳电球,电,静电/隔音,引爆,球宝可梦,0.5m,10.4kg,190,"['40', '30', '50', '55', '55', '100', '330']"
#0101,#208,顽皮雷弹,电,静电/隔音,引爆,球宝可梦,1.2m,66.6kg,60,"['60', '50', '70', '80', '80', '150', '490']"
#0081,#209,小磁怪,电/钢,结实/磁力,分析,磁铁宝可梦,0.3m,6.0kg,190,"['25', '35', '70', '95', '55', '45', '325']"
#0082,#210,三合一磁怪,电/钢,结实/磁力,分析,磁铁宝可梦,1.0m,60.0kg,60,"['50', '60', '95', '120', '70', '70', '465']"
#0462,#211,自爆磁怪,电/钢,结实/磁力,分析,磁场宝可梦,1.2m,180.0kg,30,"['70', '70', '115', '130', '90', '60', '535']"
#0132,#212,百变怪,一般,柔软,变身者,变身宝可梦,0.3m,4.0kg,35,"['48', '48', '48', '48', '48', '48', '288']"
#0058,#213,卡蒂狗,火,威吓/引火,正义之心,小狗宝可梦,0.7m,19.0kg,190,"['55', '70', '45', '70', '50', '60', '350']"
#0059,#214,风速狗,火,威吓/引火,正义之心,传说宝可梦,1.9m,155.0kg,75,"['90', '110', '80', '100', '80', '95', '555']"
#0216,#215,熊宝宝,一般,捡拾/飞毛腿,采蜜,小熊宝可梦,0.6m,8.8kg,120,"['60', '80', '50', '50', '50', '40', '330']"
#0217,#216,圈圈熊,一般,毅力/飞毛腿,紧张感,冬眠宝可梦,1.8m,125.8kg,60,"['90', '130', '75', '75', '75', '55', '500']"
#0335,#217,猫鼬斩,一般,免疫,中毒激升,猫鼬宝可梦,1.3m,40.3kg,90,"['73', '115', '60', '60', '60', '90', '458']"
#0336,#218,饭匙蛇,毒,蜕皮,穿透,牙蛇宝可梦,2.7m,52.5kg,90,"['73', '100', '60', '100', '60', '65', '458']"
#0333,#219,青绵鸟,一般/飞行,自然回复,无关天气,绵鸟宝可梦,0.4m,1.2kg,255,"['45', '40', '60', '40', '75', '50', '310']"
#0334,#220,七夕青鸟,龙/飞行,自然回复,无关天气,哼唱宝可梦,1.1m,20.6kg,45,"['75', '70', '90', '70', '105', '80', '490']"
#0672,#221,坐骑小羊,草,食草,草之毛皮,坐骑宝可梦,0.9m,31.0kg,200,"['66', '65', '48', '62', '57', '52', '350']"
#0673,#222,坐骑山羊,草,食草,草之毛皮,坐骑宝可梦,1.7m,91.0kg,45,"['123', '100', '62', '97', '81', '68', '531']"
#0128,#223,肯泰罗,格斗,威吓/愤怒穴位,强行,暴牛宝可梦,1.4m,88.4kg,45,"['75', '100', '95', '40', '70', '110', '490']"
#0667,#224,小狮狮,火/一般,斗争心/紧张感,自信过度,幼狮宝可梦,0.6m,13.5kg,220,"['62', '50', '58', '73', '54', '72', '369']"
#0668,#225,火炎狮,火/一般,鬥爭心/緊張感,自信过度,王者宝可梦,1.5m,81.5kg,65,"['86', '68', '72', '109', '66', '106', '507']"
#0434,#226,臭鼬噗,毒/恶,恶臭/引爆,锐利目光,臭鼬宝可梦,0.4m,19.2kg,225,"['63', '63', '47', '41', '41', '74', '329']"
#0435,#227,坦克臭鼬,毒/恶,恶臭/引爆,锐利目光,臭鼬宝可梦,1.0m,38.0kg,60,"['103', '93', '67', '71', '61', '84', '479']"
#0570,#228,索罗亚,恶,幻觉,,恶狐宝可梦,0.7m,12.5kg,75,"['40', '65', '40', '80', '40', '65', '330']"
#0571,#229,索罗亚克,恶,幻觉,,妖狐宝可梦,1.6m,81.1kg,45,"['60', '105', '60', '120', '60', '105', '510']"
#0215,#230,狃拉,恶/冰,锐利目光/精神力,顺手牵羊,钩爪宝可梦,0.9m,28.0kg,60,"['55', '95', '55', '35', '75', '115', '430']"
#0461,#231,玛狃拉,恶/冰,压迫感,顺手牵羊,钩爪宝可梦,1.1m,34.0kg,45,"['70', '120', '65', '45', '85', '125', '510']"
#0198,#232,黑暗鸦,恶/飞行,超幸运/不眠,恶作剧之心,黑暗宝可梦,0.5m,2.1kg,30,"['60', '85', '42', '85', '42', '91', '405']"
#0430,#233,乌鸦头头,恶/飞行,超幸运/不眠,自信过度,大头目宝可梦,0.9m,27.3kg,30,"['100', '125', '52', '105', '52', '71', '505']"
#0574,#234,哥德宝宝,超能力,好胜/察觉,踩影,凝视宝可梦,0.4m,5.8kg,200,"['45', '30', '50', '55', '65', '45', '290']"
#0575,#235,哥德小童,超能力,察觉/好勝,踩影,操纵宝可梦,0.7m,18.0kg,100,"['60', '45', '70', '75', '85', '55', '390']"
#0576,#236,哥德小姐,超能力,察觉/好勝,踩影,天体宝可梦,1.5m,44.0kg,50,"['70', '55', '95', '95', '110', '65', '490']"
#0854,#237,来悲茶,幽灵,碎裂铠甲,诅咒之躯,红茶宝可梦,0.1m,0.2kg,120,"['40', '45', '45', '74', '54', '50', '308']"
#0855,#238,怖思壶,幽灵,碎裂铠甲,诅咒之躯,红茶宝可梦,0.2m,0.4kg,60,"['60', '65', '65', '134', '114', '70', '508']"
#0778,#239,谜拟Ｑ,幽灵/妖精,画皮,,画皮宝可梦,0.2m,0.7kg,45,"['55', '90', '80', '50', '105', '96', '476']"
#0707,#240,钥圈儿,钢/妖精,恶作剧之心,魔术师,钥匙串宝可梦,0.2m,3.0kg,60,"['57', '80', '91', '80', '87', '75', '470']"
#0876,#241,爱管侍,超能力/一般,精神力/同步,精神制造者,感情宝可梦,0.9m,28.0kg,30,"['60', '65', '55', '105', '95', '95', '475']"
#0946,#242,纳噬草,草/幽灵,乘风,穿透,滚草宝可梦,0.6m,0.6kg,190,"['40', '65', '30', '45', '35', '60', '275']"
#0947,#243,怖纳噬草,草/幽灵,乘风,穿透,滚草宝可梦,1.2m,6.0kg,45,"['55', '115', '70', '80', '70', '90', '480']"
#0948,#244,原野水母,地面/草,菌丝之力,,木耳宝可梦,0.9m,33.0kg,190,"['40', '40', '35', '50', '100', '70', '335']"
#0949,#245,陆地水母,地面/草,菌丝之力,,木耳宝可梦,1.9m,58.0kg,90,"['80', '70', '65', '80', '120', '100', '515']"
#0357,#246,热带龙,草/飞行,叶绿素/太阳之力,收获,水果宝可梦,2.0m,100.0kg,200,"['99', '68', '83', '72', '87', '51', '460']"
#0753,#247,伪螳草,草,叶子防守,唱反调,镰草宝可梦,0.3m,1.5kg,190,"['40', '55', '35', '50', '35', '35', '250']"
#0754,#248,兰螳花,草,叶子防守,唱反调,花镰宝可梦,0.9m,18.5kg,75,"['70', '105', '90', '80', '90', '45', '480']"
#0950,#249,毛崖蟹,岩石,愤怒甲壳/硬壳盔甲,再生力,埋伏宝可梦,1.3m,79.0kg,120,"['70', '100', '115', '35', '55', '75', '450']"
#0951,#250,热辣娃,草,叶绿素/不眠,笨拙,热辣宝可梦,0.3m,3.0kg,190,"['50', '62', '40', '62', '40', '50', '304']"
#0952,#251,狠辣椒,草/火,叶绿素/不眠,心情不定,热辣宝可梦,0.9m,15.0kg,75,"['65', '108', '65', '108', '65', '75', '486']"
#0331,#252,刺球仙人掌,草,沙隐,储水,仙人掌宝可梦,0.4m,51.3kg,190,"['50', '85', '40', '85', '40', '35', '335']"
#0332,#253,梦歌仙人掌,草/恶,沙隐,储水,稻草人宝可梦,1.3m,77.4kg,60,"['70', '115', '60', '115', '60', '55', '475']"
#0953,#254,虫滚泥,虫,复眼,蜕皮,滚动宝可梦,0.2m,1.0kg,190,"['41', '50', '60', '31', '58', '30', '270']"
#0954,#255,虫甲圣,虫/超能力,同步,心灵感应,滚动宝可梦,0.3m,3.5kg,45,"['75', '50', '85', '115', '100', '45', '470']"
#0048,#256,毛球,虫/毒,有色眼镜/复眼,逃跑,昆虫宝可梦,1.0m,30.0kg,190,"['60', '55', '50', '40', '55', '45', '305']"
#0049,#257,摩鲁蛾,虫/毒,鳞粉/有色眼镜,奇迹皮肤,毒蛾宝可梦,1.5m,12.5kg,75,"['70', '65', '60', '90', '75', '90', '450']"
#0204,#258,榛果球,虫,结实,防尘,蓑衣虫宝可梦,0.6m,7.2kg,190,"['50', '65', '90', '35', '35', '15', '290']"
#0205,#259,佛烈托斯,虫/钢,结实,防尘,蓑衣虫宝可梦,1.2m,125.8kg,75,"['75', '90', '140', '60', '60', '40', '465']"
#0123,#260,飞天螳螂,虫/飞行,蟲之預感/技术高手,不屈之心,螳螂宝可梦,1.5m,56.0kg,45,"['70', '110', '80', '55', '80', '105', '500']"
#0212,#261,巨钳螳螂,虫/钢,蟲之預感/技术高手,轻金属,钳子宝可梦,1.8m,118.0kg,25,"['70', '130', '100', '55', '80', '65', '500']"
#0214,#262,赫拉克罗斯,虫/格斗,蟲之預感/毅力,自信过度,独角宝可梦,1.5m,54.0kg,45,"['80', '125', '75', '40', '95', '85', '500']"
#0955,#263,飘飘雏,超能力,危险预知/察觉,加速,褶边宝可梦,0.2m,1.5kg,120,"['30', '35', '30', '55', '30', '75', '255']"
#0956,#264,超能艳鸵,超能力,察觉/跟风,加速,鸵鸟宝可梦,1.9m,90.0kg,60,"['95', '60', '60', '101', '60', '105', '481']"
#0449,#265,沙河马,地面,扬沙,沙之力,河马宝可梦,0.8m,49.5kg,140,"['68', '72', '78', '38', '42', '32', '330']"
#0450,#266,河马兽,地面,扬沙,沙之力,重量宝可梦,2.0m,300.0kg,60,"['108', '112', '118', '68', '72', '47', '525']"
#0551,#267,黑眼鳄,地面/恶,威吓/自信过度,愤怒穴位,沙漠鳄鱼宝可梦,0.7m,15.2kg,180,"['50', '72', '35', '35', '35', '65', '292']"
#0552,#268,混混鳄,地面/恶,威吓/自信过度,愤怒穴位,沙漠鳄鱼宝可梦,1.0m,33.4kg,90,"['60', '82', '45', '45', '45', '74', '351']"
#0553,#269,流氓鳄,地面/恶,威吓/自信过度,愤怒穴位,威吓宝可梦,1.5m,96.3kg,45,"['95', '117', '80', '65', '70', '92', '519']"
#0843,#270,沙包蛇,地面,蜕皮/吐沙,沙隐,沙蛇宝可梦,2.2m,7.6kg,255,"['52', '57', '75', '35', '50', '46', '315']"
#0844,#271,沙螺蟒,地面,蜕皮/吐沙,沙隐,沙蛇宝可梦,3.8m,65.5kg,120,"['72', '107', '125', '65', '70', '71', '510']"
#0749,#272,泥驴仔,地面,我行我素/持久力,精神力,驴宝可梦,1.0m,110.0kg,190,"['70', '100', '70', '45', '55', '45', '385']"
#0750,#273,重泥挽马,地面,我行我素/持久力,精神力,挽马宝可梦,2.5m,920.0kg,60,"['100', '125', '100', '55', '85', '35', '500']"
#0636,#274,燃烧虫,虫/火,火焰之躯,蟲之預感,火炬宝可梦,1.1m,28.8kg,45,"['55', '85', '55', '50', '55', '60', '360']"
#0637,#275,火神蛾,虫/火,火焰之躯,蟲之預感,太阳宝可梦,1.6m,46.0kg,15,"['85', '60', '65', '135', '105', '100', '550']"
#0371,#276,宝贝龙,龙,坚硬脑袋,强行,坚硬脑袋宝可梦,0.6m,42.1kg,45,"['45', '75', '60', '40', '30', '50', '300']"
#0372,#277,甲壳龙,龙,坚硬脑袋,防尘,耐力宝可梦,1.1m,110.5kg,45,"['65', '95', '100', '60', '50', '50', '420']"
#0373,#278,暴飞龙,龙/飞行,威吓,自信过度,龙宝可梦,1.5m,102.6kg,45,"['95', '135', '80', '110', '80', '100', '600']"
#0957,#279,小锻匠,妖精/钢,破格/我行我素,顺手牵羊,锤炼宝可梦,0.4m,8.9kg,190,"['50', '45', '45', '35', '64', '58', '297']"
#0958,#280,巧锻匠,妖精/钢,破格/我行我素,顺手牵羊,锤子宝可梦,0.7m,59.1kg,90,"['65', '55', '55', '45', '82', '78', '380']"
#0959,#281,巨锻匠,妖精/钢,破格/我行我素,顺手牵羊,锤子宝可梦,0.7m,112.8kg,45,"['85', '75', '77', '70', '105', '94', '506']"
#0856,#282,迷布莉姆,超能力,危险预知/治愈之心,魔法镜,宁静宝可梦,0.4m,3.4kg,235,"['42', '30', '45', '56', '53', '39', '265']"
#0857,#283,提布莉姆,超能力,危险预知/治愈之心,魔法镜,肃静宝可梦,0.6m,4.8kg,120,"['57', '40', '65', '86', '73', '49', '370']"
#0858,#284,布莉姆温,超能力/妖精,危险预知/治愈之心,魔法镜,寂静宝可梦,2.1m,5.1kg,45,"['57', '90', '95', '136', '103', '29', '510']"
#0859,#285,捣蛋小妖,恶/妖精,恶作剧之心/察觉,顺手牵羊,捉弄宝可梦,0.4m,5.5kg,255,"['45', '45', '30', '55', '40', '50', '265']"
#0860,#286,诈唬魔,恶/妖精,恶作剧之心/察觉,顺手牵羊,坏心眼宝可梦,0.8m,12.5kg,120,"['65', '60', '45', '75', '55', '70', '370']"
#0861,#287,长毛巨魔,恶/妖精,恶作剧之心/察觉,顺手牵羊,健美宝可梦,1.5m,61.0kg,45,"['95', '120', '65', '95', '75', '60', '510']"
#0960,#288,海地鼠,水,黏滑/胆怯,沙隐,糯鳗宝可梦,1.2m,1.8kg,255,"['10', '55', '25', '35', '25', '95', '245']"
#0961,#289,三海地鼠,水,黏滑/胆怯,沙隐,糯鳗宝可梦,1.2m,5.4kg,50,"['35', '100', '50', '50', '70', '120', '425']"
#0962,#290,下石鸟,飞行/恶,锐利目光/健壮胸肌,搬岩,掉东西宝可梦,1.5m,42.9kg,25,"['70', '103', '85', '60', '85', '82', '485']"
#0963,#291,波普海豚,水,水幕,,海豚宝可梦,1.3m,60.2kg,200,"['70', '45', '40', '45', '40', '75', '315']"
#0964,#292,海豚侠,水,全能变身,,海豚宝可梦,1.3m,60.2kg,45,"['100', '70', '72', '53', '62', '100', '457']"
#0965,#293,噗隆隆,钢/毒,防尘,慢启动,单汽缸宝可梦,1.0m,35.0kg,190,"['45', '70', '63', '30', '45', '47', '300']"
#0966,#294,普隆隆姆,钢/毒,防尘,过滤,多汽缸宝可梦,1.8m,120.0kg,75,"['80', '119', '90', '54', '67', '90', '500']"
#0967,#295,摩托蜥,龙/一般,蜕皮,再生力,坐骑宝可梦,1.6m,63.0kg,190,"['70', '95', '65', '85', '65', '121', '501']"
#0968,#296,拖拖蚓,钢,食土,沙隐,蚯蚓宝可梦,2.5m,310.0kg,25,"['70', '85', '145', '60', '55', '65', '480']"
#0302,#297,勾魂眼,恶/幽灵,锐利目光/慢出,恶作剧之心,黑暗宝可梦,0.5m,11.0kg,45,"['50', '75', '75', '65', '65', '50', '380']"
#0353,#298,怨影娃娃,幽灵,察觉/不眠,诅咒之躯,人偶宝可梦,0.6m,2.3kg,225,"['44', '75', '35', '63', '33', '45', '295']"
#0354,#299,诅咒娃娃,幽灵,察觉/不眠,诅咒之躯,布偶宝可梦,1.1m,12.5kg,45,"['64', '115', '65', '83', '63', '65', '455']"
#0870,#300,列阵兵,格斗,战斗盔甲,不服输,阵形宝可梦,3.0m,62.0kg,45,"['65', '100', '100', '70', '60', '75', '470']"
#0701,#301,摔角鹰人,格斗/飞行,轻装/柔软,破格,摔角宝可梦,0.8m,21.5kg,100,"['78', '92', '75', '74', '63', '118', '500']"
#0442,#302,花岩怪,幽灵/恶,压迫感,穿透,封印宝可梦,1.0m,108.0kg,100,"['50', '92', '108', '92', '108', '35', '485']"
#0714,#303,嗡蝠,飞行/龙,穿透/察觉,心灵感应,音波宝可梦,0.5m,8.0kg,190,"['40', '30', '35', '45', '40', '55', '245']"
#0715,#304,音波龙,飞行/龙,穿透/察觉,心灵感应,音波宝可梦,1.5m,85.0kg,45,"['85', '70', '80', '97', '80', '123', '535']"
#0885,#305,多龙梅西亚,龙/幽灵,穿透/恒净之躯,诅咒之躯,哀怨宝可梦,0.5m,2.0kg,45,"['28', '60', '30', '40', '30', '82', '270']"
#0886,#306,多龙奇,龙/幽灵,穿透/恒净之躯,诅咒之躯,保姆宝可梦,1.4m,11.0kg,45,"['68', '80', '50', '60', '50', '102', '410']"
#0887,#307,多龙巴鲁托,龙/幽灵,穿透/恒净之躯,诅咒之躯,隐形宝可梦,3.0m,50.0kg,45,"['88', '120', '75', '100', '75', '142', '600']"
#0969,#308,晶光芽,岩石/毒,毒满地,腐蚀,矿石宝可梦,0.7m,8.0kg,70,"['48', '35', '42', '105', '60', '60', '350']"
#0970,#309,晶光花,岩石/毒,毒满地,腐蚀,矿石宝可梦,1.5m,45.0kg,25,"['83', '55', '90', '130', '81', '86', '525']"
#0479,#310,洛托姆,电/幽灵,飘浮,,等离子宝可梦,0.3m,0.3kg,45,"['50', '50', '77', '95', '77', '91', '440']"
#0971,#311,墓仔狗,幽灵,捡拾,毛茸茸,鬼犬宝可梦,0.6m,35.0kg,120,"['50', '61', '60', '30', '55', '34', '290']"
#0972,#312,墓扬犬,幽灵,拨沙,毛茸茸,鬼犬宝可梦,2.0m,15.0kg,60,"['72', '101', '100', '50', '97', '68', '488']"
#0765,#313,智挥猩,一般/超能力,精神力/心灵感应,共生,贤者宝可梦,1.5m,76.0kg,45,"['90', '60', '80', '90', '110', '60', '490']"
#0766,#314,投掷猴,格斗,接球手,不服输,配合宝可梦,2.0m,82.8kg,45,"['100', '120', '90', '40', '60', '80', '490']"
#0775,#315,树枕尾熊,一般,绝对睡眠,,半梦半醒宝可梦,0.4m,19.9kg,45,"['65', '115', '65', '75', '95', '65', '480']"
#0246,#316,幼基拉斯,岩石/地面,毅力,沙隐,岩石肤宝可梦,0.6m,72.0kg,45,"['50', '64', '50', '45', '50', '41', '300']"
#0247,#317,沙基拉斯,岩石/地面,蜕皮,,子弹宝可梦,1.2m,152.0kg,45,"['70', '84', '70', '65', '70', '51', '410']"
#0248,#318,班基拉斯,岩石/恶,扬沙,紧张感,铠甲宝可梦,2.0m,202.0kg,45,"['100', '134', '110', '95', '100', '61', '600']"
#0874,#319,巨石丁,岩石,能量点,,巨石宝可梦,2.5m,520.0kg,60,"['100', '125', '135', '20', '20', '70', '470']"
#0875,#320,冰砌鹅,冰,结冻头,,企鹅宝可梦,1.4m,89.0kg,60,"['75', '80', '110', '65', '90', '50', '470']"
#0871,#321,啪嚓海胆,电,避雷针,电气制造者,海胆宝可梦,0.3m,1.0kg,75,"['48', '101', '95', '91', '85', '15', '435']"
#0769,#322,沙丘娃,幽灵/地面,遇水凝固,沙隐,沙丘宝可梦,0.5m,70.0kg,140,"['55', '55', '80', '70', '45', '15', '320']"
#0770,#323,噬沙堡爷,幽灵/地面,遇水凝固,沙隐,沙堡宝可梦,1.3m,250.0kg,60,"['85', '75', '110', '100', '75', '35', '480']"
#0079,#324,呆呆兽,水/超能力,我行我素/迟钝,再生力,憨憨宝可梦,1.2m,36.0kg,190,"['90', '65', '65', '40', '40', '15', '315']"
#0080,#325,呆壳兽,水/超能力,我行我素/迟钝,再生力,寄居蟹宝可梦,1.6m,78.5kg,75,"['95', '75', '110', '100', '80', '30', '490']"
#0199,#326,呆呆王,水/超能力,我行我素/迟钝,再生力,王者宝可梦,2.0m,79.5kg,70,"['95', '75', '80', '100', '110', '30', '490']"
#0422,#327,无壳海兔,水,黏着/引水,沙之力,海兔宝可梦,0.3m,6.3kg,190,"['76', '48', '48', '57', '62', '34', '325']"
#0423,#328,海兔兽,水/地面,黏着/引水,沙之力,海兔宝可梦,0.9m,29.9kg,75,"['111', '83', '68', '92', '82', '39', '475']"
#0090,#329,大舌贝,水,硬壳盔甲/连续攻击,防尘,双壳贝宝可梦,0.3m,4.0kg,190,"['30', '65', '100', '45', '25', '40', '305']"
#0091,#330,刺甲贝,水/冰,硬壳盔甲/连续攻击,防尘,双壳贝宝可梦,1.5m,132.5kg,60,"['50', '95', '180', '85', '45', '70', '525']"
#0211,#331,千针鱼,水/毒,悠游自如/毒刺,威吓,气球宝可梦,0.5m,3.9kg,45,"['65', '95', '85', '55', '55', '85', '440']"
#0370,#332,爱心鱼,水,悠游自如,湿润之躯,相随宝可梦,0.6m,8.7kg,225,"['43', '30', '55', '40', '65', '97', '330']"
#0456,#333,荧光鱼,水,悠游自如/引水,水幕,飞翅鱼宝可梦,0.4m,7.0kg,190,"['49', '49', '56', '49', '61', '66', '330']"
#0457,#334,霓虹鱼,水,悠游自如/引水,水幕,霓虹宝可梦,1.2m,24.0kg,75,"['69', '69', '76', '69', '86', '91', '460']"
#0779,#335,磨牙彩皮鱼,水/超能力,强壮之颚/鮮艷之軀,奇迹皮肤,磨牙宝可梦,0.9m,19.0kg,80,"['68', '105', '70', '70', '70', '92', '475']"
#0594,#336,保姆曼波,水,治愈之心/湿润之躯,再生力,看护宝可梦,1.2m,31.6kg,75,"['165', '75', '80', '40', '45', '65', '470']"
#0690,#337,垃垃藻,毒/水,毒刺/毒手,适应力,似草宝可梦,0.5m,7.3kg,225,"['50', '60', '60', '60', '60', '30', '320']"
#0691,#338,毒藻龙,毒/龙,毒刺/毒手,适应力,似草宝可梦,1.8m,81.5kg,55,"['65', '75', '90', '97', '123', '44', '494']"
#0692,#339,铁臂枪虾,水,超级发射器,,水枪宝可梦,0.5m,8.3kg,225,"['50', '53', '62', '58', '63', '44', '330']"
#0693,#340,钢炮臂虾,水,超級發射器,,发射器宝可梦,1.3m,35.3kg,55,"['71', '73', '88', '120', '89', '59', '500']"
#0602,#341,麻麻小鱼,电,飘浮,,电鱼宝可梦,0.2m,0.3kg,190,"['35', '55', '40', '45', '40', '60', '275']"
#0603,#342,麻麻鳗,电,飘浮,,电鱼宝可梦,1.2m,22.0kg,60,"['65', '85', '70', '75', '70', '40', '405']"
#0604,#343,麻麻鳗鱼王,电,飘浮,,电鱼宝可梦,2.1m,80.5kg,30,"['85', '115', '80', '105', '80', '50', '515']"
#0747,#344,好坏星,毒/水,不仁不义/柔软,再生力,非星宝可梦,0.4m,8.0kg,190,"['50', '53', '62', '43', '52', '45', '305']"
#0748,#345,超坏星,毒/水,不仁不义/柔软,再生力,非星宝可梦,0.7m,14.5kg,75,"['50', '63', '152', '53', '142', '35', '495']"
#0973,#346,缠红鹤,飞行/格斗,蹒跚/胆量,同台共演,同步宝可梦,1.6m,37.0kg,100,"['82', '115', '74', '75', '64', '90', '500']"
#0147,#347,迷你龙,龙,蜕皮,神奇鱗片,龙宝可梦,1.8m,3.3kg,45,"['41', '64', '45', '50', '50', '50', '300']"
#0148,#348,哈克龙,龙,蜕皮,神奇鱗片,龙宝可梦,4.0m,16.5kg,45,"['61', '84', '65', '70', '70', '70', '420']"
#0149,#349,快龙,龙/飞行,精神力,多重鳞片,龙宝可梦,2.2m,210.0kg,45,"['91', '134', '95', '100', '100', '80', '600']"
#0872,#350,雪吞虫,冰/虫,鳞粉,冰鳞粉,虫宝宝宝可梦,0.3m,3.8kg,190,"['30', '25', '35', '45', '30', '20', '185']"
#0873,#351,雪绒蛾,冰/虫,鳞粉,冰鳞粉,冰蛾宝可梦,1.3m,42.0kg,75,"['70', '65', '60', '125', '90', '65', '475']"
#0459,#352,雪笠怪,草/冰,降雪,隔音,树冰宝可梦,1.0m,50.5kg,120,"['60', '62', '50', '62', '60', '40', '334']"
#0460,#353,暴雪王,草/冰,降雪,隔音,树冰宝可梦,2.2m,135.5kg,60,"['90', '92', '75', '92', '85', '60', '494']"
#0225,#354,信使鸟,冰/飞行,干劲/活力,不眠,搬运宝可梦,0.9m,16.0kg,45,"['45', '55', '45', '65', '45', '75', '330']"
#0613,#355,喷嚏熊,冰,雪隐/拨雪,胆怯,结冰宝可梦,0.5m,8.5kg,120,"['55', '70', '40', '60', '40', '40', '305']"
#0614,#356,冻原熊,冰,雪隐/拨雪,悠游自如,冻结宝可梦,2.6m,260.0kg,60,"['95', '130', '80', '70', '80', '50', '505']"
#0361,#357,雪童子,冰,精神力/冰冻之躯,心情不定,雪笠宝可梦,0.7m,16.8kg,190,"['50', '50', '50', '50', '50', '50', '300']"
