全国编号,地区编号,名称,属性,普通特性,隐藏特性,类别,身高,体重,捕获率,种族值
#0604,#177,麻麻鳗鱼王,电,飘浮,,电鱼宝可梦,2.1m,80.5kg,30,"['85', '115', '80', '105', '80', '50', '515']"
#0704,#178,黏黏宝,龙,食草/湿润之躯,黏滑,软体生物宝可梦,0.3m,2.8kg,45,"['45', '50', '35', '55', '75', '40', '300']"
#0705,#179,黏美儿,龙,食草/湿润之躯,黏滑,软体生物宝可梦,0.8m,17.5kg,45,"['68', '75', '53', '83', '113', '60', '452']"
#0706,#180,黏美龙,龙,食草/湿润之躯,黏滑,龙宝可梦,2.0m,150.5kg,45,"['90', '100', '70', '110', '150', '80', '600']"
#0580,#181,鸭宝宝,水/飞行,健壮胸肌/锐利目光,湿润之躯,水鸟宝可梦,0.5m,5.5kg,190,"['62', '44', '50', '44', '50', '55', '305']"
#0581,#182,舞天鹅,水/飞行,健壮胸肌/锐利目光,湿润之躯,白鸟宝可梦,1.3m,24.2kg,45,"['75', '87', '63', '87', '63', '98', '473']"
#0833,#183,咬咬龟,水,硬壳盔甲/强壮之颚,悠游自如,咬住宝可梦,0.3m,8.5kg,255,"['50', '64', '50', '38', '38', '44', '284']"
#0834,#184,暴噬龟,水/岩石,硬壳盔甲/强壮之颚,悠游自如,紧咬宝可梦,1.0m,115.5kg,75,"['90', '115', '90', '48', '68', '74', '485']"
#0845,#185,古月鸟,飞行/水,一口导弹,,一口吞宝可梦,0.8m,18.0kg,45,"['70', '85', '55', '85', '95', '85', '475']"
#0624,#186,驹刀小兵,恶/钢,不服输/精神力,压迫感,利器宝可梦,0.5m,10.2kg,120,"['45', '85', '70', '40', '40', '60', '340']"
#0625,#187,劈斩司令,恶/钢,不服输/精神力,压迫感,刀刃宝可梦,1.6m,70.0kg,45,"['65', '125', '100', '60', '70', '70', '490']"
#0983,#188,仆刀将军,恶/钢,不服输/大将,压迫感,大刀宝可梦,2.0m,120.0kg,25,"['100', '135', '120', '60', '85', '50', '550']"
#0778,#189,谜拟Ｑ,幽灵/妖精,画皮,,画皮宝可梦,0.2m,0.7kg,45,"['55', '90', '80', '50', '105', '96', '476']"
#0859,#190,捣蛋小妖,恶/妖精,察觉/恶作剧之心,顺手牵羊,捉弄宝可梦,0.4m,5.5kg,255,"['45', '45', '30', '55', '40', '50', '265']"
#0860,#191,诈唬魔,恶/妖精,察觉/恶作剧之心,顺手牵羊,坏心眼宝可梦,0.8m,12.5kg,120,"['65', '60', '45', '75', '55', '70', '370']"
#0861,#192,长毛巨魔,恶/妖精,察觉/恶作剧之心,顺手牵羊,健美宝可梦,1.5m,61.0kg,45,"['95', '120', '65', '95', '75', '60', '510']"
#0876,#193,爱管侍,超能力/一般,同步/精神力,精神制造者,感情宝可梦,0.9m,28.0kg,30,"['60', '65', '55', '105', '95', '95', '475']"
#0550,#194,野蛮鲈鱼,水,適應力/舍身,破格,粗暴宝可梦,1.0m,18.0kg,190,"['70', '92', '65', '80', '55', '98', '460']"
#0902,#195,幽尾玄鱼,水/幽灵,適應力/悠游自如,破格,大鱼宝可梦,3.0m,110.0kg,45,"['120', '112', '65', '80', '75', '78', '530']"
#0901,#196,月月熊,地面/一般,防弹/毅力,紧张感,泥炭宝可梦,2.4m,290.0kg,20,"['130', '140', '105', '45', '80', '50', '550']"
#1014,#197,够赞狗,毒/格斗,毒锁链,看门犬,随从宝可梦,1.8m,92.2kg,3,"['88', '128', '115', '58', '86', '80', '555']"
#1015,#198,愿增猿,毒/超能力,毒锁链,察觉,随从宝可梦,1.0m,12.2kg,3,"['88', '75', '66', '130', '90', '106', '555']"
#1016,#199,吉雉鸡,毒/妖精,毒锁链,技术高手,随从宝可梦,1.4m,30.1kg,3,"['88', '91', '82', '70', '125', '99', '555']"
#1017,#200,厄诡椪,草,不服輸,面影辉映,面具宝可梦,1.2m,39.8kg,5,"['80', '120', '84', '60', '96', '110', '550']"
