全国编号,地区编号,名称,属性,普通特性,隐藏特性,类别,身高,体重,捕获率,种族值
#0603,#178,麻麻鳗,电,飘浮,,电鱼宝可梦,1.2m,22.0kg,60,"['65', '85', '70', '75', '70', '40', '405']"
#0604,#179,麻麻鳗鱼王,电,飘浮,,电鱼宝可梦,2.1m,80.5kg,30,"['85', '115', '80', '105', '80', '50', '515']"
#0592,#180,轻飘飘,水/幽灵,储水/诅咒之躯,湿气,漂浮宝可梦,1.2m,33.0kg,190,"['55', '40', '50', '65', '85', '40', '335']"
#0593,#181,胖嘟嘟,水/幽灵,储水/诅咒之躯,湿气,漂浮宝可梦,2.2m,135.0kg,60,"['100', '60', '70', '85', '105', '60', '480']"
#0594,#182,保姆曼波,水,治愈之心/湿润之躯,再生力,看护宝可梦,1.2m,31.6kg,75,"['165', '75', '80', '40', '45', '65', '470']"
#0610,#183,牙牙,龙,斗争心/破格,紧张感,牙宝可梦,0.6m,18.0kg,75,"['46', '87', '60', '30', '40', '57', '320']"
#0611,#184,斧牙龙,龙,斗争心/破格,紧张感,颚斧宝可梦,1.0m,36.0kg,60,"['66', '117', '70', '40', '50', '67', '410']"
#0612,#185,双斧战龙,龙,斗争心/破格,紧张感,颚斧宝可梦,1.8m,105.5kg,45,"['76', '147', '90', '60', '70', '97', '540']"
#0335,#186,猫鼬斩,一般,免疫,中毒激升,猫鼬宝可梦,1.3m,40.3kg,90,"['73', '115', '60', '60', '60', '90', '458']"
#0336,#187,饭匙蛇,毒,蜕皮,穿透,牙蛇宝可梦,2.7m,52.5kg,90,"['73', '100', '60', '100', '60', '65', '458']"
#0605,#188,小灰怪,超能力,心灵感应/同步,分析,脑宝可梦,0.5m,9.0kg,255,"['55', '55', '55', '85', '55', '30', '335']"
#0606,#189,大宇怪,超能力,心灵感应/同步,分析,脑宝可梦,1.0m,34.5kg,90,"['75', '75', '75', '125', '95', '40', '485']"
#0607,#190,烛光灵,幽灵/火,火焰之躯/引火,穿透,蜡烛宝可梦,0.3m,3.1kg,190,"['50', '30', '55', '65', '55', '20', '275']"
#0608,#191,灯火幽灵,幽灵/火,火焰之躯/引火,穿透,油灯宝可梦,0.6m,13.0kg,90,"['60', '40', '60', '95', '60', '55', '370']"
#0609,#192,水晶灯火灵,幽灵/火,火焰之躯/引火,穿透,引诱宝可梦,1.0m,34.3kg,45,"['60', '55', '90', '145', '90', '80', '520']"
#0631,#193,熔蚁兽,火,贪吃鬼/引火,白色煙霧,食蚁兽宝可梦,1.4m,58.0kg,90,"['85', '97', '66', '105', '66', '65', '484']"
#0632,#194,铁蚁,虫/钢,虫之预感/活力,懒惰,铁蚁宝可梦,0.3m,33.0kg,90,"['58', '109', '112', '48', '48', '109', '484']"
#0613,#195,喷嚏熊,冰,雪隐/拨雪,胆怯,结冰宝可梦,0.5m,8.5kg,120,"['55', '70', '40', '60', '40', '40', '305']"
#0614,#196,冻原熊,冰,雪隐/拨雪,悠游自如,冻结宝可梦,2.6m,260.0kg,60,"['95', '130', '80', '70', '80', '50', '505']"
#0615,#197,几何雪花,冰,飘浮,,结晶宝可梦,1.1m,148.0kg,25,"['80', '50', '50', '95', '135', '105', '515']"
#0641,#198,龙卷云,飞行,恶作剧之心,不服输,旋风宝可梦,1.5m,63.0kg,3,"['79', '115', '70', '125', '80', '111', '580']"
#0642,#199,雷电云,电/飞行,恶作剧之心,不服输,雷击宝可梦,1.5m,61.0kg,3,"['79', '115', '70', '125', '80', '111', '580']"
#0645,#200,土地云,地面/飞行,沙之力,强行,丰饶宝可梦,1.5m,68.0kg,3,"['89', '125', '90', '115', '80', '101', '600']"
#0451,#201,钳尾蝎,毒/虫,狙击手/战斗盔甲,锐利目光,蝎子宝可梦,0.8m,12.0kg,120,"['40', '50', '90', '30', '55', '65', '330']"
#0452,#202,龙王蝎,毒/恶,狙击手/战斗盔甲,锐利目光,蝎怪宝可梦,1.3m,61.5kg,45,"['70', '90', '110', '60', '75', '95', '500']"
#0227,#203,盔甲鸟,钢/飞行,结实/锐利目光,碎裂铠甲,钢甲鸟宝可梦,1.7m,50.5kg,25,"['65', '80', '140', '40', '70', '70', '465']"
#0322,#204,呆火驼,火/地面,单纯/迟钝,我行我素,迟钝宝可梦,0.7m,24.0kg,255,"['60', '60', '40', '65', '45', '35', '305']"
#0323,#205,喷火驼,火/地面,熔岩铠甲/坚硬岩石,愤怒穴位,喷火宝可梦,1.9m,220.0kg,150,"['70', '100', '70', '105', '75', '40', '460']"
#0325,#206,跳跳猪,超能力,我行我素/厚脂肪,贪吃鬼,弹跳宝可梦,0.7m,30.6kg,255,"['60', '25', '35', '70', '80', '60', '330']"
#0326,#207,噗噗猪,超能力,我行我素/厚脂肪,贪吃鬼,操纵宝可梦,0.9m,71.5kg,60,"['80', '45', '65', '90', '110', '80', '470']"
#0425,#208,飘飘球,幽灵/飞行,轻装/引爆,受热激升,气球宝可梦,0.4m,1.2kg,125,"['90', '50', '34', '60', '44', '70', '348']"
#0426,#209,随风球,幽灵/飞行,轻装/引爆,受热激升,热气球宝可梦,1.2m,15.0kg,60,"['150', '80', '44', '90', '54', '80', '498']"
#0353,#210,怨影娃娃,幽灵,察觉/不眠,诅咒之躯,人偶宝可梦,0.6m,2.3kg,225,"['44', '75', '35', '63', '33', '45', '295']"
#0354,#211,诅咒娃娃,幽灵,察觉/不眠,诅咒之躯,布偶宝可梦,1.1m,12.5kg,45,"['64', '115', '65', '83', '63', '65', '455']"
#0278,#212,长翅鸥,水/飞行,锐利目光/湿润之躯,雨盘,海鸥宝可梦,0.6m,9.5kg,190,"['40', '30', '30', '55', '30', '85', '270']"
#0279,#213,大嘴鸥,水/飞行,锐利目光/降雨,雨盘,水鸟宝可梦,1.2m,28.0kg,45,"['60', '50', '100', '95', '70', '65', '440']"
#0337,#214,月石,岩石/超能力,飘浮,,陨石宝可梦,1.0m,168.0kg,45,"['90', '55', '65', '95', '85', '70', '460']"
#0338,#215,太阳岩,岩石/超能力,飘浮,,陨石宝可梦,1.2m,154.0kg,45,"['90', '95', '85', '55', '65', '70', '460']"
#0359,#216,阿勃梭鲁,恶,超幸运/压迫感,正义之心,灾祸宝可梦,1.2m,47.0kg,30,"['65', '130', '60', '75', '60', '75', '465']"
#0114,#217,蔓藤怪,草,叶绿素/叶子防守,再生力,藤蔓状宝可梦,1.0m,35.0kg,45,"['65', '55', '115', '100', '40', '60', '435']"
#0465,#218,巨蔓藤,草,叶绿素/叶子防守,再生力,藤蔓状宝可梦,2.0m,128.6kg,30,"['100', '100', '125', '110', '50', '50', '535']"
#0619,#219,功夫鼬,格斗,再生力/精神力,舍身,武术宝可梦,0.9m,20.0kg,180,"['45', '85', '50', '55', '50', '65', '350']"
#0620,#220,师父鼬,格斗,再生力/精神力,舍身,武术宝可梦,1.4m,35.5kg,45,"['65', '125', '60', '95', '60', '105', '510']"
#0207,#221,天蝎,地面/飞行,沙隐/怪力钳,免疫,飞蝎宝可梦,1.1m,64.8kg,60,"['65', '75', '105', '35', '65', '85', '430']"
#0472,#222,天蝎王,地面/飞行,沙隐/怪力钳,毒疗,牙蝎宝可梦,2.0m,42.5kg,30,"['75', '95', '125', '45', '75', '95', '510']"
#0624,#223,驹刀小兵,恶/钢,不服输/精神力,压迫感,利器宝可梦,0.5m,10.2kg,120,"['45', '85', '70', '40', '40', '60', '340']"
#0625,#224,劈斩司令,恶/钢,不服输/精神力,压迫感,刀刃宝可梦,1.6m,70.0kg,45,"['65', '125', '100', '60', '70', '70', '490']"
#0638,#225,勾帕路翁,钢/格斗,正义之心,,铁心宝可梦,2.1m,250.0kg,3,"['91', '90', '129', '90', '72', '108', '580']"
#0639,#226,代拉基翁,岩石/格斗,正义之心,,岩窟宝可梦,1.9m,260.0kg,3,"['91', '129', '90', '72', '90', '108', '580']"
#0640,#227,毕力吉翁,草/格斗,正义之心,,草原宝可梦,2.0m,200.0kg,3,"['91', '90', '72', '90', '129', '108', '580']"
#0535,#228,圆蝌蚪,水,悠游自如/湿润之躯,储水,蝌蚪宝可梦,0.5m,4.5kg,255,"['50', '50', '40', '50', '40', '64', '294']"
#0536,#229,蓝蟾蜍,水/地面,悠游自如/湿润之躯,储水,震动宝可梦,0.8m,17.0kg,120,"['75', '65', '55', '65', '55', '69', '384']"
#0537,#230,蟾蜍王,水/地面,悠游自如/毒手,储水,震动宝可梦,1.5m,62.0kg,45,"['105', '95', '75', '85', '75', '74', '509']"
#0618,#231,泥巴鱼,地面/电,静电/柔软,沙隐,陷阱宝可梦,0.7m,11.0kg,75,"['109', '66', '84', '81', '99', '32', '471']"
#0213,#232,壶壶,虫/岩石,结实/贪吃鬼,唱反调,发酵宝可梦,0.6m,20.5kg,190,"['20', '10', '230', '10', '230', '5', '505']"
#0458,#233,小球飞鱼,水/飞行,悠游自如/储水,水幕,风筝宝可梦,1.0m,65.0kg,25,"['45', '20', '50', '60', '120', '50', '345']"
#0226,#234,巨翅飞鱼,水/飞行,悠游自如/储水,水幕,风筝宝可梦,2.1m,220.0kg,25,"['85', '40', '70', '80', '140', '70', '485']"
#0223,#235,铁炮鱼,水,狙击手/活力,心情不定,喷射宝可梦,0.6m,12.0kg,190,"['35', '65', '35', '65', '35', '65', '300']"
#0224,#236,章鱼桶,水,吸盘/狙击手,心情不定,喷射宝可梦,0.9m,28.5kg,75,"['75', '105', '75', '105', '75', '45', '480']"
#0222,#237,太阳珊瑚,水/岩石,自然回复/活力,再生力,珊瑚宝可梦,0.6m,5.0kg,60,"['65', '55', '95', '65', '95', '35', '410']"
#0120,#238,海星星,水,发光/自然回复,分析,星形宝可梦,0.8m,34.5kg,225,"['30', '45', '55', '70', '55', '85', '340']"
#0121,#239,宝石海星,水/超能力,发光/自然回复,分析,谜宝可梦,1.1m,80.0kg,60,"['60', '75', '85', '100', '85', '115', '520']"
#0320,#240,吼吼鲸,水,水幕/迟钝,压迫感,球鲸宝可梦,2.0m,130.0kg,125,"['130', '70', '35', '70', '35', '60', '400']"
#0321,#241,吼鲸王,水,水幕/迟钝,压迫感,浮鲸宝可梦,14.5m,398.0kg,60,"['170', '90', '45', '90', '45', '60', '500']"
#0131,#242,拉普拉斯,水/冰,硬壳盔甲/储水,湿润之躯,乘载宝可梦,2.5m,220.0kg,45,"['130', '85', '80', '85', '95', '60', '535']"
#0363,#243,海豹球,冰/水,冰冻之躯/厚脂肪,迟钝,拍手宝可梦,0.8m,39.5kg,255,"['70', '40', '50', '55', '50', '25', '290']"
#0364,#244,海魔狮,冰/水,冰冻之躯/厚脂肪,迟钝,滚球宝可梦,1.1m,87.6kg,120,"['90', '60', '70', '75', '70', '45', '410']"
#0365,#245,帝牙海狮,冰/水,冰冻之躯/厚脂肪,迟钝,破冰宝可梦,1.4m,150.6kg,45,"['110', '80', '90', '95', '90', '65', '530']"
#0333,#246,青绵鸟,一般/飞行,自然回复,无关天气,绵鸟宝可梦,0.4m,1.2kg,255,"['45', '40', '60', '40', '75', '50', '310']"
#0334,#247,七夕青鸟,龙/飞行,自然回复,无关天气,哼唱宝可梦,1.1m,20.6kg,45,"['75', '70', '90', '70', '105', '80', '490']"
#0037,#248,六尾,火,引火,日照,狐狸宝可梦,0.6m,9.9kg,190,"['38', '41', '40', '50', '65', '65', '299']"
#0038,#249,九尾,火,引火,日照,狐狸宝可梦,1.1m,19.9kg,75,"['73', '76', '75', '81', '100', '100', '505']"
#0436,#250,铜镜怪,钢/超能力,飘浮/耐热,重金属,青铜宝可梦,0.5m,60.5kg,255,"['57', '24', '86', '24', '86', '23', '300']"
#0437,#251,青铜钟,钢/超能力,飘浮/耐热,重金属,铜钟宝可梦,1.3m,187.0kg,90,"['67', '89', '116', '79', '116', '33', '500']"
#0215,#252,狃拉,恶/冰,锐利目光/精神力,顺手牵羊,钩爪宝可梦,0.9m,28.0kg,60,"['55', '95', '55', '35', '75', '115', '430']"
#0461,#253,玛狃拉,恶/冰,压迫感,顺手牵羊,钩爪宝可梦,1.1m,34.0kg,45,"['70', '120', '65', '45', '85', '125', '510']"
#0225,#254,信使鸟,冰/飞行,干劲/活力,不眠,搬运宝可梦,0.9m,16.0kg,45,"['45', '55', '45', '65', '45', '75', '330']"
#0582,#255,迷你冰,冰,雪隐/冰冻之躯,碎裂铠甲,新雪宝可梦,0.4m,5.7kg,255,"['36', '50', '50', '65', '60', '44', '305']"
#0583,#256,多多冰,冰,雪隐/冰冻之躯,碎裂铠甲,冰雪宝可梦,1.1m,41.0kg,120,"['51', '65', '65', '80', '75', '59', '395']"
#0584,#257,双倍多多冰,冰,冰冻之躯/降雪,碎裂铠甲,暴风雪宝可梦,1.3m,57.5kg,45,"['71', '95', '85', '110', '95', '79', '535']"
#0220,#258,小山猪,冰/地面,雪隐/迟钝,厚脂肪,小猪宝可梦,0.4m,6.5kg,225,"['50', '50', '40', '30', '30', '50', '250']"
#0221,#259,长毛猪,冰/地面,雪隐/迟钝,厚脂肪,野猪宝可梦,1.1m,55.8kg,75,"['100', '100', '80', '60', '60', '50', '450']"
#0473,#260,象牙猪,冰/地面,雪隐/迟钝,厚脂肪,双牙宝可梦,2.5m,291.0kg,50,"['110', '130', '80', '70', '60', '80', '530']"
#0132,#261,百变怪,一般,柔软,变身者,变身宝可梦,0.3m,4.0kg,35,"['48', '48', '48', '48', '48', '48', '288']"
#0374,#262,铁哑铃,钢/超能力,恒净之躯,轻金属,铁球宝可梦,0.6m,95.2kg,3,"['40', '55', '80', '35', '60', '30', '300']"
#0375,#263,金属怪,钢/超能力,恒净之躯,轻金属,铁爪宝可梦,1.2m,202.5kg,3,"['60', '75', '100', '55', '80', '50', '420']"
#0376,#264,巨金怪,钢/超能力,恒净之躯,轻金属,铁足宝可梦,1.6m,550.0kg,3,"['80', '135', '130', '95', '90', '70', '600']"
#0086,#265,小海狮,水,湿润之躯/厚脂肪,冰冻之躯,海狮宝可梦,1.1m,90.0kg,190,"['65', '45', '55', '45', '70', '45', '325']"
#0087,#266,白海狮,水/冰,湿润之躯/厚脂肪,冰冻之躯,海狮宝可梦,1.7m,120.0kg,75,"['90', '70', '80', '70', '95', '70', '475']"
#0538,#267,投摔鬼,格斗,毅力/精神力,破格,柔道宝可梦,1.3m,55.5kg,45,"['120', '100', '85', '30', '85', '45', '465']"
#0539,#268,打击鬼,格斗,结实/精神力,破格,空手道宝可梦,1.4m,51.0kg,45,"['75', '125', '75', '30', '75', '85', '465']"
#0626,#269,爆炸头水牛,一般,舍身/食草,隔音,头锤牛宝可梦,1.6m,94.6kg,45,"['95', '110', '95', '40', '95', '55', '490']"
#0621,#270,赤面龙,龙,强行/粗糙皮肤,破格,洞穴宝可梦,1.6m,139.0kg,45,"['77', '120', '90', '60', '90', '48', '485']"
#0622,#271,泥偶小人,地面/幽灵,笨拙/铁拳,无防守,魔像宝可梦,1.0m,92.0kg,190,"['59', '74', '50', '35', '50', '35', '303']"
#0623,#272,泥偶巨人,地面/幽灵,笨拙/铁拳,无防守,魔像宝可梦,2.8m,330.0kg,90,"['89', '124', '80', '55', '80', '55', '483']"
#0633,#273,单首龙,恶/龙,活力,,粗鲁宝可梦,0.8m,17.3kg,45,"['52', '65', '50', '45', '50', '38', '300']"
#0634,#274,双首暴龙,恶/龙,活力,,粗暴宝可梦,1.4m,50.0kg,45,"['72', '85', '70', '65', '70', '58', '420']"
#0635,#275,三首恶龙,恶/龙,飘浮,,凶暴宝可梦,1.8m,160.0kg,45,"['92', '105', '90', '125', '90', '98', '600']"
#0287,#276,懒人獭,一般,懒惰,,懒人宝可梦,0.8m,24.0kg,255,"['60', '60', '60', '35', '35', '30', '280']"
#0288,#277,过动猿,一般,干劲,,暴猿宝可梦,1.4m,46.5kg,120,"['80', '80', '80', '55', '55', '90', '440']"
#0289,#278,请假王,一般,懒惰,,怕麻烦宝可梦,2.0m,130.5kg,45,"['150', '160', '100', '95', '65', '100', '670']"
#0341,#279,龙虾小兵,水,硬壳盔甲/怪力钳,适应力,无赖宝可梦,0.6m,11.5kg,205,"['43', '80', '65', '50', '35', '35', '308']"
#0342,#280,铁螯龙虾,水/恶,硬壳盔甲/怪力钳,适应力,流氓宝可梦,1.1m,32.8kg,155,"['63', '120', '85', '90', '55', '55', '468']"
#0174,#281,宝宝丁,一般,好胜/迷人之躯,友情防守,气球宝可梦,0.3m,1.0kg,170,"['90', '30', '15', '40', '20', '15', '210']"
#0039,#282,胖丁,一般,好胜/迷人之躯,友情防守,气球宝可梦,0.5m,5.5kg,170,"['115', '45', '20', '45', '25', '20', '270']"
#0040,#283,胖可丁,一般,好胜/迷人之躯,察觉,气球宝可梦,1.0m,12.0kg,50,"['140', '70', '45', '85', '50', '45', '435']"
#0108,#284,大舌头,一般,我行我素/迟钝,无关天气,舔舔宝可梦,1.2m,65.5kg,45,"['90', '55', '75', '60', '75', '30', '385']"
#0463,#285,大舌舔,一般,我行我素/迟钝,无关天气,舔舔宝可梦,1.7m,140.0kg,30,"['110', '85', '95', '80', '95', '50', '515']"
#0193,#286,蜻蜻蜓,虫/飞行,加速/复眼,察觉,薄翼宝可梦,1.2m,38.0kg,75,"['65', '65', '45', '75', '45', '95', '390']"
#0469,#287,远古巨蜓,虫/飞行,加速/有色眼镜,察觉,勾蜓宝可梦,1.9m,51.5kg,30,"['86', '76', '86', '116', '56', '95', '515']"
#0357,#288,热带龙,草/飞行,叶绿素/太阳之力,收获,水果宝可梦,2.0m,100.0kg,200,"['99', '68', '83', '72', '87', '51', '460']"
#0455,#289,尖牙笼,草,飘浮,,捕虫宝可梦,1.4m,27.0kg,200,"['74', '100', '72', '90', '72', '46', '454']"
#0453,#290,不良蛙,毒/格斗,危险预知/干燥皮肤,毒手,毒击宝可梦,0.7m,23.0kg,140,"['48', '61', '40', '61', '40', '50', '300']"
#0454,#291,毒骷蛙,毒/格斗,危险预知/干燥皮肤,毒手,毒击宝可梦,1.3m,44.4kg,75,"['83', '106', '65', '86', '65', '85', '490']"
#0246,#292,幼基拉斯,岩石/地面,毅力,沙隐,岩石肤宝可梦,0.6m,72.0kg,45,"['50', '64', '50', '45', '50', '41', '300']"
#0247,#293,沙基拉斯,岩石/地面,蜕皮,,子弹宝可梦,1.2m,152.0kg,45,"['70', '84', '70', '65', '70', '51', '410']"
#0248,#294,班基拉斯,岩石/恶,扬沙,紧张感,铠甲宝可梦,2.0m,202.0kg,45,"['100', '134', '110', '95', '100', '61', '600']"
#0643,#295,莱希拉姆,龙/火,涡轮火焰,,白阳宝可梦,3.2m,330.0kg,3,"['100', '120', '100', '150', '120', '90', '680']"
#0644,#296,捷克罗姆,龙/电,兆级电压,,黑阴宝可梦,2.9m,345.0kg,3,"['100', '150', '120', '120', '100', '90', '680']"
#0646,#297,酋雷姆,龙/冰,压迫感,,境界宝可梦,3.0m,325.0kg,3,"['125', '130', '90', '130', '90', '95', '660']"
#0647,#298,凯路迪欧,水/格斗,正义之心,,幼马宝可梦,1.4m,48.5kg,3,"['91', '72', '90', '129', '90', '108', '580']"
#0648,#299,美洛耶塔,一般/超能力,天恩,,旋律宝可梦,0.6m,6.5kg,3,"['100', '77', '77', '128', '128', '90', '600']"
#0649,#300,盖诺赛克特,虫/钢,下载,,古生代宝可梦,1.5m,82.5kg,3,"['71', '120', '95', '120', '95', '99', '600']"
