排名,书籍,封面,作者,时间,时间（无月日）,出版社,评分,评价人数（人）,售价（元）
169,恶意,https://img9.doubanio.com/view/subject/s/public/s29827014.jpg,[日] 东野圭吾 ,2016-11,2016, 南海出版公司 ,8.7,120262,39.50
170,南京大屠杀,https://img9.doubanio.com/view/subject/s/public/s28297426.jpg,[美]张纯如（Iris Chang） ,2015-8,2015, 中信出版社 ,9.7,15586,49.00
171,地下室手记,https://img3.doubanio.com/view/subject/s/public/s33638812.jpg,(俄罗斯) 陀思妥耶夫斯基 ,2020-5,2020, 浙江文艺出版社 ,9.3,20253,39.8
172,檀香刑,https://img1.doubanio.com/view/subject/s/public/s33562530.jpg,莫言 ,2017-1,2017, 浙江文艺出版社 ,9.3,27748,56.00
173,额尔古纳河右岸,https://img9.doubanio.com/view/subject/s/public/s3380714.jpg,迟子建 ,2005-12,2005, 北京十月文艺出版社 ,9.0,26136,29.00
174,半生缘,https://img1.doubanio.com/view/subject/s/public/s10199588.jpg,张爱玲 ,2012-6-1,2012, 北京十月文艺出版社 ,9.1,29963,29.60
175,麦琪的礼物,https://img2.doubanio.com/view/subject/s/public/s1137441.jpg,[美] 欧·亨利 ,2003-7,2003, 上海社会科学院出版社 ,8.7,74929,25.00
176,社会心理学,https://img3.doubanio.com/view/subject/s/public/s1670932.jpg,[美] 戴维·迈尔斯 ,2006-1,2006, 人民邮电出版社 ,9.0,26603,68.00
177,我也有一个梦想,https://img9.doubanio.com/view/subject/s/public/s2170315.jpg,林达 ,2004-08,2004, 生活·读书·新知三联书店 ,9.0,15847,25.00
178,天朝的崩溃,https://img3.doubanio.com/view/subject/s/public/s1681072.jpg,茅海建 ,2005-7,2005, 生活·读书·新知三联书店 ,9.2,14873,32.00
179,冰与火之歌,https://img9.doubanio.com/view/subject/s/public/s27218035.jpg,[美]乔治·R.R.马丁 ,2013-10-1,2013, 重庆出版社 ,9.5,17950,330.00
180,激荡三十年（上）,https://img1.doubanio.com/view/subject/s/public/s10431840.jpg,吴晓波 ,2007-1,2007, 中信出版社 浙江人民出版社 ,8.8,31683,35.00
181,海风中失落的血色馈赠,https://img2.doubanio.com/view/subject/s/public/s28061231.jpg,[加拿大] 阿利斯泰尔·麦克劳德 ,2015-6-1,2015, 上海文艺出版社 ,9.0,20115,20.00
182,倾城之恋,https://img1.doubanio.com/view/subject/s/public/s4638950.jpg,张爱玲 ,2006-12,2006, 北京十月文艺出版社 ,8.7,51101,29.80
183,翦商,https://img1.doubanio.com/view/subject/s/public/s34385069.jpg,李硕 ,2022-10,2022, 广西师范大学出版社 ,9.0,22352,99.00
184,天生有罪,https://img3.doubanio.com/view/subject/s/public/s29675003.jpg,[南非] 特雷弗·诺亚 ,2018-2-1,2018, 北京联合出版公司 ,9.1,19438,58.00
185,一桩事先张扬的凶杀案,https://img1.doubanio.com/view/subject/s/public/s26546959.jpg,[哥伦比亚] 加西亚·马尔克斯 ,2013-6,2013, 南海出版公司 ,8.7,48725,25.00
186,浮生六记,https://img9.doubanio.com/view/subject/s/public/s2280094.jpg,（清）沈复 ,1999-1,1999, 人民文学出版社 ,8.7,69687,38
187,万物有灵且美,https://img9.doubanio.com/view/subject/s/public/s4093514.jpg,[英] 吉米·哈利 ,2010-1,2010, 中国城市出版社 ,8.9,22831,28.80
188,情书,https://img9.doubanio.com/view/subject/s/public/s1127135.jpg,[日] 岩井俊二 ,2004-7,2004, 天津人民出版社 ,8.6,106243,18.00
189,孩子你慢慢来,https://img9.doubanio.com/view/subject/s/public/s4124434.jpg,龙应台 ,2009-12-1,2009, 生活·读书·新知三联书店 ,8.7,79010,28.00
190,倚天屠龙记,https://img9.doubanio.com/view/subject/s/public/s34097535.jpg,金庸 ,1999-04,1999, 生活·读书·新知三联书店 ,8.7,61009,47.00
191,送你一颗子弹,https://img3.doubanio.com/view/subject/s/public/s4243447.jpg,刘瑜 ,2010-1,2010, 上海三联书店 ,8.6,142809,25.00
192,理想国,https://img1.doubanio.com/view/subject/s/public/s34157889.jpg,[古希腊] 柏拉图 ,1986-8,1986, 商务印书馆 ,8.8,36144,28.00
193,亲密关系（第6版）,https://img1.doubanio.com/view/subject/s/public/s29497110.jpg,[美] 罗兰·米勒 (Rowland S. Miller) ,2015-6,2015, 人民邮电出版社 ,9.3,24138,138.00
194,尼罗河上的惨案,https://img3.doubanio.com/view/subject/s/public/s1683067.jpg,[英] 阿加莎·克里斯蒂 ,2006-5,2006, 人民文学出版社 ,8.7,49020,22.00
195,渴望生活,https://img1.doubanio.com/view/subject/s/public/s3099438.jpg,[美] 欧文·斯通 ,2008-4,2008, 北京十月文艺出版社 ,9.2,11681,29.80
196,罗生门,https://img1.doubanio.com/view/subject/s/public/s3435158.jpg,[日] 芥川龙之介 ,2008-7,2008, 上海译文出版社 ,8.7,69083,12.00
197,雷雨,https://img3.doubanio.com/view/subject/s/public/s23579217.jpg,曹禺 ,1999-05,1999, 人民文学出版社 ,8.7,77958,9.20
198,九州·缥缈录,https://img1.doubanio.com/view/subject/s/public/s1520169.jpg,江南 ,2005-6,2005, 新世界出版社 ,8.8,31500,20.00
199,最好的我们,https://img9.doubanio.com/view/subject/s/public/s26720726.jpg,八月长安 ,2013-8-5,2013, 湖南文艺出版社 ,8.7,71751,55
200,东晋门阀政治,https://img9.doubanio.com/view/subject/s/public/s10206185.jpg,田余庆 ,2012-5,2012, 北京大学出版社 ,9.5,11911,49.00
201,荒原狼,https://img1.doubanio.com/view/subject/s/public/s3286369.jpg,[德]赫尔曼·黑塞 ,2008-7,2008, 上海译文出版社 ,9.0,22660,13.00
202,水浒传（全二册）,https://img1.doubanio.com/view/subject/s/public/s1436519.jpg,[明] 施耐庵 ,1997-1,1997, 人民文学出版社 ,8.7,76519,50.60
203,从零开始的女性主义,https://img3.doubanio.com/view/subject/s/public/s33984963.jpg,[日本] 上野千鹤子 ,2021-9,2021, 北京联合出版公司 ,8.7,63964,52.00
204,银河系漫游指南,https://img1.doubanio.com/view/subject/s/public/s3696740.jpg,[英] 道格拉斯·亚当斯 ,2005-6,2005, 四川科学技术出版社 ,8.8,22133,16.00
205,雨季不再来,https://img1.doubanio.com/view/subject/s/public/s2563279.jpg,三毛 ,2007-7,2007, 北京十月文艺出版社 ,8.7,54556,28.00
206,野火集,https://img1.doubanio.com/view/subject/s/public/s1469589.jpg,龙应台 ,2005-8,2005, 文汇出版社 ,8.8,34994,25.00
207,雕刻时光,https://img2.doubanio.com/view/subject/s/public/s28622011.jpg,[苏] 安德烈·塔可夫斯基 ,2016-5,2016, 南海出版公司 ,9.5,8605,45.00
208,当呼吸化为空气,https://img3.doubanio.com/view/subject/s/public/s29423902.jpg,[美] 保罗·卡拉尼什 ,2016-12,2016, 浙江文艺出版社 ,8.9,28278,48.00
209,一千零一夜,https://img3.doubanio.com/view/subject/s/public/s1070937.jpg,纳训 ,2003-01,2003, 人民文学出版社 ,8.7,58336,22.00
210,论语,https://img9.doubanio.com/view/subject/s/public/s5804746.jpg,刘胜利 ,2006-12,2006, 中华书局 ,9.1,23440,9.80
211,孙子兵法,https://img1.doubanio.com/view/subject/s/public/s2142329.jpg,孙武 ,2006-7,2006, 上海古籍出版社 ,9.4,13188,20.00
212,在细雨中呼喊,https://img3.doubanio.com/view/subject/s/public/s29032782.jpg,余华 ,2012-11-1,2012, 作家出版社 ,8.8,65478,25.00
213,你好，旧时光（上,https://img3.doubanio.com/view/subject/s/public/s4293097.jpg,八月长安 ,2009-12,2009, 新世界出版社 ,8.7,48733,39.80
214,你一生的故事,https://img9.doubanio.com/view/subject/s/public/s28033064.jpg,[美] 特德·姜 ,2015-5,2015, 译林出版社 ,8.8,35450,36.00
215,骆驼祥子,https://img1.doubanio.com/view/subject/s/public/s1146040.jpg,老舍 ,2000-3-1,2000, 人民文学出版社 ,8.6,204770,12.00
216,生死疲劳,https://img1.doubanio.com/view/subject/s/public/s34086258.jpg,莫言 ,2022-1,2022, 浙江文艺出版社 ,9.1,31966,69.90
217,不存在的骑士,https://img2.doubanio.com/view/subject/s/public/s8972061.jpg,[意] 伊塔洛·卡尔维诺 ,2012-4,2012, 译林出版社 ,8.9,23362,22.00
218,象棋的故事,https://img1.doubanio.com/view/subject/s/public/s2897060.jpg,[奥] 斯蒂芬·茨威格 ,2007-7,2007, 上海译文出版社 ,9.2,12736,23.00
219,显微镜下的大明,https://img2.doubanio.com/view/subject/s/public/s29960161.jpg,马伯庸 ,2019-1,2019, 湖南文艺出版社 ,8.8,40987,52.00
220,现代艺术150年,https://img9.doubanio.com/view/subject/s/public/s29417056.jpg,[英] 威尔·贡培兹 ,2017-3,2017, 广西师范大学出版社 ,9.1,14299,65.00
221,枪炮、病菌与钢铁,https://img3.doubanio.com/view/subject/s/public/s1738643.jpg,[美] 贾雷德·戴蒙德 ,2006-4-1,2006, 上海译文出版社 ,8.7,50501,45.00
222,解忧杂货店,https://img2.doubanio.com/view/subject/s/public/s27264181.jpg,[日] 东野圭吾 ,2014-5,2014, 南海出版公司 ,8.5,752754,39.50
223,银河帝国：基地七部曲,https://img9.doubanio.com/view/subject/s/public/s28284246.jpg,[美] 艾萨克·阿西莫夫 ,2015-10-1,2015, 江苏凤凰文艺出版社 ,9.5,15059,328.00
224,二手时间,https://img9.doubanio.com/view/subject/s/public/s28397415.jpg,[白俄] S. A. 阿列克谢耶维奇 ,2016-1,2016, 中信出版社 ,8.9,24087,55.00
225,庄子,https://img9.doubanio.com/view/subject/s/public/s5765615.jpg,孙通海 译注 ,2007-04,2007, 中华书局 ,9.4,11564,20.00
226,上学记,https://img9.doubanio.com/view/subject/s/public/s1950424.jpg,何兆武 口述 ,2006-8,2006, 生活·读书·新知三联书店 ,8.9,14016,19.80
227,目送,https://img1.doubanio.com/view/subject/s/public/s3984108.jpg,龙应台 ,2009-10,2009, 生活·读书·新知三联书店 ,8.6,210824,39.00
228,父权制与资本主义,https://img9.doubanio.com/view/subject/s/public/s33723475.jpg,[日] 上野千鹤子 ,2020-3,2020, 浙江大学出版社 ,9.2,16660,58.00
229,顾城的诗,https://img3.doubanio.com/view/subject/s/public/s1024472.jpg,顾城 ,1998-12,1998, 人民文学出版社 ,8.8,26066,20.00
230,火星救援,https://img3.doubanio.com/view/subject/s/public/s28284337.jpg,[美]安迪•威尔 ,2015-10,2015, 译林出版社 ,8.9,19512,38.00
231,总统是靠不住的,https://img9.doubanio.com/view/subject/s/public/s2170316.jpg,林达 ,2004-08,2004, 生活·读书·新知三联书店 ,8.8,20841,21.80
232,众病之王,https://img1.doubanio.com/view/subject/s/public/s24598159.jpg,[美] 悉达多·穆克吉 ,2013-2,2013, 中信出版社 ,9.0,13014,42.00
233,规训与惩罚,https://img3.doubanio.com/view/subject/s/public/s2522397.jpg,[法] 米歇尔·福柯 ,2003-1,2003, 生活·读书·新知三联书店 ,9.3,10585,21.80
234,会饮篇,https://img3.doubanio.com/view/subject/s/public/s25807032.jpg,[古希腊] 柏拉图 ,2013-1,2013, 商务印书馆 ,9.3,11078,12.00
235,金锁记,https://img9.doubanio.com/view/subject/s/public/s2976745.jpg,张爱玲 ,2005-6,2005, 哈尔滨出版社 ,8.6,62059,13.5
236,亲爱的安德烈,https://img1.doubanio.com/view/subject/s/public/s3993878.jpg,龙应台 ,2008-12,2008, 人民文学出版社 ,8.6,121110,26.00
237,毛姆短篇小说精选集,https://img9.doubanio.com/view/subject/s/public/s24174596.jpg,[英] 威廉·萨默塞特·毛姆 ,2012-11,2012, 译林出版社 ,9.1,12480,36.00
238,认识电影,https://img3.doubanio.com/view/subject/s/public/s28274132.jpg,[美] 路易斯·贾内梯 ,2007-11,2007, 世界图书出版公司 ,8.9,18390,68.00
239,李光耀观天下,https://img3.doubanio.com/view/subject/s/public/s28095832.jpg,李光耀 ,2015-6,2015, 北京大学出版社 ,9.2,12064,58.00
240,黑箱：日本之耻,https://img9.doubanio.com/view/subject/s/public/s30025945.jpg,[日]伊藤诗织 ,2019-4,2019,中信出版集团 ,8.9,22125,48.00
241,哈姆莱特,https://img3.doubanio.com/view/subject/s/public/s27009357.jpg,[英] 莎士比亚 ,2001-1,2001, 人民文学出版社 ,8.7,49365,7.00
242,了不起的盖茨比,https://img9.doubanio.com/view/subject/s/public/s9110246.jpg,[美] 斯科特·菲茨杰拉德 ,2012-5,2012, 南海出版公司 ,8.7,54634,25.00
243,分成两半的子爵,https://img3.doubanio.com/view/subject/s/public/s8972073.jpg,[意] 伊塔洛·卡尔维诺 ,2012-4-1,2012, 译林出版社 ,8.8,26571,20.00
244,帷幕,https://img3.doubanio.com/view/subject/s/public/s27988902.jpg,[英] 阿加莎·克里斯蒂 ,2015-2,2015, 新星出版社 ,9.1,14811,26.00
245,中国哲学简史,https://img9.doubanio.com/view/subject/s/public/s1069364.jpg,冯友兰 ,2004-1,2004, 新世界出版社 ,8.9,19994,38.00
246,坟,https://img1.doubanio.com/view/subject/s/public/s2128420.jpg,鲁迅 ,2006-12,2006, 人民文学出版社 ,9.6,11513,16.00
247,荆棘鸟,https://img9.doubanio.com/view/subject/s/public/s1073574.jpg,[澳] 考琳·麦卡洛 ,1998-7,1998, 译林出版社 ,8.6,51994,28.00
248,青铜时代,https://img2.doubanio.com/view/subject/s/public/s1072541.jpg,王小波 ,1997-5,1997, 花城出版社 ,8.8,26839,29.00
249,如父如子,https://img1.doubanio.com/view/subject/s/public/s29707420.jpg,[日] 是枝裕和 ,2018-4,2018, 湖南文艺出版社 ,8.9,26413,49.80
250,从一到无穷大,https://img1.doubanio.com/view/subject/s/public/s2516920.jpg,[美] G. 伽莫夫 ,2002-11,2002, 科学出版社 ,9.1,13906,29.00
